sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-21,2020-03-11,76,0.875,0.45,0.225,0.93125,2020-03-30,19,0,0,0,1,2020-06-14,0,0,0,0,0
2020-02-21,2020-03-10,76,0.775,0.65,0.125,0.95625,2020-03-30,20,0,0,0,2,2020-06-14,0,0,0,0,0
2020-02-21,2020-03-11,76,0.725,0.75,0.275,0.94375,2020-03-30,19,0,0,0,3,2020-06-14,0,0,0,0,0
2020-02-21,2020-03-12,76,0.825,0.55,0.175,0.96875,2020-03-30,18,0,0,0,4,2020-06-14,0,0,0,0,0
2020-02-21,2020-03-11,76,0.8125,0.425,0.2875,0.934375,2020-03-30,19,0.824718624713715,0.041884588962717,0.163217992715054,5,2020-06-14,-16.4169006826954,5.63399479555673,0.747130083881843,4.88720467093243,0.132960235042712
