"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6287504,24591,12918,398,8493,353,11088,156,4250
"2",6273710,29906,15781,393,10983,408,14165,199,5418
"3",6256622,36681,19232,435,13814,460,18101,243,6619
"4",6235638,45018,23518,508,17117,517,23030,296,8067
"5",6209952,55181,28815,609,21079,584,29125,361,9864
"6",6178561,67543,35315,741,25896,666,36623,443,12086
"7",6140251,82564,43251,904,31777,768,45831,543,14811
"8",6093585,100760,52915,1107,38960,893,57125,665,18140
"9",6036879,122720,64654,1354,47722,1047,70968,813,22194
"10",5968162,149121,78858,1655,58385,1238,87926,993,27119
"11",5885194,180668,95994,2020,71325,1473,108673,1212,33074
"12",5785446,218116,116556,2462,86990,1760,134014,1475,40261
"13",5666152,262199,141091,2993,105878,2112,164920,1791,48886
"14",5524385,313550,170165,3631,128541,2541,202532,2168,59173
"15",5357204,372609,204300,4389,155589,3061,248194,2615,71372
"16",5161863,439461,243965,5284,187625,3690,303458,3140,85685
"17",4936124,513660,289431,6331,225248,4448,370103,3749,102323
"18",4678674,593985,340718,7540,268968,5355,450105,4448,121390
"19",4389579,678260,397399,8921,319126,6433,545627,5238,142902
"20",4070770,763183,458502,10464,375757,7705,658963,6107,166676
"21",3726480,844312,522311,12159,438490,9193,792400,7047,192305
"22",3363436,916210,586365,13966,506354,10912,948102,8027,219066
"23",2990684,973029,647358,15831,577678,12876,1127889,9009,245931
"24",2619014,1009176,701419,17680,649991,15087,1332979,9948,271515
"25",2259856,1020345,744440,19416,720047,17531,1563710,10779,294189
"26",1923918,1004435,772617,20925,783986,20183,1819282,11440,312231
"27",1619827,962170,783054,22096,837687,22997,2097514,11875,324044
"28",1353158,897061,774368,22830,877260,25913,2394756,12035,328429
"29",1126077,814809,747025,23052,899533,28854,2705994,11899,324776
"30",937620,722289,703207,22742,902663,31734,3025090,11480,313316
"31",784534,626308,646532,21915,886341,34466,3345248,10806,294936
"32",662239,532634,581396,20642,851880,36969,3659585,9936,271170
"33",565691,445509,512288,19017,801980,39178,3961682,8933,243847
"34",490056,367523,443176,17161,740299,41041,4246090,7872,214862
"35",431052,299795,377223,15194,670901,42534,4508647,6810,185875
"36",385089,242380,316591,13218,597775,43648,4746644,5797,158213
"37",349269,194624,262519,11323,524429,44396,4958786,4865,132782
"38",321310,155469,215494,9565,453698,44803,5145007,4034,110106
"39",299443,123727,175411,7985,387627,44903,5306250,3312,90380
