"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6290489,21606,12918,455,8435,353,11088,213,4193
"2",6280438,24206,14752,494,10871,417,14166,272,5345
"3",6268440,27857,16686,551,13226,486,18099,310,6103
"4",6254483,32209,19037,620,15569,561,22866,351,6903
"5",6238384,37202,21866,703,18076,646,28467,400,7876
"6",6219860,42896,25190,804,20889,742,34964,460,9046
"7",6198560,49404,29030,923,24108,851,42469,530,10422
"8",6174082,56847,33444,1061,27804,977,51130,611,12010
"9",6145980,65349,38504,1222,32054,1121,61116,704,13837
"10",6113753,75042,44297,1407,36930,1287,72629,810,15930
"11",6076847,86070,50916,1619,42522,1479,85892,932,18327
"12",6034648,98590,58457,1863,48925,1699,101162,1072,21066
"13",5986481,112761,67038,2140,56239,1953,118732,1230,24185
"14",5931624,128734,76776,2456,64583,2245,138927,1410,27735
"15",5869299,146668,87787,2815,74077,2580,162121,1615,31766
"16",5798677,166714,100193,3222,84855,2963,188721,1847,36322
"17",5718912,188993,114120,3682,97047,3401,219190,2108,41452
"18",5629148,213585,129673,4199,110798,3901,254039,2401,47217
"19",5528524,240558,146944,4779,126246,4471,293823,2728,53652
"20",5416246,269888,166004,5425,143511,5118,339153,3090,60798
"21",5291618,301456,186888,6143,162706,5852,390681,3493,68683
"22",5154093,335031,209583,6932,183928,6681,449097,3931,77325
"23",5003317,370284,233985,7796,207215,7613,515135,4409,86711
"24",4839212,406706,259937,8731,232573,8659,589527,4923,96809
"25",4662030,443648,287162,9734,259921,9825,673026,5468,107547
"26",4472434,480259,315295,10796,289108,11119,766335,6041,118812
"27",4271496,515593,343814,11906,319870,12548,870118,6632,130453
"28",4060777,548522,372117,13049,351823,14114,984943,7233,142253
"29",3842265,577891,399471,14202,384468,15818,1111229,7828,153962
"30",3618384,602498,425060,15342,417172,17658,1249231,8404,165280
"31",3391872,621253,448009,16437,449184,19625,1398964,8942,175866
"32",3165688,633215,467446,17455,479649,21710,1560181,9425,185360
"33",2942824,637728,482562,18360,507652,23896,1732323,9834,193401
"34",2726213,634433,492660,19121,532262,26160,1914497,10152,199656
"35",2518476,623404,497223,19706,552561,28475,2105499,10365,203838
"36",2321882,605032,496002,20087,567753,30810,2303779,10461,205726
"37",2138176,580106,488981,20248,577190,33131,2507514,10436,205218
"38",1968573,549673,476413,20181,580474,35401,2714630,10289,202314
"39",1813728,514977,458820,19886,577419,37585,2922931,10027,197108
"40",1673799,477326,436912,19370,568142,39646,3130149,9655,189832
"41",1548505,438022,411542,18659,553003,41553,3334061,9196,180773
"42",1437216,398272,383653,17777,532580,43277,3532570,8662,170267
"43",1339057,359098,354174,16758,507672,44798,3723788,8074,158737
"44",1253000,321327,324020,15642,479140,46097,3906120,7455,146529
"45",1177923,285599,293947,14460,447980,47168,4078269,6818,134059
"46",1112703,252337,264629,13251,415117,48005,4239303,6187,121613
"47",1056242,221784,236584,12043,381463,48613,4388615,5570,109488
"48",1007498,194047,210200,10864,347808,49000,4525928,4980,97885
"49",965511,169121,185723,9731,314838,49178,4651244,4424,86966
"50",929411,146901,163293,8664,283114,49160,4764802,3910,76839
"51",898416,127240,142953,7670,253048,48965,4867053,3437,67558
"52",871834,109949,124674,6756,224930,48611,4958591,3010,59143
"53",849058,94811,108384,5926,198944,48117,5040104,2626,51578
"54",829561,81615,93955,5177,175185,47501,5112351,2282,44841
"55",812877,70156,81247,4507,153648,46781,5176128,1978,38872
"56",798608,60235,70113,3913,134280,45972,5232225,1712,33613
"57",786410,51662,60401,3388,116980,45091,5281413,1476,29007
"58",775984,44274,51951,2927,101632,44153,5324423,1272,24991
"59",767078,37914,44632,2524,88081,43169,5361948,1094,21492
"60",759471,32448,38299,2172,76174,42151,5394629,939,18465
"61",752973,27756,32838,1867,65752,41108,5423051,806,15845
"62",747426,23733,28131,1604,56665,40048,5447739,692,13586
"63",742690,20284,24085,1375,48764,38981,5469166,592,11639
"64",738647,17332,20608,1180,41913,37910,5487754,507,9964
"65",735196,14807,17624,1010,35988,36843,5503876,434,8526
"66",732251,12647,15066,865,30870,35783,5517863,371,7292
"67",729738,10800,12876,740,26459,34734,5529998,317,6233
"68",727593,9220,11002,633,22661,33700,5540536,271,5327
"69",725763,7872,9397,541,19399,32682,5549691,232,4551
"70",724202,6719,8026,462,16598,31683,5557656,198,3888
"71",722869,5734,6853,395,14195,30704,5564595,169,3321
"72",721732,4894,5851,337,12135,29746,5570650,145,2835
"73",720762,4175,4996,288,10370,28811,5575943,123,2420
"74",719934,3564,4263,246,8861,27898,5580580,105,2067
"75",719227,3041,3638,210,7569,27009,5584649,90,1764
"76",718625,2595,3105,179,6465,26144,5588232,77,1505
"77",718110,2215,2650,153,5520,25302,5591395,65,1284
"78",717672,1890,2262,130,4713,24485,5594193,56,1096
"79",717297,1613,1930,111,4023,23690,5596680,48,936
"80",716978,1376,1647,95,3434,22919,5598896,41,798
"81",716706,1174,1405,81,2931,22171,5600877,35,682
"82",716473,1001,1199,69,2501,21445,5602655,30,581
"83",716275,854,1023,59,2134,20742,5604257,25,496
"84",716106,729,873,50,1822,20060,5605705,22,423
"85",715962,622,745,43,1555,19400,5607019,18,361
"86",715839,531,635,37,1327,18760,5608216,16,308
"87",715733,453,542,31,1132,18141,5609312,13,263
"88",715644,386,463,27,966,17542,5610318,11,224
"89",715567,330,394,23,824,16962,5611245,10,191
"90",715502,281,337,19,703,16400,5612103,8,163
"91",715446,240,287,17,600,15857,5612898,7,139
"92",715399,205,245,14,512,15331,5613639,6,119
"93",715358,175,209,12,437,14823,5614331,5,101
"94",715324,149,178,10,372,14331,5614980,4,86
"95",715294,127,152,9,318,13855,5615590,4,74
"96",715269,108,130,8,271,13394,5616164,3,63
"97",715248,93,111,6,232,12949,5616707,3,54
"98",715229,79,94,5,197,12519,5617221,2,46
"99",715214,67,80,5,168,12102,5617708,2,39
"100",715201,57,69,4,144,11700,5618171,2,33
"101",715189,49,59,3,123,11310,5618612,1,28
