"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6319755,10710,8301,1216,4024,157,1182,831,2296
"2",6316325,10447,8385,1553,5287,355,2994,959,2650
"3",6312434,10735,8341,1727,6142,602,5364,969,2678
"4",6308280,11188,8415,1807,6688,870,8097,963,2664
"5",6303949,11660,8614,1855,7068,1142,11056,972,2687
"6",6299464,12125,8889,1901,7382,1413,14171,995,2751
"7",6294822,12586,9204,1955,7675,1683,17420,1027,2839
"8",6290018,13051,9543,2018,7966,1952,20797,1063,2938
"9",6285044,13524,9893,2088,8267,2224,24305,1103,3047
"10",6279891,14014,10256,2162,8574,2498,27949,1142,3158
"11",6274554,14519,10629,2240,8892,2775,31735,1184,3275
"12",6269026,15040,11015,2322,9219,3056,35666,1228,3393
"13",6263301,15579,11412,2407,9557,3341,39748,1272,3517
"14",6257373,16135,11822,2494,9906,3631,43984,1318,3644
"15",6251237,16708,12246,2583,10265,3926,48381,1365,3775
"16",6244886,17297,12684,2676,10634,4226,52943,1415,3909
"17",6238313,17905,13133,2772,11017,4531,57674,1465,4049
"18",6231514,18531,13598,2871,11410,4841,62580,1517,4192
"19",6224480,19174,14078,2973,11817,5158,67665,1570,4341
"20",6217205,19836,14569,3078,12239,5481,72937,1626,4496
"21",6209681,20520,15075,3185,12671,5812,78401,1682,4652
"22",6201904,21222,15596,3296,13115,6149,84063,1741,4813
"23",6193865,21944,16132,3411,13572,6494,89927,1801,4980
"24",6185561,22683,16685,3529,14044,6846,95998,1863,5151
"25",6176980,23442,17251,3652,14529,7206,102286,1927,5328
"26",6168117,24220,17835,3776,15027,7574,108795,1992,5508
"27",6158967,25018,18434,3904,15541,7951,115531,2059,5695
"28",6149519,25839,19045,4035,16070,8336,122501,2128,5887
"29",6139772,26677,19675,4170,16609,8731,129711,2199,6081
"30",6129714,27536,20319,4309,17165,9135,137167,2271,6283
"31",6119341,28414,20981,4451,17735,9549,144875,2346,6488
"32",6108644,29312,21658,4597,18319,9972,152843,2423,6699
"33",6097618,30229,22349,4748,18918,10406,161077,2502,6916
"34",6086257,31166,23057,4899,19530,10850,169585,2580,7136
"35",6074553,32122,23781,5054,20158,11305,178370,2661,7363
"36",6062501,33097,24519,5215,20802,11771,187441,2746,7594
"37",6050093,34092,25270,5379,21458,12247,196805,2831,7830
"38",6037327,35103,26039,5546,22128,12735,206468,2918,8070
"39",6024193,36132,26822,5715,22814,13236,216434,3006,8315
