sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-11,2020-03-19,76,0.875,0.45,0.225,0.93125,2020-03-26,7,0,0,0,1,2020-06-10,0,0,0,0,0
2020-02-19,2020-03-17,76,0.775,0.65,0.125,0.95625,2020-03-26,9,0,0,0,2,2020-06-10,0,0,0,0,0
2020-02-07,2020-03-17,76,0.725,0.75,0.275,0.94375,2020-03-26,9,0,0,0,3,2020-06-10,0,0,0,0,0
2020-02-15,2020-03-19,76,0.825,0.55,0.175,0.96875,2020-03-26,7,0,0,0,4,2020-06-10,0,0,0,0,0
2020-02-10,2020-03-17,76,0.8125,0.425,0.2875,0.934375,2020-03-26,9,0.465358375452763,0.0250506875248318,0.0862162904395633,5,2020-06-10,-27.910397243493,3.21058700048596,1.21946340984804,0.954773768472444,0.381244388056811
