,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
733,12011,smoothed_wcli,2020-10-15,2020-11-19,35,0.3284075,0.1906054,865.0,county,fb-survey
734,12086,smoothed_wcli,2020-10-15,2020-11-19,35,0.2646201,0.1536073,1053.9984,county,fb-survey
735,12099,smoothed_wcli,2020-10-15,2020-11-19,35,0.5870068,0.263325,772.2575,county,fb-survey
736,12011,smoothed_wcli,2020-10-16,2020-11-19,34,0.3510902,0.1861795,880.0,county,fb-survey
737,12086,smoothed_wcli,2020-10-16,2020-11-19,34,0.2315896,0.1503506,1046.9984,county,fb-survey
738,12099,smoothed_wcli,2020-10-16,2020-11-19,34,0.8013086,0.3583334,768.6514,county,fb-survey
739,12011,smoothed_wcli,2020-10-17,2020-11-19,33,0.3484721,0.1852159,881.0,county,fb-survey
740,12086,smoothed_wcli,2020-10-17,2020-11-19,33,0.1077768,0.0999199,1028.9988,county,fb-survey
741,12099,smoothed_wcli,2020-10-17,2020-11-19,33,0.5402996,0.2970892,767.3087,county,fb-survey
742,12011,smoothed_wcli,2020-10-18,2020-11-19,32,0.4356937,0.2230877,860.0,county,fb-survey
743,12086,smoothed_wcli,2020-10-18,2020-11-19,32,0.1642212,0.1240976,1035.9988,county,fb-survey
744,12099,smoothed_wcli,2020-10-18,2020-11-19,32,0.4729374,0.2920533,737.9693,county,fb-survey
745,12011,smoothed_wcli,2020-10-19,2020-11-19,31,0.568766,0.2711853,842.0,county,fb-survey
746,12086,smoothed_wcli,2020-10-19,2020-11-19,31,0.1275631,0.1202254,1010.9988,county,fb-survey
747,12099,smoothed_wcli,2020-10-19,2020-11-19,31,0.4877606,0.2956509,759.1987,county,fb-survey
748,12011,smoothed_wcli,2020-10-20,2020-11-19,30,0.5656489,0.2708179,836.0,county,fb-survey
749,12086,smoothed_wcli,2020-10-20,2020-11-19,30,0.184264,0.1289588,983.999,county,fb-survey
750,12099,smoothed_wcli,2020-10-20,2020-11-19,30,0.3883742,0.2858037,743.7999,county,fb-survey
751,12011,smoothed_wcli,2020-10-21,2020-10-26,5,0.5133084,0.259904,854.0,county,fb-survey
752,12086,smoothed_wcli,2020-10-21,2020-10-26,5,0.2521961,0.1462259,958.999,county,fb-survey
753,12099,smoothed_wcli,2020-10-21,2020-10-26,5,0.3878378,0.2861992,738.4347,county,fb-survey
754,12011,smoothed_wcli,2020-10-22,2020-10-27,5,0.6079023,0.3154874,833.0,county,fb-survey
755,12086,smoothed_wcli,2020-10-22,2020-10-27,5,0.1971451,0.1373448,935.9988,county,fb-survey
756,12099,smoothed_wcli,2020-10-22,2020-10-27,5,0.393329,0.3166954,723.0714,county,fb-survey
757,12011,smoothed_wcli,2020-10-23,2020-10-28,5,0.5320498,0.3104866,824.0,county,fb-survey
758,12086,smoothed_wcli,2020-10-23,2020-10-28,5,0.3295066,0.1721309,899.9988,county,fb-survey
759,12099,smoothed_wcli,2020-10-23,2020-10-28,5,0.1076389,0.1435748,721.384,county,fb-survey
760,12011,smoothed_wcli,2020-10-24,2020-10-29,5,0.5200029,0.3047717,777.0,county,fb-survey
761,12086,smoothed_wcli,2020-10-24,2020-10-29,5,0.3548913,0.1725628,904.9986,county,fb-survey
762,12099,smoothed_wcli,2020-10-24,2020-10-29,5,0.1091902,0.1449959,707.8129,county,fb-survey
763,12011,smoothed_wcli,2020-10-25,2020-10-30,5,0.3819506,0.2731743,799.0,county,fb-survey
764,12086,smoothed_wcli,2020-10-25,2020-10-30,5,0.3928714,0.1725936,866.9986,county,fb-survey
765,12099,smoothed_wcli,2020-10-25,2020-10-30,5,0.1797376,0.1584832,716.0186,county,fb-survey
766,12011,smoothed_wcli,2020-10-26,2020-10-31,5,0.2587384,0.2313173,798.0,county,fb-survey
767,12086,smoothed_wcli,2020-10-26,2020-10-31,5,0.7397162,0.2985742,829.9986,county,fb-survey
768,12099,smoothed_wcli,2020-10-26,2020-10-31,5,0.0819581,0.1185039,686.3312,county,fb-survey
769,12011,smoothed_wcli,2020-10-27,2020-11-01,5,0.4072759,0.2687894,765.0,county,fb-survey
770,12086,smoothed_wcli,2020-10-27,2020-11-01,5,0.8796261,0.3467789,796.9984,county,fb-survey
771,12099,smoothed_wcli,2020-10-27,2020-11-01,5,0.0839641,0.1220165,662.1126,county,fb-survey
772,12011,smoothed_wcli,2020-10-28,2020-11-02,5,0.3395284,0.2332656,701.0,county,fb-survey
773,12086,smoothed_wcli,2020-10-28,2020-11-02,5,0.8022426,0.3403742,769.9986,county,fb-survey
774,12099,smoothed_wcli,2020-10-28,2020-11-02,5,0.1726177,0.1550066,628.4489,county,fb-survey
775,12011,smoothed_wcli,2020-10-29,2020-11-03,5,0.8951268,0.7248048,659.0,county,fb-survey
776,12086,smoothed_wcli,2020-10-29,2020-11-03,5,0.8285226,0.351906,718.9984,county,fb-survey
777,12099,smoothed_wcli,2020-10-29,2020-11-03,5,0.1769548,0.1633286,595.8221,county,fb-survey
778,12011,smoothed_wcli,2020-10-30,2020-11-04,5,0.9073852,0.7300012,605.0,county,fb-survey
