sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-16,2020-03-11,76,0.875,0.45,2020-04-03,23,0,0,0,0,1,2020-06-18,0,0,0,0,0
2020-02-24,2020-03-10,76,0.775,0.65,2020-04-03,24,0,0,0,0,2,2020-06-18,0,0,0,0,0
2020-02-12,2020-03-11,76,0.725,0.75,2020-04-03,23,0,0,0,0,3,2020-06-18,0,0,0,0,0
2020-02-20,2020-03-12,76,0.825,0.55,2020-04-03,22,0,0,0,0,4,2020-06-18,0,0,0,0,0
2020-02-15,2020-03-11,76,0.8125,0.425,2020-04-03,23,1.05333613439548,0.70318832058657,0.248568566056556,0.220650659711218,5,2020-06-18,-10000096.0327778,4.39206092964955,1.20718501148133,2.17977066245031,0.27920006404117
