Unnamed: 0,index,Start,Min,GT,ID,alpha,noise_level,iterations,alpha_hat
142.0,52,560.1447224551375,560.0753060962275,560.1447224551375,No noise,0.04,0.0,3000,0.04
143.0,53,534.1531183364623,534.1154426867694,534.1531183364623,No noise,0.04,0.0,3000,0.04
144.0,54,505.91017313521024,505.90424846697573,505.91017313521024,No noise,0.04,0.0,3000,0.04
145.0,55,476.2033539555224,476.229152830164,476.2033539555223,No noise,0.04,0.0,3000,0.04
146.0,56,445.75183345100487,445.8063184771412,445.75183345100487,No noise,0.04,0.0,3000,0.04
147.0,57,415.18381685059546,415.2649523701497,415.18381685059563,No noise,0.04,0.0,3000,0.04
148.0,58,385.0248952539096,385.1297785499698,385.0248952539096,No noise,0.04,0.0,3000,0.04
149.0,59,355.6956304247043,355.82037702830286,355.6956304247043,No noise,0.04,0.0,3000,0.04
150.0,60,327.5160770097855,327.65635652681215,327.5160770097855,No noise,0.04,0.0,3000,0.04
151.0,61,300.7152059189475,300.86912384085963,300.7152059189475,No noise,0.04,0.0,3000,0.04
152.0,62,275.44291229790093,275.6046937348901,275.44291229790093,No noise,0.04,0.0,3000,0.04
153.0,63,251.7830299798116,251.95125639225398,251.78302997981154,No noise,0.04,0.0,3000,0.04
154.0,64,229.76625744377904,229.9376704123694,229.7662574437791,No noise,0.04,0.0,3000,0.04
155.0,65,209.38201200902768,209.55587141249578,209.38201200902768,No noise,0.04,0.0,3000,0.04
156.0,66,190.5888878475616,190.7615920692321,190.5888878475616,No noise,0.04,0.0,3000,0.04
157.0,67,173.32351047366862,173.49367853900122,173.32351047366862,No noise,0.04,0.0,3000,0.04
158.0,68,157.50778929880468,157.67371546581768,157.50778929880468,No noise,0.04,0.0,3000,0.04
159.0,69,143.05468721618854,143.21668885223517,143.05468721618854,No noise,0.04,0.0,3000,0.04
160.0,70,129.87268178971502,130.02896000845743,129.87268178971502,No noise,0.04,0.0,3000,0.04
161.0,71,117.86911654123831,118.01896429538245,117.86911654123831,No noise,0.04,0.0,3000,0.04
162.0,72,106.95264614435655,107.09578681025651,106.95264614435655,No noise,0.04,0.0,3000,0.04
163.0,73,97.03494242686612,97.17093788072303,97.03494242686612,No noise,0.04,0.0,3000,0.04
164.0,74,88.03184982996937,88.16169836996801,88.03184982996937,No noise,0.04,0.0,3000,0.04
165.0,75,79.86406955042912,79.98681228431161,79.86406955042912,No noise,0.04,0.0,3000,0.04
166.0,76,72.45752841763351,72.57374551992912,72.45752841763351,No noise,0.04,0.0,3000,0.04
167.0,77,65.74353289036662,65.8529490366609,65.74353289036662,No noise,0.04,0.0,3000,0.04
168.0,78,59.658718307688105,59.76125431376282,59.658718307688105,No noise,0.04,0.0,3000,0.04
169.0,79,54.14489476714336,54.24062153774578,54.14489476714334,No noise,0.04,0.0,3000,0.04
170.0,80,49.14881104427877,49.2380649642415,49.14881104427877,No noise,0.04,0.0,3000,0.04
171.0,81,44.621875163487864,44.70529445626438,44.621875163487864,No noise,0.04,0.0,3000,0.04
172.0,82,40.51985519019945,40.59719043160178,40.51985519019945,No noise,0.04,0.0,3000,0.04
173.0,83,36.8025380258332,36.87503028513322,36.8025380258332,No noise,0.04,0.0,3000,0.04
174.0,84,33.4334328802579,33.5004731615583,33.4334328802579,No noise,0.04,0.0,3000,0.04
175.0,85,30.37947706933301,30.442130469221038,30.37947706933301,No noise,0.04,0.0,3000,0.04
176.0,86,27.61071772726973,27.668168736801697,27.61071772726973,No noise,0.04,0.0,3000,0.04
177.0,87,25.100046863706666,25.153209814772573,25.100046863706666,No noise,0.04,0.0,3000,0.04
178.0,88,22.822942814351336,22.871979994874863,22.822942814351336,No noise,0.04,0.0,3000,0.04
179.0,89,21.739871168851096,21.78724682652317,21.739871168851096,No noise,0.04,0.0,3000,0.04
180.0,0,10.741312873876288,10.891681076754963,10.408893985595745,Noise in D_reported,0.04,0.1,3000,0.04
181.0,1,6.184920266615426,6.333892210903035,7.189678228340441,Noise in D_reported,0.04,0.1,3000,0.04
182.0,2,3.433885019646981,3.4916613355162585,4.043638189364712,Noise in D_reported,0.04,0.1,3000,0.04
183.0,3,4.387285823594751,4.385598934091627,4.4232100272353065,Noise in D_reported,0.04,0.1,3000,0.04
184.0,4,4.77072486885976,4.803108729831093,5.0968365985070045,Noise in D_reported,0.04,0.1,3000,0.04
185.0,5,6.254863933081589,6.187854464408933,5.8893240250314225,Noise in D_reported,0.04,0.1,3000,0.04
186.0,6,6.100441711927383,6.173795716805759,6.806059364588361,Noise in D_reported,0.04,0.1,3000,0.04
187.0,7,7.696706917557639,7.8445889543810035,7.865328829596013,Noise in D_reported,0.04,0.1,3000,0.04
188.0,8,7.789578733752822,7.79812229391961,9.08885598586876,Noise in D_reported,0.04,0.1,3000,0.04
189.0,9,8.796220958153446,8.79584321678588,10.501625577871033,Noise in D_reported,0.04,0.1,3000,0.04
190.0,10,13.50009546663306,13.716046542948694,12.132290142432986,Noise in D_reported,0.04,0.1,3000,0.04
191.0,11,16.056559717317892,14.999229574678646,14.013656800267512,Noise in D_reported,0.04,0.1,3000,0.04
192.0,12,15.537554714213481,15.685742954777892,16.183227275396508,Noise in D_reported,0.04,0.1,3000,0.04
193.0,13,18.184334876472693,18.543921585141533,18.683780983660213,Noise in D_reported,0.04,0.1,3000,0.04
194.0,14,24.593415616081728,24.83239307188021,21.564008732506643,Noise in D_reported,0.04,0.1,3000,0.04
195.0,15,21.420770117056943,21.606635051625513,24.87917614198857,Noise in D_reported,0.04,0.1,3000,0.04
196.0,16,25.735403105467924,25.70060333002905,28.691810196721026,Noise in D_reported,0.04,0.1,3000,0.04
197.0,17,32.25931866433512,32.28975603047674,33.07239081868748,Noise in D_reported,0.04,0.1,3000,0.04
198.0,18,38.608369530079436,38.29252155895869,38.10000730725358,Noise in D_reported,0.04,0.1,3000,0.04
199.0,19,44.15844984518301,44.327527210655,43.86294409324741,Noise in D_reported,0.04,0.1,3000,0.04
200.0,20,54.8256998967146,55.39176198613527,50.459132420677655,Noise in D_reported,0.04,0.1,3000,0.04
201.0,21,59.67333971822001,60.30705383464304,57.99638581159977,Noise in D_reported,0.04,0.1,3000,0.04
202.0,22,58.46609865374568,59.21441122685968,66.59231688764146,Noise in D_reported,0.04,0.1,3000,0.04
203.0,23,81.27270078458109,82.38292532474259,76.37380167248979,Noise in D_reported,0.04,0.1,3000,0.04
204.0,24,95.49213806832859,96.0114661638874,87.47582459267237,Noise in D_reported,0.04,0.1,3000,0.04
205.0,25,78.33350292081451,81.64219151179087,100.03950409627998,Noise in D_reported,0.04,0.1,3000,0.04
206.0,26,112.02187421718577,113.43347323333565,114.20906594024211,Noise in D_reported,0.04,0.1,3000,0.04
207.0,27,145.5614442676134,141.89722751100035,130.12751040830727,Noise in D_reported,0.04,0.1,3000,0.04
208.0,28,137.49317793139838,142.0310820304445,147.9307004928286,Noise in D_reported,0.04,0.1,3000,0.04
209.0,29,176.11975520554142,173.46831233062647,167.7396211507014,Noise in D_reported,0.04,0.1,3000,0.04
210.0,30,201.2910996278538,194.784140465796,189.6506095062693,Noise in D_reported,0.04,0.1,3000,0.04
211.0,31,256.31991787436164,225.54932793838609,213.7234882594533,Noise in D_reported,0.04,0.1,3000,0.04
212.0,32,231.56682177825368,234.50003719971025,239.9676598071092,Noise in D_reported,0.04,0.1,3000,0.04
213.0,33,262.6724595887333,264.6365574678275,268.3266382262858,Noise in D_reported,0.04,0.1,3000,0.04
214.0,34,309.6976715357557,294.8154514565841,298.6617424717798,Noise in D_reported,0.04,0.1,3000,0.04
215.0,35,305.12171326960214,318.2356349961377,330.7361256327348,Noise in D_reported,0.04,0.1,3000,0.04
216.0,36,330.55926869567963,349.6588608396296,364.20104197544737,Noise in D_reported,0.04,0.1,3000,0.04
217.0,37,354.99757336450796,379.94767870110917,398.58632747343523,Noise in D_reported,0.04,0.1,3000,0.04
218.0,38,486.0734883710109,419.1399782691397,433.2978056629363,Noise in D_reported,0.04,0.1,3000,0.04
219.0,39,495.3706019692738,449.2924651467489,467.6240313420176,Noise in D_reported,0.04,0.1,3000,0.04
220.0,40,454.30621263361434,475.93958920945295,500.75457374070953,Noise in D_reported,0.04,0.1,3000,0.04
221.0,41,481.6759333186033,503.91798125271345,531.8108991637664,Noise in D_reported,0.04,0.1,3000,0.04
222.0,42,505.96135329562594,527.8133848279969,559.8892262223491,Noise in D_reported,0.04,0.1,3000,0.04
223.0,43,481.0026153286869,550.778300159031,584.1132107259527,Noise in D_reported,0.04,0.1,3000,0.04
224.0,44,511.9459109697618,567.8782601801803,603.6918188297433,Noise in D_reported,0.04,0.1,3000,0.04
225.0,45,560.5022737236493,583.4729206202377,617.9763429867526,Noise in D_reported,0.04,0.1,3000,0.04
226.0,46,684.9047530329829,592.7346149366642,626.5095783323662,Noise in D_reported,0.04,0.1,3000,0.04
227.0,47,709.0439440802934,602.9546841052987,629.0608683035642,Noise in D_reported,0.04,0.1,3000,0.04
228.0,48,644.0739354653577,591.8786602120603,625.6418252043877,Noise in D_reported,0.04,0.1,3000,0.04
229.0,49,643.187278439602,585.3264078783549,616.5009137242414,Noise in D_reported,0.04,0.1,3000,0.04
230.0,50,649.6616586897327,578.1919246251013,602.098139364266,Noise in D_reported,0.04,0.1,3000,0.04
231.0,51,551.9297368851853,553.7740729122664,583.0633960244112,Noise in D_reported,0.04,0.1,3000,0.04
232.0,52,522.8026723367774,535.1749020943156,560.1447224551375,Noise in D_reported,0.04,0.1,3000,0.04
233.0,53,476.7422253057453,511.70841882267683,534.1531183364623,Noise in D_reported,0.04,0.1,3000,0.04
234.0,54,523.5228440609433,488.35559678664697,505.91017313521024,Noise in D_reported,0.04,0.1,3000,0.04
235.0,55,383.9980204053714,456.81912246852784,476.2033539555223,Noise in D_reported,0.04,0.1,3000,0.04
236.0,56,432.93054503911316,433.1108830396229,445.75183345100487,Noise in D_reported,0.04,0.1,3000,0.04
237.0,57,463.0928367636679,403.0696841327272,415.18381685059563,Noise in D_reported,0.04,0.1,3000,0.04
238.0,58,368.3370969085134,375.05024611748456,385.0248952539096,Noise in D_reported,0.04,0.1,3000,0.04
239.0,59,318.239344621264,342.97641395427564,355.6956304247043,Noise in D_reported,0.04,0.1,3000,0.04
240.0,60,331.3468492257463,321.1743698781338,327.5160770097855,Noise in D_reported,0.04,0.1,3000,0.04
241.0,61,289.2270677039167,293.55073017936274,300.7152059189475,Noise in D_reported,0.04,0.1,3000,0.04
242.0,62,283.77381607928453,271.181343907811,275.44291229790093,Noise in D_reported,0.04,0.1,3000,0.04
243.0,63,278.9983592701165,253.90401130561008,251.78302997981154,Noise in D_reported,0.04,0.1,3000,0.04
244.0,64,218.0727283654525,221.38626130889827,229.7662574437791,Noise in D_reported,0.04,0.1,3000,0.04
245.0,65,212.26623281485084,208.58842320089968,209.38201200902768,Noise in D_reported,0.04,0.1,3000,0.04
246.0,66,144.16494531654786,158.46060304667253,190.5888878475616,Noise in D_reported,0.04,0.1,3000,0.04
247.0,67,169.80174103829813,169.47228153848312,173.32351047366862,Noise in D_reported,0.04,0.1,3000,0.04
248.0,68,141.10399680663772,145.33875529251063,157.50778929880468,Noise in D_reported,0.04,0.1,3000,0.04
249.0,69,135.7013998516228,137.3305099211392,143.05468721618854,Noise in D_reported,0.04,0.1,3000,0.04
250.0,70,129.5056800790997,128.86772420264668,129.87268178971502,Noise in D_reported,0.04,0.1,3000,0.04
251.0,71,128.11922800606806,122.87521541570206,117.86911654123831,Noise in D_reported,0.04,0.1,3000,0.04
252.0,72,102.35560644933544,103.21847560259268,106.95264614435655,Noise in D_reported,0.04,0.1,3000,0.04
253.0,73,98.10518028695192,98.47832964956943,97.03494242686612,Noise in D_reported,0.04,0.1,3000,0.04
254.0,74,86.75023490770334,87.35165056272275,88.03184982996937,Noise in D_reported,0.04,0.1,3000,0.04
255.0,75,62.72748005091295,64.08252982835377,79.86406955042912,Noise in D_reported,0.04,0.1,3000,0.04
256.0,76,75.76293974141045,75.87861332126651,72.45752841763351,Noise in D_reported,0.04,0.1,3000,0.04
257.0,77,73.34097228210253,72.62913381792531,65.74353289036662,Noise in D_reported,0.04,0.1,3000,0.04
258.0,78,62.8058143609055,63.09848758078,59.658718307688105,Noise in D_reported,0.04,0.1,3000,0.04
259.0,79,53.66509767027573,54.3502583568729,54.14489476714334,Noise in D_reported,0.04,0.1,3000,0.04
260.0,80,51.12544485661382,51.44840725596898,49.14881104427877,Noise in D_reported,0.04,0.1,3000,0.04
261.0,81,41.8342976683692,42.17189114659598,44.62187516348786,Noise in D_reported,0.04,0.1,3000,0.04
262.0,82,40.55046799206434,40.551777817762606,40.51985519019945,Noise in D_reported,0.04,0.1,3000,0.04
