"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6199926,28331,23506,1201,23002,1515,67864,642,8921
"2",6192145,26345,23055,1274,24603,1664,76260,687,9532
"3",6184167,25237,22115,1296,25470,1821,85238,674,9351
"4",6176205,24497,21203,1279,25658,1976,94528,646,8969
"5",6168373,23882,20431,1244,25409,2124,103882,619,8599
"6",6160723,23297,19782,1205,24935,2260,113142,597,8287
"7",6153274,22713,19215,1167,24361,2386,122230,578,8022
"8",6146026,22129,18693,1131,23753,2501,131113,561,7793
"9",6138973,21551,18196,1099,23144,2606,139776,546,7581
"10",6132113,20979,17717,1068,22543,2703,148221,531,7379
"11",6125440,20417,17248,1039,21956,2790,156454,518,7186
"12",6118951,19867,16789,1011,21381,2871,164476,504,6996
"13",6112640,19326,16341,984,20816,2943,172294,490,6809
"14",6106503,18799,15901,958,20266,3009,179909,478,6627
"15",6100533,18286,15469,932,19727,3069,187328,464,6449
"16",6094731,17783,15049,908,19198,3122,194555,452,6274
"17",6089091,17291,14638,883,18681,3169,201592,440,6103
"18",6083608,16812,14236,859,18176,3211,208444,428,5937
"19",6078280,16343,13842,836,17683,3247,215114,416,5774
"20",6073101,15886,13460,813,17199,3278,221609,404,5614
"21",6068070,15440,13086,790,16727,3304,227928,393,5459
"22",6063181,15005,12720,768,16267,3325,234079,382,5307
"23",6058432,14580,12364,747,15816,3343,240064,372,5159
"24",6053818,14166,12016,726,15377,3356,245886,361,5014
"25",6049336,13763,11677,706,14948,3365,251550,351,4873
"26",6044983,13370,11346,686,14530,3371,257059,341,4736
"27",6040755,12987,11024,667,14120,3373,262419,331,4601
"28",6036651,12615,10709,648,13721,3372,267630,322,4470
"29",6032665,12250,10404,629,13332,3367,272698,313,4343
"30",6028796,11895,10105,612,12954,3360,277624,304,4219
"31",6025039,11550,9813,594,12585,3350,282414,295,4099
"32",6021391,11216,9528,577,12226,3337,287070,287,3980
"33",6017851,10889,9253,560,11874,3322,291596,278,3864
"34",6014414,10571,8985,544,11532,3305,295994,270,3753
"35",6011079,10262,8723,528,11200,3285,300269,262,3645
"36",6007842,9960,8469,513,10876,3264,304423,255,3538
"37",6004700,9666,8221,498,10561,3240,308458,247,3435
"38",6001653,9381,7980,484,10254,3215,312379,240,3334
"39",5998695,9104,7745,469,9955,3188,316189,233,3236
"40",5995826,8833,7517,456,9663,3160,319889,226,3141
"41",5993043,8571,7295,442,9379,3131,323484,220,3049
"42",5990342,8316,7079,429,9103,3100,326975,213,2958
"43",5987722,8069,6868,417,8836,3068,330365,207,2871
"44",5985180,7828,6664,404,8575,3036,333658,201,2786
"45",5982715,7594,6466,392,8321,3002,336855,195,2703
"46",5980323,7368,6273,380,8073,2967,339961,189,2623
"47",5978004,7146,6087,369,7833,2932,342975,183,2544
"48",5975754,6932,5904,358,7601,2896,345900,178,2468
"49",5973573,6723,5727,347,7374,2859,348741,172,2395
"50",5971458,6520,5556,337,7154,2822,351499,167,2323
"51",5969407,6323,5388,327,6941,2784,354176,162,2253
"52",5967418,6131,5226,317,6734,2745,356774,158,2186
"53",5965489,5945,5068,308,6531,2707,359297,153,2120
"54",5963619,5766,4915,298,6334,2668,361746,148,2055
"55",5961806,5590,4766,289,6144,2629,364121,143,1994
"56",5960047,5421,4620,280,5959,2589,366427,139,1934
"57",5958343,5257,4481,272,5777,2550,368666,135,1874
"58",5956691,5096,4345,264,5602,2510,370837,131,1817
"59",5955089,4941,4213,256,5433,2470,372943,127,1762
"60",5953536,4790,4085,248,5268,2431,374987,123,1709
"61",5952032,4643,3961,241,5107,2391,376970,119,1656
"62",5950572,4502,3839,233,4953,2351,378894,116,1607
"63",5949158,4364,3722,226,4802,2311,380762,112,1557
"64",5947787,4230,3609,219,4656,2272,382572,109,1509
"65",5946459,4100,3498,212,4514,2233,384329,105,1464
"66",5945171,3974,3391,206,4377,2194,386033,102,1419
"67",5943923,3852,3287,199,4243,2155,387686,99,1375
"68",5942713,3733,3186,193,4113,2117,389290,96,1333
"69",5941541,3619,3088,187,3987,2078,390845,93,1292
"70",5940404,3508,2993,182,3864,2040,392354,90,1252
"71",5939303,3400,2901,176,3745,2002,393818,87,1214
