b1	r1
0.524	0.071
0.524	0.071
0.524	0.071
0.524	0.071
0.524	0.071
0.524	0.071
0.524	0.071
0.529	0.072
0.528	0.072
0.527	0.072
0.527	0.072
0.527	0.072
0.527	0.072
0.543	0.065
0.543	0.065
0.543	0.065
0.543	0.065
0.543	0.065
0.536	0.067
0.536	0.067
0.536	0.067
0.536	0.067
0.512	0.071
0.512	0.071
0.562	0.069
0.562	0.069
0.562	0.069
0.562	0.069
0.562	0.069
0.549	0.073
0.536	0.071
0.536	0.071
0.536	0.071
0.536	0.071
0.536	0.07
0.536	0.07
0.56	0.067
0.56	0.067
0.56	0.067
0.56	0.067
0.56	0.067
0.56	0.067
0.556	0.066
0.556	0.066
0.556	0.066
0.556	0.066
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.543	0.068
0.533	0.07
0.533	0.07
0.533	0.07
0.533	0.07
0.549	0.068
0.525	0.073
0.525	0.073
0.525	0.073
0.525	0.073
0.525	0.073
0.525	0.073
0.525	0.073
0.529	0.07
0.529	0.07
0.529	0.07
0.529	0.07
0.529	0.07
0.529	0.07
0.529	0.07
0.544	0.069
0.544	0.069
0.535	0.068
0.535	0.068
0.531	0.073
0.526	0.07
0.526	0.07
0.544	0.065
0.544	0.065
0.544	0.065
0.538	0.071
0.531	0.069
0.546	0.067
0.546	0.067
0.531	0.068
0.529	0.07
0.529	0.07
0.529	0.07
0.529	0.07
0.549	0.072
0.549	0.072
0.529	0.069
0.54	0.071
0.54	0.071
0.521	0.07
0.521	0.07
0.521	0.07
0.521	0.07
0.535	0.07
0.535	0.07
0.535	0.07
0.555	0.066
0.555	0.066
0.529	0.07
0.529	0.07
0.546	0.069
0.537	0.069
0.528	0.07
0.547	0.069
0.551	0.069
0.555	0.067
0.555	0.067
0.555	0.067
0.527	0.069
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.553	0.068
0.526	0.067
0.526	0.067
0.546	0.065
0.546	0.065
0.544	0.069
0.544	0.069
0.544	0.069
0.544	0.069
0.544	0.069
0.534	0.071
0.534	0.071
0.534	0.071
0.534	0.071
0.534	0.071
0.534	0.071
0.557	0.068
0.548	0.069
0.548	0.069
0.548	0.069
0.548	0.069
0.548	0.069
0.548	0.069
0.543	0.07
0.543	0.07
0.543	0.07
0.522	0.07
0.522	0.07
0.55	0.066
0.55	0.066
0.569	0.065
0.569	0.065
0.533	0.072
0.53	0.073
0.53	0.073
0.53	0.073
0.53	0.073
0.524	0.069
0.524	0.069
0.56	0.066
0.56	0.066
0.56	0.066
0.56	0.066
0.56	0.066
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.533	0.071
0.543	0.069
0.543	0.069
0.543	0.069
0.543	0.069
0.543	0.069
0.547	0.07
0.547	0.07
0.547	0.07
0.547	0.07
0.547	0.07
0.551	0.071
0.551	0.071
0.551	0.071
0.551	0.071
0.551	0.071
0.537	0.067
0.537	0.067
0.537	0.067
0.537	0.067
0.537	0.067
0.537	0.067
0.537	0.067
0.537	0.067
0.537	0.067
