"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6200963,27294,23506,1343,22861,1515,67863,784,8780
"2",6194269,24577,22697,1494,24361,1688,76260,838,9382
"3",6187451,22921,21302,1539,25021,1881,85230,809,9059
"4",6180729,21740,19944,1511,24895,2075,94452,759,8502
"5",6174223,20748,18770,1449,24272,2257,103625,711,7960
"6",6167986,19831,17763,1377,23394,2424,112569,669,7492
"7",6162030,18949,16879,1305,22417,2572,121193,633,7090
"8",6156351,18093,16075,1239,21424,2705,129458,601,6736
"9",6150939,17266,15325,1179,20453,2821,137362,573,6416
"10",6145781,16471,14615,1121,19518,2923,144916,546,6117
"11",6140864,15709,13939,1069,18621,3013,152131,521,5834
"12",6136177,14978,13297,1019,17763,3090,159020,497,5563
"13",6131710,14280,12681,971,16944,3157,165601,473,5307
"14",6127453,13613,12092,926,16163,3214,171884,452,5061
"15",6123395,12977,11528,883,15418,3261,177883,431,4828
"16",6119528,12368,10991,842,14703,3300,183612,411,4601
"17",6115843,11789,10476,803,14019,3330,189084,392,4387
"18",6112332,11235,9987,766,13366,3353,194307,373,4181
"19",6108986,10706,9519,730,12744,3369,199291,356,3986
"20",6105799,10202,9072,696,12150,3378,204048,339,3800
"21",6102762,9721,8645,663,11581,3381,208590,323,3621
"22",6099869,9262,8239,632,11039,3379,212925,308,3450
"23",6097112,8824,7850,603,10521,3372,217062,294,3289
"24",6094487,8407,7480,574,10027,3360,221011,280,3134
"25",6091986,8008,7127,547,9555,3344,224778,267,2986
"26",6089604,7629,6790,521,9105,3324,228373,254,2845
"27",6087336,7267,6468,497,8676,3300,231803,242,2711
"28",6085176,6921,6162,473,8265,3272,235076,231,2581
"29",6083118,6593,5869,451,7874,3242,238198,219,2460
"30",6081159,6279,5590,429,7502,3209,241177,209,2343
"31",6079293,5980,5325,409,7146,3174,244019,199,2231
"32",6077515,5695,5071,390,6807,3136,246731,190,2126
"33",6075823,5424,4829,371,6484,3097,249317,181,2024
"34",6074212,5165,4599,353,6175,3055,251785,172,1928
"35",6072678,4918,4381,336,5882,3012,254137,164,1836
"36",6071217,4683,4172,320,5602,2968,256382,156,1749
"37",6069826,4460,3972,305,5336,2922,258523,149,1665
"38",6068501,4247,3783,290,5081,2876,260566,141,1585
"39",6067241,4043,3603,277,4840,2829,262513,135,1510
"40",6066040,3849,3431,264,4608,2781,264372,129,1438
"41",6064897,3665,3267,251,4389,2732,266145,122,1370
"42",6063809,3490,3110,239,4180,2683,267835,116,1304
"43",6062773,3323,2961,228,3979,2633,269449,111,1241
"44",6061786,3163,2820,217,3789,2583,270987,105,1182
"45",6060847,3012,2685,206,3607,2533,272455,100,1125
"46",6059953,2868,2556,197,3435,2483,273854,96,1072
"47",6059101,2730,2433,187,3271,2433,275189,91,1020
"48",6058291,2599,2317,178,3115,2383,276462,87,971
"49",6057520,2474,2206,169,2965,2333,277677,83,925
"50",6056786,2355,2100,161,2823,2284,278836,78,881
