"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6201188,27071,23504,1362,22842,1515,67863,804,8760
"2",6194732,24192,22619,1524,24326,1691,76260,859,9361
"3",6188165,22418,21127,1571,24946,1889,85230,826,9008
"4",6181709,21144,19671,1539,24758,2087,94437,772,8414
"5",6175483,20079,18409,1470,24055,2274,103575,718,7834
"6",6169540,19099,17329,1391,23091,2443,112452,673,7331
"7",6163891,18162,16381,1313,22030,2593,120976,633,6901
"8",6158528,17262,15521,1240,20958,2726,129111,598,6524
"9",6153442,16396,14725,1172,19913,2842,136856,567,6181
"10",6148617,15568,13975,1111,18910,2942,144221,538,5864
"11",6144041,14776,13267,1053,17956,3029,151223,510,5566
"12",6139699,14023,12594,999,17048,3104,157878,485,5284
"13",6135580,13306,11955,948,16184,3167,164205,460,5015
"14",6131673,12624,11347,900,15364,3219,170218,437,4760
"15",6127966,11978,10765,854,14586,3262,175933,415,4519
"16",6124451,11363,10215,810,13843,3296,181367,393,4287
"17",6121117,10779,9691,769,13138,3321,186530,373,4069
"18",6117955,10224,9195,730,12468,3338,191436,354,3860
"19",6114956,9697,8721,692,11831,3349,196099,336,3663
"20",6112112,9198,8273,656,11224,3352,200529,318,3473
"21",6109416,8722,7849,623,10649,3350,204737,302,3294
"22",6106859,8272,7444,591,10103,3342,208735,287,3126
"23",6104434,7844,7060,560,9583,3329,212534,272,2964
"24",6102135,7438,6695,532,9090,3312,216143,258,2812
"25",6099956,7052,6349,505,8622,3290,219572,245,2666
"26",6097889,6687,6020,478,8177,3264,222828,232,2529
"27",6095930,6340,5709,454,7756,3235,225922,220,2398
"28",6094073,6011,5413,430,7356,3203,228859,209,2273
"29",6092313,5699,5133,408,6974,3168,231651,198,2155
"30",6090644,5403,4866,387,6614,3130,234302,187,2044
"31",6089062,5121,4614,367,6271,3090,236820,178,1938
"32",6087562,4855,4373,348,5947,3049,239212,169,1838
"33",6086140,4602,4146,330,5638,3005,241484,160,1742
"34",6084793,4362,3931,312,5344,2960,243642,151,1651
