"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6200999,27259,23505,1331,22872,1515,67863,773,8791
"2",6194343,24515,22686,1477,24378,1686,76260,826,9393
"3",6187563,22842,21275,1519,25039,1876,85230,798,9067
"4",6180885,21643,19902,1490,24906,2067,94452,748,8502
"5",6174425,20640,18713,1428,24270,2247,103623,700,7953
"6",6168235,19713,17693,1355,23380,2410,112559,658,7478
"7",6162330,18821,16797,1284,22388,2556,121169,622,7070
"8",6156703,17957,15985,1218,21380,2685,129417,591,6712
"9",6151345,17123,15227,1157,20396,2798,137299,562,6388
"10",6146242,16323,14510,1101,19448,2897,144824,535,6085
"11",6141381,15555,13830,1048,18540,2984,152006,510,5798
"12",6136752,14820,13182,998,17673,3060,158860,486,5527
"13",6132343,14119,12562,951,16846,3124,165401,464,5267
"14",6128143,13450,11968,906,16057,3178,171642,442,5020
"15",6124143,12813,11402,863,15303,3223,177597,421,4782
"16",6120335,12201,10864,823,14582,3260,183279,401,4556
"17",6116708,11621,10348,784,13896,3288,188700,382,4342
"18",6113255,11067,9856,747,13239,3310,193872,364,4135
"19",6109967,10538,9387,711,12612,3324,198805,347,3939
"20",6106837,10036,8939,677,12014,3331,203510,330,3751
"21",6103857,9555,8514,645,11442,3333,207999,314,3572
"22",6101021,9096,8107,614,10899,3330,212278,299,3402
"23",6098321,8659,7720,586,10380,3321,216359,285,3239
"24",6095751,8243,7349,558,9886,3308,220251,271,3085
"25",6093304,7847,6996,531,9414,3291,223963,258,2937
"26",6090976,7469,6661,505,8962,3269,227502,246,2796
"27",6088761,7109,6340,481,8534,3244,230876,234,2662
"28",6086652,6767,6035,458,8124,3216,234093,223,2533
"29",6084646,6439,5745,436,7734,3185,237159,212,2411
"30",6082737,6128,5468,415,7363,3152,240083,202,2296
"31",6080919,5833,5204,395,7009,3116,242870,192,2185
"32",6079189,5552,4952,376,6672,3078,245527,183,2080
"33",6077543,5283,4713,358,6349,3038,248060,174,1979
"34",6075977,5027,4486,340,6044,2996,250474,166,1884
"35",6074488,4783,4269,324,5752,2953,252775,158,1793
"36",6073071,4550,4063,308,5475,2909,254969,150,1706
"37",6071722,4330,3866,294,5210,2863,257060,143,1623
"38",6070439,4121,3678,279,4959,2816,259053,136,1545
"39",6069218,3921,3500,266,4718,2769,260954,129,1470
"40",6068056,3730,3330,253,4491,2721,262764,123,1399
"41",6066951,3550,3167,241,4273,2673,264491,117,1331
"42",6065900,3377,3014,229,4066,2624,266136,111,1266
"43",6064899,3213,2868,218,3868,2575,267704,106,1205
"44",6063948,3056,2729,207,3681,2525,269199,101,1146
"45",6063043,2908,2596,197,3503,2475,270624,96,1091
"46",6062182,2766,2470,188,3332,2426,271982,91,1037
"47",6061362,2632,2350,178,3171,2376,273276,87,987
"48",6060583,2503,2236,170,3017,2327,274510,83,939
"49",6059841,2381,2127,162,2870,2277,275687,79,894
"50",6059136,2265,2024,154,2730,2228,276808,75,850
"51",6058465,2155,1925,146,2598,2180,277876,71,809
"52",6057827,2050,1831,139,2471,2131,278895,68,769
"53",6057220,1950,1742,132,2351,2083,279866,64,732
"54",6056643,1855,1657,126,2236,2036,280792,61,696
"55",6056094,1764,1577,120,2127,1989,281675,58,662
"56",6055572,1678,1499,114,2024,1943,282516,55,630
"57",6055075,1596,1426,108,1925,1897,283317,53,599
"58",6054602,1518,1356,103,1832,1852,284081,50,570
"59",6054153,1445,1290,98,1742,1807,284810,48,542
"60",6053725,1374,1227,93,1656,1764,285505,45,515
"61",6053319,1307,1167,89,1576,1720,286167,43,491
"62",6052932,1243,1110,84,1499,1678,286799,41,467
"63",6052564,1182,1056,80,1426,1636,287401,39,444
"64",6052214,1125,1005,76,1356,1595,287975,37,422
"65",6051881,1070,956,73,1290,1554,288522,35,401
"66",6051565,1017,909,69,1227,1514,289044,34,382
"67",6051264,967,864,66,1167,1475,289541,32,363
"68",6050977,920,822,62,1110,1437,290015,30,345
"69",6050705,875,782,59,1056,1400,290467,29,329
"70",6050446,832,744,57,1005,1363,290899,28,313
"71",6050200,792,708,54,956,1327,291310,26,297
"72",6049965,753,673,51,909,1292,291702,25,283
"73",6049743,716,640,49,864,1257,292077,24,269
