"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6201826,26431,23506,1467,22738,1515,67862,909,8655
"2",6196042,23101,22400,1689,24147,1709,76258,972,9249
"3",6190180,20997,20626,1750,24633,1933,85225,926,8813
"4",6184464,19472,18899,1707,24254,2161,94387,852,8116
"5",6179009,18213,17395,1615,23327,2373,103412,781,7437
"6",6173866,17076,16113,1508,22127,2563,112092,719,6844
"7",6169043,16011,14996,1403,20836,2729,120328,666,6340
"8",6164529,15003,13997,1305,19553,2872,128086,620,5900
"9",6160307,14052,13086,1216,18316,2994,135375,578,5507
"10",6156358,13155,12241,1135,17149,3096,142210,541,5149
"11",6152666,12311,11454,1060,16053,3183,148618,506,4817
"12",6149213,11518,10720,991,15025,3253,154624,473,4507
"13",6145984,10775,10032,927,14060,3310,160256,443,4217
"14",6142962,10081,9386,868,13160,3354,165534,414,3947
"15",6140137,9430,8782,811,12314,3387,170483,388,3693
"16",6137494,8821,8215,759,11524,3410,175122,363,3455
"17",6135023,8251,7686,710,10782,3422,179471,340,3232
"18",6132712,7717,7189,664,10088,3427,183548,317,3024
"19",6130550,7218,6724,622,9437,3423,187370,297,2828
"20",6128529,6750,6290,582,8829,3413,190953,278,2646
"21",6126638,6314,5882,544,8259,3396,194311,260,2475
"22",6124871,5903,5502,509,7727,3374,197460,243,2315
"23",6123218,5521,5146,476,7228,3346,200412,227,2165
"24",6121672,5163,4812,445,6760,3314,203179,213,2025
"25",6120227,4828,4500,416,6322,3277,205774,199,1893
"26",6118875,4514,4209,389,5913,3238,208207,186,1771
"27",6117613,4221,3935,364,5530,3195,210488,174,1656
"28",6116431,3947,3680,340,5171,3149,212627,163,1548
"29",6115326,3691,3440,318,4836,3101,214633,152,1448
"30",6114294,3450,3217,297,4522,3050,216514,142,1354
"31",6113329,3226,3008,278,4229,2998,218277,133,1266
"32",6112426,3016,2813,260,3955,2945,219931,124,1184
"33",6111582,2819,2630,243,3698,2890,221482,116,1107
"34",6110793,2636,2458,227,3458,2834,222938,109,1035
"35",6110056,2465,2298,213,3233,2777,224303,102,967
"36",6109367,2304,2149,199,3022,2720,225584,95,904
"37",6108723,2154,2009,186,2826,2663,226785,89,846
"38",6108121,2013,1878,174,2642,2605,227912,83,791
"39",6107557,1882,1756,162,2470,2547,228970,78,739
"40",6107031,1760,1641,152,2309,2489,229963,72,691
"41",6106539,1645,1535,142,2159,2432,230894,68,646
"42",6106079,1538,1434,133,2018,2374,231769,63,604
"43",6105649,1438,1341,124,1886,2317,232590,59,564
"44",6105247,1344,1254,116,1764,2261,233360,55,528
"45",6104871,1256,1172,109,1649,2205,234084,52,493
"46",6104520,1175,1096,101,1541,2149,234763,48,461
"47",6104191,1098,1024,95,1441,2094,235401,45,431
"48",6103884,1026,958,89,1347,2040,236001,42,403
