"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6216169,45698,31165,536,21817,355,29604,304,10481
"2",6199723,46388,33371,644,27462,432,37324,382,13169
"3",6180874,49241,34857,724,32091,525,47031,409,14100
"4",6160177,52959,36681,781,35753,628,58365,427,14728
"5",6137850,57025,38994,831,38923,737,70984,449,15499
"6",6113917,61294,41704,883,41978,851,84717,477,16477
"7",6088311,65767,44704,942,45127,970,99524,511,17622
"8",6060927,70472,47945,1007,48456,1095,115442,547,18890
"9",6031667,75430,51401,1078,52008,1226,132533,587,20259
"10",6000422,80665,55062,1156,55795,1365,150879,629,21720
"11",5967087,86185,58938,1238,59821,1513,170563,673,23267
"12",5931566,91983,63036,1325,64097,1669,191669,720,24904
"13",5893754,98075,67348,1417,68631,1834,214284,770,26637
"14",5853560,104450,71884,1515,73427,2009,238498,823,28460
"15",5810889,111104,76648,1618,78481,2195,264408,878,30374
"16",5765660,118022,81634,1727,83809,2391,292101,936,32390
"17",5717792,125194,86837,1840,89405,2599,321676,996,34496
"18",5667220,132595,92255,1959,95269,2819,353228,1060,36694
"19",5613889,140202,97867,2083,101403,3051,386849,1126,38986
"20",5557750,147995,103665,2211,107790,3297,422636,1194,41354
"21",5498783,155928,109627,2345,114429,3556,460676,1264,43807
"22",5436974,163971,115730,2482,121299,3828,501061,1337,46327
"23",5372336,172066,121956,2623,128378,4114,543870,1411,48905
"24",5304909,180164,128261,2768,135649,4414,589179,1487,51538
"25",5234744,188204,134620,2916,143074,4728,637058,1563,54202
"26",5161929,196122,140984,3065,150629,5057,687559,1640,56893
"27",5086571,203851,147315,3215,158269,5399,740723,1718,59580
"28",5008806,211323,153557,3365,165948,5755,796589,1795,62256
"29",4928803,218456,159663,3515,173617,6124,855167,1870,64895
"30",4846757,225169,165578,3661,181224,6506,916449,1944,67473
"31",4762873,231409,171231,3806,188708,6900,980417,2017,69974
"32",4677401,237083,176579,3945,195996,7304,1047035,2086,72363
"33",4590610,242121,181558,4078,203037,7718,1116223,2150,74626
"34",4502773,246468,186107,4203,209755,8140,1187897,2211,76729
"35",4414192,250057,190183,4320,216075,8570,1261946,2267,78649
"36",4325169,252855,193717,4427,221943,9004,1338229,2317,80374
"37",4236022,254815,196678,4522,227279,9442,1416587,2360,81867
"38",4147068,255901,199033,4605,232023,9881,1496834,2396,83116
"39",4058620,256108,200739,4675,236127,10319,1578756,2425,84110
"40",3970979,255434,201776,4730,239531,10754,1662140,2446,84831
"41",3884436,253895,202133,4770,242202,11184,1746725,2459,85266
"42",3799274,251508,201796,4795,244105,11606,1832261,2464,85421
"43",3715747,248307,200788,4803,245205,12018,1918475,2461,85275
"44",3634091,244340,199112,4795,245501,12419,2005086,2449,84850
"45",3554518,239660,196795,4772,244990,12804,2091806,2430,84141
"46",3477209,234327,193871,4733,243677,13172,2178354,2402,83163
"47",3402321,228416,190376,4680,241581,13521,2264448,2367,81927
"48",3329985,221985,186370,4611,238724,13851,2349818,2326,80448
"49",3260310,215112,181887,4530,235161,14157,2434187,2278,78752
"50",3193368,207875,176984,4436,230934,14440,2517306,2223,76860
"51",3129212,200349,171717,4331,226086,14698,2598951,2164,74786
"52",3067875,192599,166144,4215,220680,14930,2678899,2100,72559
"53",3009363,184696,160320,4093,214789,15135,2756948,2033,70206
"54",2953665,176708,154302,3962,208464,15313,2832931,1963,67742
"55",2900750,168690,148150,3825,201777,15463,2906689,1890,65195
"56",2850572,160698,141907,3684,194794,15585,2978104,1816,62597
"57",2803080,152776,135624,3540,187581,15679,3047065,1740,59958
"58",2758201,144971,129338,3393,180202,15746,3113492,1663,57305
"59",2715859,137322,123094,3244,172713,15787,3177325,1587,54649
"60",2675971,129858,116929,3096,165161,15802,3238527,1511,52006
"61",2638444,122604,110871,2948,157608,15791,3297077,1436,49403
"62",2603183,115590,104940,2803,150105,15756,3352967,1362,46845
"63",2570090,108825,99170,2659,142682,15697,3406220,1290,44338
"64",2539071,102318,93578,2519,135379,15618,3456861,1220,41898
"65",2510022,96086,88173,2382,128234,15517,3504930,1151,39536
"66",2482846,90127,82971,2249,121266,15397,3550489,1085,37251
"67",2457441,84454,77973,2121,114502,15258,3593595,1022,35053
"68",2433717,79058,73192,1996,107960,15103,3634318,960,32942
"69",2411574,73941,68629,1878,101650,14932,3672741,902,30921
"70",2390924,69094,64286,1764,95591,14747,3708938,846,28993
"71",2371679,64513,60162,1655,89787,14550,3742999,793,27157
"72",2353754,60191,56251,1551,84239,14341,3775017,743,25414
"73",2337070,56121,52549,1453,78952,14121,3805078,695,23762
"74",2321545,52294,49055,1359,73924,13893,3833274,649,22197
"75",2307109,48699,45759,1270,69154,13656,3859698,606,20722
"76",2293688,45326,42659,1186,64637,13413,3884436,566,19328
"77",2281219,42164,39743,1107,60369,13164,3907579,527,18019
"78",2269635,39209,37001,1033,56340,12909,3929216,492,16788
"79",2258882,36442,34435,962,52542,12651,3949429,458,15629
"80",2248899,33861,32028,896,48970,12390,3968301,426,14546
"81",2239637,31446,29779,835,45611,12126,3985909,397,13528
"82",2231043,29196,27676,777,42460,11861,4002331,369,12578
"83",2223071,27100,25712,722,39508,11595,4017635,343,11689
"84",2215679,25147,23878,672,36744,11329,4031894,319,10859
"85",2208826,23330,22168,624,34158,11063,4045174,296,10085
"86",2202474,21636,20575,580,31743,10799,4057537,275,9364
"87",2196587,20063,19089,539,29487,10536,4069044,256,8690
"88",2191130,18602,17708,500,27381,10274,4079749,237,8062
"89",2186076,17242,16422,464,25419,10015,4089705,220,7480
"90",2181392,15981,15228,431,23590,9759,4098964,204,6936
"91",2177053,14809,14118,400,21886,9505,4107573,189,6431
"92",2173034,13721,13085,371,20302,9255,4115575,176,5964
"93",2169312,12712,12128,344,18827,9009,4123013,163,5526
"94",2165864,11776,11239,319,17456,8765,4129924,151,5121
"95",2162671,10909,10413,296,16183,8526,4136345,140,4747
"96",2159715,10103,9647,274,15001,8291,4142312,130,4399
"97",2156977,9357,8937,254,13902,8061,4147856,120,4074
"98",2154440,8667,8278,235,12883,7834,4153006,111,3774
"99",2152092,8027,7668,218,11937,7612,4157791,103,3496
"100",2149918,7433,7102,202,11058,7395,4162237,96,3238
"101",2147905,6883,6577,187,10244,7182,4166366,89,3000
"102",2146041,6374,6090,174,9490,6974,4170202,82,2778
"103",2144314,5902,5640,161,8789,6770,4173767,76,2572
"104",2142715,5466,5223,149,8139,6571,4177080,70,2381
"105",2141235,5061,4837,138,7538,6377,4180157,65,2206
"106",2139864,4687,4480,128,6981,6188,4183017,60,2042
"107",2138595,4339,4149,119,6466,6003,4185674,56,1892
"108",2137420,4018,3840,110,5988,5822,4188145,52,1752
"109",2136332,3721,3556,102,5545,5646,4190442,48,1621
"110",2135324,3446,3293,94,5134,5475,4192577,44,1502
"111",2134391,3191,3050,87,4754,5308,4194563,41,1390
"112",2133526,2955,2824,81,4403,5146,4196409,38,1288
"113",2132726,2737,2615,75,4077,4988,4198126,35,1192
"114",2131984,2534,2422,69,3776,4834,4199724,33,1105
"115",2131298,2348,2243,64,3497,4685,4201211,30,1023
"116",2130662,2174,2077,60,3237,4539,4202595,28,947
"117",2130072,2014,1924,55,2998,4398,4203883,26,877
"118",2129526,1865,1782,51,2776,4260,4205083,24,812
"119",2129020,1728,1650,47,2571,4127,4206200,22,752
"120",2128552,1601,1528,44,2382,3997,4207240,21,697
