sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-04-17,2020-07-19,76,0.875,0.45,0.225,0.93125,2020-07-20,1,0,0,0,1,2020-10-04,0,0,0,0,0
2020-04-17,2020-07-19,76,0.775,0.65,0.125,0.95625,2020-07-20,1,0,0,0,2,2020-10-04,0,0,0,0,0
2020-04-17,2020-07-19,76,0.725,0.75,0.275,0.94375,2020-07-20,1,0,0,0,3,2020-10-04,0,0,0,0,0
2020-04-17,2020-07-19,76,0.825,0.55,0.175,0.96875,2020-07-20,1,0,0,0,4,2020-10-04,0,0,0,0,0
2020-04-17,2020-07-19,76,0.8125,0.425,0.2875,0.934375,2020-07-20,1,0.222728570459829,0.142551829524613,0.156487084227938,5,2020-10-04,-166.52854459062,1.43130477326284,0.738418483720818,0,0.530815267640172
