,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
0,27003,smoothed_wcli,2020-04-06,2020-09-03,150,0.7954278,0.5194593,145.2529,county,fb-survey
1,27037,smoothed_wcli,2020-04-06,2020-09-03,150,1.6953456,0.9647909,177.7029,county,fb-survey
2,27053,smoothed_wcli,2020-04-06,2020-09-03,150,0.3713434,0.3011949,528.6199,county,fb-survey
3,27123,smoothed_wcli,2020-04-06,2020-09-03,150,1.8933101,0.9724701,247.2914,county,fb-survey
4,27163,smoothed_wcli,2020-04-06,2020-09-03,150,0.4910686,0.5111078,119.7929,county,fb-survey
5,27003,smoothed_wcli,2020-04-07,2020-09-03,149,0.8996273,0.3362404,554.2829,county,fb-survey
6,27019,smoothed_wcli,2020-04-07,2020-09-03,149,0.522696,0.5844068,141.7664,county,fb-survey
7,27037,smoothed_wcli,2020-04-07,2020-09-03,149,1.3297077,0.5997772,625.9785,county,fb-survey
8,27053,smoothed_wcli,2020-04-07,2020-09-03,149,0.6066602,0.1914166,1839.8268,county,fb-survey
9,27123,smoothed_wcli,2020-04-07,2020-09-03,149,1.7203201,0.8560828,775.4862,county,fb-survey
10,27139,smoothed_wcli,2020-04-07,2020-09-03,149,0.1136586,0.2230491,181.0211,county,fb-survey
11,27141,smoothed_wcli,2020-04-07,2020-09-03,149,1.2342082,0.6038881,145.8019,county,fb-survey
12,27145,smoothed_wcli,2020-04-07,2020-09-03,149,1.7339919,0.8533463,190.5661,county,fb-survey
13,27163,smoothed_wcli,2020-04-07,2020-09-03,149,0.8040013,0.3394651,423.3554,county,fb-survey
14,27171,smoothed_wcli,2020-04-07,2020-09-03,149,0.8064014,0.4146562,179.3526,county,fb-survey
15,27003,smoothed_wcli,2020-04-08,2020-09-03,148,0.7048234,0.2711871,928.0847,county,fb-survey
16,27019,smoothed_wcli,2020-04-08,2020-09-03,148,0.8774598,0.4959774,235.0915,county,fb-survey
17,27025,smoothed_wcli,2020-04-08,2020-09-03,148,0.8348526,0.5072242,127.1744,county,fb-survey
18,27037,smoothed_wcli,2020-04-08,2020-09-03,148,1.1844947,0.5137698,1049.7253,county,fb-survey
19,27049,smoothed_wcli,2020-04-08,2020-09-03,148,0.1994656,0.3047123,108.4426,county,fb-survey
20,27053,smoothed_wcli,2020-04-08,2020-09-03,148,0.5109927,0.1376367,3141.952,county,fb-survey
21,27123,smoothed_wcli,2020-04-08,2020-09-03,148,1.2127879,0.4975359,1321.6155,county,fb-survey
22,27131,smoothed_wcli,2020-04-08,2020-09-03,148,0.7124823,0.4266482,163.8639,county,fb-survey
23,27139,smoothed_wcli,2020-04-08,2020-09-03,148,0.0585349,0.1287981,328.1315,county,fb-survey
24,27141,smoothed_wcli,2020-04-08,2020-09-03,148,0.7977897,0.3640459,246.6288,county,fb-survey
