"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3684916,18103,16372,1304,16629,2261,117898,790,6045
"2",3680860,15916,15496,1460,17191,2403,124157,823,6296
"3",3676812,14476,14248,1492,17221,2566,130669,778,5959
"4",3672900,13397,13044,1445,16761,2729,137208,716,5479
"5",3669192,12485,11993,1361,15997,2878,143576,655,5015
"6",3665714,11658,11084,1268,15092,3009,149658,603,4611
"7",3662464,10888,10285,1176,14152,3120,155399,557,4263
"8",3659434,10163,9567,1091,13227,3212,160789,517,3956
"9",3656612,9480,8912,1014,12345,3287,165833,481,3679
"10",3653983,8839,8308,943,11514,3346,170549,448,3426
"11",3651534,8240,7744,878,10739,3392,174956,417,3195
"12",3649252,7680,7218,818,10015,3425,179075,389,2978
"13",3647126,7158,6728,763,9338,3447,182924,363,2776
"14",3645145,6671,6270,711,8705,3459,186522,338,2587
"15",3643300,6215,5845,662,8115,3462,189883,315,2411
"16",3641580,5792,5447,617,7564,3457,193026,294,2248
"17",3639978,5396,5076,575,7051,3445,195961,274,2095
"18",3638486,5028,4729,536,6572,3426,198706,255,1952
"19",3637096,4684,4407,500,6124,3402,201270,238,1818
"20",3635801,4364,4107,465,5706,3372,203668,221,1695
"21",3634594,4065,3826,434,5318,3337,205909,206,1579
"22",3633471,3787,3565,404,4955,3298,208004,192,1471
"23",3632424,3528,3320,377,4617,3255,209961,179,1371
"24",3631450,3286,3093,351,4301,3210,211792,167,1277
"25",3630542,3061,2881,327,4008,3161,213503,156,1190
"26",3629696,2851,2684,305,3733,3110,215103,145,1107
"27",3628909,2656,2500,284,3479,3058,216599,135,1032
"28",3628175,2473,2329,264,3241,3003,217998,126,961
"29",3627492,2303,2170,246,3019,2947,219306,117,896
"30",3626856,2145,2021,229,2812,2890,220530,109,834
"31",3626263,1998,1882,214,2619,2832,221675,102,777
"32",3625712,1861,1752,199,2440,2773,222747,95,724
"33",3625198,1733,1632,185,2272,2714,223750,88,674
"34",3624720,1614,1520,172,2116,2654,224687,82,628
"35",3624274,1503,1415,161,1971,2594,225565,76,584
"36",3623859,1400,1318,150,1836,2535,226386,71,544
"37",3623473,1303,1227,139,1709,2475,227155,66,507
"38",3623114,1213,1143,130,1592,2416,227876,62,472
"39",3622779,1130,1064,121,1482,2357,228550,57,440
"40",3622467,1052,991,113,1381,2298,229181,54,409
"41",3622176,980,923,105,1286,2241,229772,50,381
"42",3621906,912,860,98,1197,2184,230327,46,355
"43",3621654,850,800,91,1115,2127,230846,43,331
"44",3621420,791,745,85,1038,2071,231333,40,308
"45",3621201,737,694,79,967,2016,231789,38,287
"46",3620998,686,646,73,901,1962,232216,35,267
"47",3620809,639,602,68,838,1909,232618,32,249
"48",3620632,595,561,64,781,1857,232994,30,231
"49",3620468,554,522,59,727,1806,233347,28,216
"50",3620316,516,486,55,677,1755,233679,26,201
"51",3620174,480,452,51,630,1706,233990,24,187
"52",3620041,447,421,48,587,1658,234282,23,174
"53",3619918,416,392,44,546,1610,234556,21,162
"54",3619803,387,365,41,509,1564,234814,20,151
"55",3619696,361,340,39,474,1519,235055,18,140
"56",3619596,336,316,36,441,1475,235283,17,131
"57",3619504,313,294,34,411,1431,235496,16,122
"58",3619417,291,274,31,382,1389,235697,15,113
"59",3619337,271,256,29,356,1348,235886,14,105
"60",3619262,253,238,27,331,1308,236064,13,98
"61",3619192,235,222,25,309,1269,236231,12,92
"62",3619128,219,206,23,287,1231,236389,11,85
"63",3619067,204,192,22,268,1194,236537,10,79
"64",3619011,190,179,20,249,1158,236676,10,74
"65",3618959,177,166,19,232,1122,236808,9,69
"66",3618910,165,155,18,216,1088,236932,8,64
"67",3618864,153,144,16,201,1055,237049,8,60
"68",3618822,143,134,15,187,1022,237159,7,56
"69",3618783,133,125,14,174,991,237263,7,52
"70",3618746,124,117,13,162,960,237361,6,48
"71",3618712,115,109,12,151,930,237453,6,45
"72",3618680,107,101,12,141,901,237541,5,42
"73",3618650,100,94,11,131,873,237623,5,39
"74",3618623,93,88,10,122,846,237701,5,36
"75",3618597,87,82,9,114,820,237775,4,34
"76",3618573,81,76,9,106,794,237845,4,31
"77",3618551,75,71,8,99,769,237911,4,29
"78",3618530,70,66,7,92,744,237973,4,27
"79",3618511,65,61,7,85,721,238032,3,25
"80",3618493,61,57,6,80,698,238088,3,24
"81",3618476,56,53,6,74,676,238141,3,22
"82",3618461,53,50,6,69,654,238191,3,21
"83",3618446,49,46,5,64,633,238239,2,19
"84",3618433,45,43,5,60,613,238284,2,18
"85",3618420,42,40,5,56,594,238327,2,17
"86",3618409,39,37,4,52,575,238367,2,15
"87",3618398,37,35,4,48,556,238406,2,14
"88",3618387,34,32,4,45,538,238442,2,13
"89",3618378,32,30,3,42,521,238477,2,12
"90",3618369,30,28,3,39,504,238510,2,12
"91",3618361,28,26,3,36,488,238541,1,11
"92",3618353,26,24,3,34,472,238571,1,10
"93",3618346,24,23,3,32,457,238599,1,9
"94",3618340,22,21,2,29,442,238626,1,9
"95",3618333,21,20,2,27,428,238652,1,8
"96",3618328,19,18,2,25,414,238676,1,8
"97",3618322,18,17,2,24,400,238700,1,7
"98",3618317,17,16,2,22,387,238722,1,7
"99",3618313,16,15,2,21,375,238743,1,6
"100",3618308,15,14,2,19,363,238763,1,6
"101",3618304,14,13,1,18,351,238782,1,5
"102",3618301,13,12,1,17,339,238801,1,5
"103",3618297,12,11,1,15,328,238818,1,5
"104",3618294,11,10,1,14,318,238835,1,4
"105",3618291,10,10,1,13,307,238851,1,4
"106",3618288,9,9,1,12,297,238866,0,4
"107",3618286,9,8,1,12,287,238880,0,3
"108",3618283,8,8,1,11,278,238894,0,3
"109",3618281,8,7,1,10,269,238908,0,3
"110",3618279,7,7,1,9,260,238920,0,3
"111",3618277,7,6,1,9,251,238932,0,3
"112",3618275,6,6,1,8,243,238944,0,2
"113",3618273,6,5,1,8,235,238955,0,2
"114",3618272,5,5,1,7,227,238966,0,2
"115",3618270,5,5,1,7,220,238976,0,2
"116",3618269,5,4,1,6,213,238986,0,2
"117",3618267,4,4,0,6,206,238995,0,2
"118",3618266,4,4,0,5,199,239004,0,2
"119",3618265,4,4,0,5,192,239013,0,1
"120",3618264,4,3,0,5,186,239021,0,1
