"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3684929,18089,16373,1300,16634,2261,117898,786,6050
"2",3680887,15893,15492,1453,17198,2402,124157,818,6300
"3",3676855,14444,14237,1484,17228,2565,130670,775,5962
"4",3672960,13359,13027,1437,16765,2727,137208,712,5478
"5",3669268,12445,11970,1353,15996,2875,143576,651,5012
"6",3665806,11617,11057,1259,15086,3004,149654,598,4606
"7",3662574,10843,10255,1168,14138,3114,155391,553,4254
"8",3659563,10115,9535,1083,13209,3205,160773,513,3947
"9",3656758,9431,8877,1006,12323,3279,165808,477,3669
"10",3654146,8790,8271,935,11489,3337,170514,444,3416
"11",3651715,8191,7706,870,10710,3382,174909,413,3183
"12",3649451,7631,7180,810,9982,3414,179015,385,2964
"13",3647341,7109,6690,755,9303,3435,182850,359,2763
"14",3645378,6622,6232,703,8670,3446,186432,334,2574
"15",3643549,6168,5805,655,8078,3449,189780,311,2398
"16",3641846,5743,5409,610,7526,3443,192906,290,2233
"17",3640260,5349,5038,568,7012,3429,195827,270,2081
"18",3638784,4980,4693,529,6532,3410,198555,252,1938
"19",3637409,4638,4369,493,6085,3385,201104,235,1806
"20",3636129,4318,4069,459,5668,3354,203485,218,1681
"21",3634937,4021,3789,428,5280,3319,205710,203,1566
"22",3633827,3744,3528,398,4917,3279,207789,189,1458
"23",3632794,3486,3285,371,4579,3236,209732,176,1358
"24",3631832,3245,3059,345,4264,3190,211547,164,1264
"25",3630936,3022,2848,322,3971,3141,213242,153,1177
"26",3630103,2814,2652,300,3698,3090,214827,142,1096
"27",3629327,2619,2469,279,3443,3037,216309,133,1021
"28",3628605,2439,2299,260,3205,2982,217694,123,950
"29",3627932,2270,2140,242,2984,2926,218988,115,884
"30",3627306,2113,1993,225,2779,2869,220198,107,824
"31",3626723,1967,1855,209,2587,2811,221329,100,767
"32",3626181,1831,1727,195,2409,2752,222387,93,714
"33",3625676,1705,1607,182,2243,2693,223377,86,665
"34",3625206,1587,1496,169,2088,2634,224303,80,619
"35",3624768,1477,1393,157,1944,2574,225169,75,576
"36",3624361,1375,1296,146,1810,2515,225979,70,536
"37",3623983,1279,1207,136,1685,2455,226738,65,499
"38",3623630,1191,1124,127,1568,2396,227447,60,465
"39",3623301,1108,1046,118,1459,2337,228112,56,432
"40",3622996,1032,973,110,1359,2279,228734,52,403
"41",3622711,961,906,102,1265,2221,229317,49,374
"42",3622446,894,843,95,1177,2164,229862,45,349
"43",3622200,833,785,89,1096,2108,230373,42,324
"44",3621970,775,731,83,1020,2052,230852,39,302
"45",3621757,721,680,77,949,1998,231301,37,281
"46",3621558,671,633,72,884,1944,231721,34,262
"47",3621373,625,589,67,822,1891,232116,32,243
"48",3621201,581,549,62,765,1839,232485,29,227
"49",3621041,541,510,58,713,1788,232832,27,211
"50",3620892,504,475,54,663,1738,233157,26,196
