"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6739450,6407,4476,622,2324,311,3611,407,1109
"2",6737323,6325,4739,827,2947,404,4637,523,1424
"3",6734858,6609,4860,957,3438,529,5952,553,1507
"4",6732167,7021,5025,1035,3799,671,7485,567,1546
"5",6729298,7469,5261,1092,4088,821,9174,587,1599
"6",6726262,7929,5549,1147,4352,975,10987,614,1674
"7",6723053,8404,5871,1208,4616,1134,12916,647,1765
"8",6719659,8901,6217,1275,4891,1298,14962,685,1867
"9",6716067,9423,6584,1348,5182,1467,17131,725,1978
"10",6712266,9974,6970,1427,5490,1643,19432,768,2095
"11",6708244,10556,7380,1510,5814,1826,21872,813,2217
"12",6703988,11173,7812,1599,6157,2017,24458,861,2347
"13",6699484,11823,8268,1693,6519,2216,27199,911,2485
"14",6694720,12511,8750,1791,6901,2424,30104,965,2630
"15",6689681,13235,9260,1896,7305,2642,33182,1021,2783
"16",6684351,14001,9799,2006,7732,2870,36443,1081,2945
"17",6678716,14808,10367,2123,8182,3109,39897,1143,3117
"18",6672757,15659,10968,2246,8658,3359,43554,1209,3297
"19",6666459,16558,11599,2377,9163,3621,47425,1279,3489
"20",6659804,17504,12266,2513,9692,3897,51526,1353,3690
"21",6652770,18503,12969,2658,10252,4186,55865,1430,3902
"22",6645339,19553,13712,2812,10842,4489,60456,1513,4126
"23",6637490,20659,14492,2973,11466,4808,65314,1599,4362
"24",6629203,21822,15315,3143,12122,5143,70453,1691,4610
"25",6620454,23046,16182,3322,12814,5495,75888,1786,4872
"26",6611220,24334,17092,3511,13544,5866,81635,1888,5148
"27",6601477,25687,18051,3709,14312,6256,87711,1994,5438
"28",6591200,27106,19059,3918,15119,6666,94133,2107,5742
"29",6580362,28598,20119,4136,15970,7097,100919,2222,6064
"30",6568937,30162,21232,4366,16866,7550,108088,2346,6402
"31",6556895,31804,22400,4609,17806,8026,115662,2477,6756
"32",6544212,33521,23628,4864,18793,8527,123658,2613,7127
"33",6530853,35321,24912,5133,19830,9053,132101,2757,7518
"34",6516791,37203,26261,5413,20918,9607,141011,2905,7926
"35",6501996,39169,27673,5707,22058,10188,150412,3063,8354
"36",6486438,41222,29146,6016,23256,10799,160325,3228,8804
"37",6470080,43364,30689,6339,24509,11441,170780,3400,9273
"38",6452892,45600,32298,6675,25823,12116,181798,3578,9764
"39",6434840,47929,33980,7026,27195,12825,193407,3766,10275
"40",6415893,50350,35734,7395,28628,13569,205634,3963,10811
"41",6396017,52865,37559,7780,30125,14348,218508,4167,11368
"42",6375176,55478,39457,8181,31687,15166,232056,4380,11949
"43",6353344,58181,41431,8599,33314,16025,246309,4601,12555
"44",6330483,60980,43479,9033,35008,16924,261296,4832,13181
"45",6306562,63874,45604,9483,36770,17864,277046,5070,13833
"46",6281549,66862,47802,9951,38601,18849,293590,5318,14509
"47",6255414,69939,50076,10435,40499,19879,310960,5574,15208
"48",6228132,73104,52421,10938,42466,20956,329185,5840,15933
"49",6199674,76352,54841,11456,44499,22080,348301,6112,16678
"50",6170015,79683,57325,11992,46603,23253,368331,6396,17448
"51",6139130,83091,59879,12543,48772,24477,389311,6684,18239
"52",6107000,86570,62496,13108,51006,25751,411271,6981,19052
"53",6073611,90108,65175,13692,53303,27076,434237,7288,19885
"54",6038947,93701,67909,14287,55659,28456,458243,7600,20736
"55",6002996,97340,70696,14897,58072,29888,483312,7919,21605
"56",5965750,101021,73523,15521,60545,31375,509467,8243,22496
"57",5927209,104729,76388,16154,63062,32916,536743,8573,23395
"58",5887381,108443,79290,16800,65623,34511,565155,8908,24305
"59",5846264,112165,82210,17452,68223,36161,594727,9246,25228
"60",5803876,115877,85143,18112,70856,37863,625475,9586,26158
"61",5760233,119565,88079,18774,73515,39620,657416,9927,27093
"62",5715364,123203,91015,19441,76189,41427,690562,10269,28025
"63",5669294,126787,93929,20108,78879,43286,724919,10612,28961
"64",5622058,130304,96810,20774,81565,45195,760497,10952,29886
"65",5573698,133731,99651,21438,84243,47150,797291,11289,30802
"66",5524272,137043,102440,22092,86901,49151,835303,11619,31707
"67",5473824,140235,105155,22738,89531,51194,874525,11945,32595
"68",5422419,143281,107795,23370,92116,53279,914943,12262,33458
"69",5370123,146167,110337,23985,94651,55398,956541,12569,34298
"70",5317009,148881,112763,24582,97121,57548,999298,12865,35109
"71",5263160,151393,115075,25156,99507,59727,1043185,13147,35878
"72",5208654,153695,117247,25709,101807,61929,1088162,13420,36613
"73",5153580,155770,119272,26230,104001,64150,1134199,13673,37301
"74",5098031,157606,121127,26723,106085,66383,1181246,13910,37947
