day,.id,S,E,Ia,Ip,Is,Im,I,I_new_sympt,D_new_reported,D_new_unreported,dIpIs_save,dIpIm_save,dEIa_save,H,Hr,Hd,R,D,D_new,H_new,thresh_crossed,import_total,deaths,cases,total_H
1,1,1035524,627,845,299,34,289,1467,0,0,0,0,0,0,77,59,18,239982,1323,0,0,0,0,0,0,61570
1,2,1036044,614,832,268,44,323,1467,0,0,0,0,0,0,68,52,16,239491,1316,0,0,0,0,0,0,62151
1,3,1035111,612,875,287,40,295,1497,0,0,0,0,0,0,70,63,7,240389,1321,0,0,0,0,0,0,64443
1,4,1035157,571,808,306,58,288,1460,0,0,0,0,0,0,72,62,10,240422,1318,0,0,0,0,0,0,62703
1,5,1036252,558,846,250,58,318,1472,0,0,0,0,0,0,68,48,20,239317,1333,0,0,0,0,0,0,65641
1,6,1034627,550,842,268,41,283,1434,0,0,0,0,0,0,74,54,20,240974,1341,0,0,0,0,0,0,60991
1,7,1035110,608,825,281,57,292,1455,0,0,0,0,0,0,77,60,17,240433,1317,0,0,0,0,0,0,61598
1,8,1035910,594,823,283,45,291,1442,0,0,0,0,0,0,64,56,8,239726,1264,0,0,0,0,0,0,63311
1,9,1035213,547,903,307,43,315,1568,0,0,0,0,0,0,72,61,11,240259,1341,0,0,0,0,0,0,61567
1,10,1035123,592,853,262,49,276,1440,0,0,0,0,0,0,72,62,10,240533,1240,0,0,0,0,0,0,59174
1,11,1035578,547,871,283,40,298,1492,0,0,0,0,0,0,70,55,15,239954,1359,0,0,0,0,0,0,61581
1,12,1034607,604,906,280,45,309,1540,0,0,0,0,0,0,73,61,12,240864,1312,0,0,0,0,0,0,65123
1,13,1035098,563,860,269,38,268,1435,0,0,0,0,0,0,67,57,10,240521,1316,0,0,0,0,0,0,60207
1,14,1035781,558,890,253,50,288,1481,0,0,0,0,0,0,84,72,12,239811,1285,0,0,0,0,0,0,63712
1,15,1035651,547,853,286,48,295,1482,0,0,0,0,0,0,77,64,13,239902,1341,0,0,0,0,0,0,61771
1,16,1035038,593,856,278,58,295,1487,0,0,0,0,0,0,76,60,16,240422,1384,0,0,0,0,0,0,60595
1,17,1035657,557,860,251,46,276,1433,0,0,0,0,0,0,72,58,14,239941,1340,0,0,0,0,0,0,56159
1,18,1035402,567,914,286,43,312,1555,0,0,0,0,0,0,81,65,16,240095,1300,0,0,0,0,0,0,63218
1,19,1035182,577,865,295,46,274,1480,0,0,0,0,0,0,79,67,12,240353,1329,0,0,0,0,0,0,60823
1,20,1034636,578,865,266,45,299,1475,0,0,0,0,0,0,82,64,18,240825,1404,0,0,0,0,0,0,62922
1,21,1035707,627,809,280,44,298,1431,0,0,0,0,0,0,71,60,11,239855,1309,0,0,0,0,0,0,63336
1,22,1036594,568,803,278,50,306,1437,0,0,0,0,0,0,75,64,11,239005,1321,0,0,0,0,0,0,63690
1,23,1035115,558,867,251,50,307,1475,0,0,0,0,0,0,66,57,9,240512,1274,0,0,0,0,0,0,60621
1,24,1035349,564,870,250,40,300,1460,0,0,0,0,0,0,68,54,14,240250,1309,0,0,0,0,0,0,58709
1,25,1034881,551,853,267,46,297,1463,0,0,0,0,0,0,69,55,14,240735,1301,0,0,0,0,0,0,61019
1,26,1035501,578,855,274,42,312,1483,0,0,0,0,0,0,68,54,14,239951,1419,0,0,0,0,0,0,63456
1,27,1035997,575,846,283,37,285,1451,0,0,0,0,0,0,62,48,14,239606,1309,0,0,0,0,0,0,60871
1,28,1035829,569,858,270,33,299,1460,0,0,0,0,0,0,82,70,12,239798,1262,0,0,0,0,0,0,65959
1,29,1035628,566,805,291,42,288,1426,0,0,0,0,0,0,66,46,20,239961,1353,0,0,0,0,0,0,63044
1,30,1035403,533,833,269,47,283,1432,0,0,0,0,0,0,70,59,11,240261,1301,0,0,0,0,0,0,61309
1,31,1036630,584,847,276,53,265,1441,0,0,0,0,0,0,84,67,17,238929,1332,0,0,0,0,0,0,63959
1,32,1034626,629,860,264,38,288,1450,0,0,0,0,0,0,84,66,18,240928,1283,0,0,0,0,0,0,57755
1,33,1034983,567,870,286,47,320,1523,0,0,0,0,0,0,63,48,15,240576,1288,0,0,0,0,0,0,60943
1,34,1035864,572,870,263,43,322,1498,0,0,0,0,0,0,72,58,14,239691,1303,0,0,0,0,0,0,61150
1,35,1034617,602,871,286,56,305,1518,0,0,0,0,0,0,75,54,21,240852,1336,0,0,0,0,0,0,64554
1,36,1034953,548,848,276,44,316,1484,0,0,0,0,0,0,80,66,14,240654,1281,0,0,0,0,0,0,63075
1,37,1034869,582,905,264,44,307,1520,0,0,0,0,0,0,64,51,13,240699,1266,0,0,0,0,0,0,59732
1,38,1035784,589,840,258,52,308,1458,0,0,0,0,0,0,71,58,13,239788,1310,0,0,0,0,0,0,58301
1,39,1035562,559,869,273,45,297,1484,0,0,0,0,0,0,73,61,12,240070,1252,0,0,0,0,0,0,61990
1,40,1035472,605,809,279,63,291,1442,0,0,0,0,0,0,68,49,19,240055,1358,0,0,0,0,0,0,57828
1,41,1034988,653,828,274,47,246,1395,0,0,0,0,0,0,78,63,15,240601,1285,0,0,0,0,0,0,62100
1,42,1035205,586,831,244,55,292,1422,0,0,0,0,0,0,66,50,16,240391,1330,0,0,0,0,0,0,58134
1,43,1034914,579,880,304,43,296,1523,0,0,0,0,0,0,79,63,16,240554,1351,0,0,0,0,0,0,62137
1,44,1034889,590,875,296,40,310,1521,0,0,0,0,0,0,72,58,14,240596,1332,0,0,0,0,0,0,66669
1,45,1034846,567,870,284,39,304,1497,0,0,0,0,0,0,67,51,16,240741,1282,0,0,0,0,0,0,62295
1,46,1036496,549,838,285,66,257,1446,0,0,0,0,0,0,83,69,14,239112,1314,0,0,0,0,0,0,60820
1,47,1035328,536,841,299,45,279,1464,0,0,0,0,0,0,78,69,9,240312,1282,0,0,0,0,0,0,61458
1,48,1034984,568,834,287,39,305,1465,0,0,0,0,0,0,80,64,16,240583,1320,0,0,0,0,0,0,59554
1,49,1035645,533,869,254,36,293,1452,0,0,0,0,0,0,76,60,16,239942,1352,0,0,0,0,0,0,56142
