sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-06,2020-03-19,76,0.875,0.45,2020-04-03,15,0,0,0,0,1,2020-06-18,0,0,0,0,0
2020-02-14,2020-03-17,76,0.775,0.65,2020-04-03,17,0,0,0,0,2,2020-06-18,0,0,0,0,0
2020-02-02,2020-03-17,76,0.725,0.75,2020-04-03,17,0,0,0,0,3,2020-06-18,0,0,0,0,0
2020-02-10,2020-03-19,76,0.825,0.55,2020-04-03,15,0,0,0,0,4,2020-06-18,0,0,0,0,0
2020-02-05,2020-03-17,76,0.8125,0.425,2020-04-03,17,0.58092469042222,0.713413707417399,0.289514756513051,0.128924349221535,5,2020-06-18,-68.5779098519313,2.39835329352975,1.0204312831466,8.8275184801934,0.429334422434876
