"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6662346,27,20,9,17,27,9,7,4
"2",6662331,33,20,10,14,27,19,6,3
"3",6662316,37,23,11,12,28,28,6,3
"4",6662300,40,25,12,11,29,37,6,3
"5",6662283,43,28,13,11,30,46,7,4
"6",6662265,46,31,14,12,31,55,8,4
"7",6662245,50,33,16,12,32,65,9,5
"8",6662223,54,36,17,13,34,76,9,5
"9",6662200,59,39,19,14,36,87,10,6
"10",6662175,64,43,20,15,38,100,11,6
"11",6662147,69,46,22,16,40,113,12,7
"12",6662117,75,50,24,18,42,128,13,7
"13",6662085,82,54,26,19,44,144,14,8
"14",6662050,89,59,28,21,47,160,15,8
"15",6662012,96,64,30,23,50,179,17,9
"16",6661970,104,69,33,25,54,199,18,10
"17",6661926,113,75,36,27,57,220,19,11
"18",6661877,123,81,38,29,61,244,21,11
"19",6661824,133,89,42,32,66,269,23,13
"20",6661767,145,96,45,34,70,297,25,14
"21",6661705,157,104,49,37,76,326,27,15
"22",6661637,171,113,53,41,81,359,29,16
"23",6661564,185,123,58,44,87,394,32,17
"24",6661484,201,133,63,48,94,432,34,19
"25",6661397,218,145,68,52,101,473,37,21
"26",6661303,237,157,74,56,109,518,41,22
"27",6661201,257,170,80,61,118,566,44,24
"28",6661090,280,185,87,66,127,619,48,26
"29",6660970,304,201,94,72,137,676,52,29
"30",6660839,330,218,102,79,149,738,56,31
"31",6660697,358,237,111,85,161,805,61,34
"32",6660542,389,258,120,93,174,878,66,37
"33",6660374,423,280,131,101,188,957,72,40
"34",6660191,460,304,142,110,203,1043,78,44
"35",6659992,500,331,154,120,220,1137,85,48
"36",6659776,544,359,167,130,239,1239,92,52
"37",6659542,591,391,182,141,259,1349,100,56
"38",6659286,643,424,197,154,280,1469,109,61
"39",6659008,699,461,214,167,304,1600,118,67
"40",6658706,760,502,233,182,329,1741,128,72
"41",6658378,827,546,253,198,357,1896,139,79
"42",6658020,899,593,275,216,387,2063,151,86
"43",6657632,978,645,299,235,420,2245,164,93
"44",6657209,1064,702,325,256,456,2443,179,102
"45",6656748,1157,764,353,278,495,2659,194,111
"46",6656247,1259,831,384,303,537,2893,211,121
"47",6655702,1370,904,417,330,583,3148,230,131
"48",6655109,1491,983,454,359,634,3424,250,143
"49",6654463,1623,1070,493,391,688,3726,271,156
"50",6653761,1765,1164,536,426,747,4054,295,170
"51",6652995,1922,1267,584,464,812,4411,322,185
"52",6652163,2092,1379,634,505,882,4799,350,201
"53",6651256,2277,1500,690,550,958,5221,380,219
"54",6650269,2479,1633,751,600,1041,5681,414,239
"55",6649195,2699,1778,816,653,1132,6181,450,260
"56",6648025,2938,1936,888,711,1230,6726,489,283
"57",6646752,3199,2107,967,775,1337,7318,533,309
"58",6645364,3483,2294,1052,844,1454,7963,580,337
"59",6643854,3793,2498,1144,920,1580,8666,630,367
"60",6642209,4130,2719,1245,1003,1718,9430,686,400
"61",6640419,4496,2961,1354,1093,1868,10263,746,436
"62",6638468,4896,3224,1474,1191,2032,11168,812,475
"63",6636345,5331,3511,1604,1298,2210,12155,884,518
"64",6634033,5805,3823,1746,1414,2403,13230,962,564
"65",6631515,6321,4162,1900,1542,2614,14400,1047,615
"66",6628773,6883,4533,2068,1680,2843,15674,1140,670
"67",6625788,7494,4936,2250,1831,3093,17061,1240,730
"68",6622540,8158,5374,2449,1996,3365,18572,1350,796
"69",6619004,8882,5850,2666,2175,3661,20217,1469,867
"70",6615155,9668,6370,2900,2371,3983,22008,1598,946
"71",6610968,10520,6935,3155,2583,4334,23958,1739,1030
"72",6606412,11449,7548,3434,2816,4715,26081,1892,1123
"73",6601457,12454,8215,3736,3067,5131,28394,2059,1222
"74",6596068,13549,8938,4065,3342,5582,30910,2240,1332
"75",6590209,14736,9724,4422,3639,6073,33650,2436,1450
"76",6583841,16023,10578,4808,3964,6608,36632,2648,1579
"77",6576924,17414,11504,5229,4317,7189,39877,2880,1720
"78",6569413,18920,12507,5685,4699,7821,43409,3131,1872
"79",6561258,20551,13593,6180,5114,8508,47249,3402,2036
"80",6552410,22313,14770,6716,5564,9254,51428,3696,2214
"81",6542815,24214,16042,7295,6053,10065,55971,4014,2407
"82",6532418,26261,17417,7923,6582,10945,60908,4359,2616
"83",6521157,28465,18901,8602,7154,11900,66275,4731,2841
"84",6508969,30837,20499,9333,7772,12937,72105,5131,3086
"85",6495789,33384,22221,10123,8441,14062,78435,5563,3349
"86",6481549,36113,24070,10975,9162,15280,85305,6030,3632
"87",6466179,39030,26059,11890,9937,16600,92758,6529,3935
"88",6449604,42147,28187,12876,10773,18029,100838,7067,4262
"89",6431752,45466,30465,13934,11669,19574,109594,7643,4612
"90",6412543,48997,32897,15067,12632,21243,119075,8260,4986
"91",6391903,52742,35489,16281,13661,23046,129333,8920,5384
"92",6369753,56704,38247,17573,14760,24991,140425,9620,5809
"93",6346020,60885,41171,18952,15931,27086,152409,10368,6261
"94",6320627,65282,44266,20418,17177,29342,165341,11160,6740
"95",6293506,69893,47532,21974,18497,31768,179284,12000,7244
"96",6264584,74714,50966,23622,19897,34372,194298,12887,7779
"97",6233794,79740,54571,25359,21377,37163,210451,13820,8340
"98",6201081,84957,58342,27188,22931,40151,227804,14800,8925
"99",6166385,90358,62270,29109,24562,43344,246426,15827,9539
