sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-11,2020-03-19,76,0.875,0.45,0.225,0.93125,2020-03-26,7,0,0,0,1,2020-06-10,0,0,0,0,0
2020-02-19,2020-03-17,76,0.775,0.65,0.125,0.95625,2020-03-26,9,0,0,0,2,2020-06-10,0,0,0,0,0
2020-02-07,2020-03-17,76,0.725,0.75,0.275,0.94375,2020-03-26,9,0,0,0,3,2020-06-10,0,0,0,0,0
2020-02-15,2020-03-19,76,0.825,0.55,0.175,0.96875,2020-03-26,7,0,0,0,4,2020-06-10,0,0,0,0,0
2020-02-10,2020-03-17,76,0.8125,0.425,0.2875,0.934375,2020-03-26,9,0.730705035849533,0.585277075848225,0.0982926500298385,5,2020-06-10,-50.5674118990122,3.39358400152114,1.50243710107674,4.62495014711587,0.446414693832167
