sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip
2020-02-21,2020-03-19,76,0.875,0.45,0.225,0.93125,2020-03-23,4,0,0,0,1,2020-06-07,0,0,0,0,0
2020-02-29,2020-03-17,76,0.775,0.65,0.125,0.95625,2020-03-23,6,0,0,0,2,2020-06-07,0,0,0,0,0
2020-02-17,2020-03-17,76,0.725,0.75,0.275,0.94375,2020-03-23,6,0,0,0,3,2020-06-07,0,0,0,0,0
2020-02-25,2020-03-19,76,0.825,0.55,0.175,0.96875,2020-03-23,4,0,0,0,4,2020-06-07,0,0,0,0,0
2020-02-20,2020-03-17,76,0.8125,0.425,0.2875,0.934375,2020-03-23,6,0.693524258571716,0.123514766123533,0.112835300253466,5,2020-06-07,-7.14523690523307,4.50988635144312,1.94264399768629,1.10453795857374,0.429129031490409
