sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip,Ia_init,Ip_init,Is_init,Im_init,Hr_init,Hd_init,R0_init,D0_init
2020-10-15,2021-05-15,76,0.875,0.45,2021-05-15,0,0,0,0,0,1,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.775,0.65,2021-05-15,0,0,0,0,0,2,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.725,0.75,2021-05-15,0,0,0,0,0,3,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.825,0.55,2021-05-15,0,0,0,0,0,4,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.8125,0.425,2021-05-15,0,1.79885100663678,0.850608701419837,0.517116354129668,0.0164467849391846,5,2021-07-30,-87.3931696919672,0,0,5588.27134208782,0.437203246155564,1384.34543368804,558.678620424861,790.326751440534,528.212470601127,125.157238356308,37.7880656893928,875480.69091859,1722.35368597132
