"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3569215,7874,5198,325,6779,2869,265224,136,2208
"2",3565579,8795,5654,290,6570,2827,267770,131,2129
"3",3561893,9448,6228,284,6620,2781,270229,143,2316
"4",3558035,10048,6779,296,6888,2736,272702,157,2551
"5",3553936,10681,7297,315,7289,2694,275271,171,2776
"6",3549569,11365,7808,338,7764,2657,277983,184,2989
"7",3544912,12103,8333,362,8285,2624,280865,197,3198
"8",3539948,12893,8884,386,8841,2597,283935,210,3413
"9",3534659,13736,9468,413,9430,2575,287203,224,3638
"10",3529029,14629,10089,440,10057,2558,290682,238,3878
"11",3523036,15576,10748,469,10720,2546,294388,254,4132
"12",3516661,16581,11446,500,11426,2540,298332,271,4403
"13",3509880,17644,12187,533,12174,2538,302529,288,4688
"14",3502673,18767,12972,567,12967,2542,306995,307,4991
"15",3495013,19954,13806,603,13808,2552,311747,326,5313
"16",3486877,21210,14683,643,14701,2567,316802,348,5655
"17",3478241,22533,15613,684,15645,2589,322178,370,6014
"18",3469077,23926,16595,727,16646,2617,327895,393,6395
"19",3459355,25398,17630,773,17703,2651,333973,418,6797
"20",3449052,26942,18723,822,18819,2692,340434,444,7222
"21",3438135,28568,19875,873,19997,2739,347297,471,7668
"22",3426579,30273,21085,927,21243,2793,354585,500,8141
"23",3414351,32061,22357,984,22554,2854,362323,531,8636
"24",3401425,33933,23692,1044,23934,2923,370534,563,9157
"25",3387767,35890,25092,1106,25385,2999,379245,597,9704
"26",3373350,37931,26558,1172,26909,3084,388479,632,10277
"27",3358143,40058,28091,1242,28508,3176,398265,669,10877
"28",3342120,42269,29690,1314,30184,3277,408630,708,11506
"29",3325251,44564,31356,1390,31936,3387,419600,748,12161
"30",3307508,46940,33090,1468,33767,3506,431205,789,12844
"31",3288866,49395,34889,1551,35677,3634,443472,834,13554
"32",3269298,51931,36754,1636,37664,3771,456430,878,14289
"33",3248785,54537,38682,1725,39730,3918,470108,926,15054
"34",3227309,57209,40666,1817,41873,4075,484535,975,15846
"35",3204849,59941,42711,1912,44093,4242,499735,1024,16657
"36",3181393,62728,44811,2009,46382,4420,515741,1075,17494
"37",3156930,65561,46958,2110,48744,4608,532573,1129,18355
"38",3131456,68428,49149,2213,51169,4806,550263,1183,19233
"39",3104969,71317,51378,2319,53655,5014,568831,1238,20131
"40",3077470,74222,53635,2426,56196,5234,588300,1293,21043
