"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3570443,6646,5198,491,6613,2869,265223,302,2042
"2",3567958,6840,5229,532,6301,2855,267769,292,1968
"3",3565515,6924,5314,554,6109,2849,270220,294,1980
"4",3563086,6965,5391,568,6015,2846,272612,298,2013
"5",3560658,6992,5449,580,5982,2846,274977,303,2041
"6",3558221,7017,5491,589,5984,2848,277334,306,2063
"7",3555775,7044,5523,596,5999,2851,279696,308,2080
"8",3553319,7071,5550,601,6022,2855,282065,310,2092
"9",3550852,7099,5576,605,6047,2860,284445,311,2102
"10",3548376,7127,5599,608,6074,2865,286834,313,2112
"11",3545891,7154,5622,611,6100,2871,289234,314,2121
"12",3543397,7181,5646,614,6125,2877,291644,315,2129
"13",3540895,7206,5668,616,6151,2883,294064,317,2138
"14",3538385,7232,5688,619,6176,2890,296494,318,2146
"15",3535866,7257,5710,621,6201,2897,298933,319,2155
"16",3533339,7282,5730,624,6225,2904,301381,321,2161
"17",3530804,7305,5749,626,6249,2911,303839,321,2170
"18",3528263,7328,5768,628,6272,2918,306306,322,2177
"19",3525714,7350,5788,631,6293,2926,308783,324,2184
"20",3523157,7371,5806,633,6315,2933,311268,325,2192
"21",3520594,7392,5824,635,6337,2941,313761,326,2199
"22",3518025,7413,5840,637,6357,2949,316263,326,2205
"23",3515450,7432,5858,638,6377,2956,318773,327,2212
"24",3512869,7450,5873,641,6396,2964,321291,329,2218
"25",3510283,7468,5888,643,6414,2972,323816,330,2224
"26",3507691,7484,5903,644,6433,2980,326349,330,2230
"27",3505093,7501,5917,646,6450,2988,328888,331,2236
"28",3502492,7516,5931,647,6467,2996,331435,332,2241
"29",3499886,7530,5945,649,6482,3004,333988,332,2246
"30",3497277,7543,5956,650,6498,3012,336547,333,2251
"31",3494663,7556,5967,651,6513,3020,339113,334,2256
"32",3492046,7568,5978,653,6527,3028,341684,335,2260
"33",3489425,7579,5988,654,6541,3036,344261,335,2264
"34",3486801,7589,5998,655,6554,3043,346843,336,2268
"35",3484174,7598,6008,656,6566,3051,349430,336,2272
"36",3481545,7608,6015,658,6577,3059,352022,337,2275
"37",3478913,7615,6024,659,6587,3066,354619,337,2278
"38",3476281,7621,6031,660,6598,3074,357220,338,2282
"39",3473646,7628,6037,660,6606,3081,359825,338,2284
"40",3471011,7634,6042,661,6614,3089,362434,338,2286
"41",3468374,7638,6047,662,6621,3096,365046,339,2288
"42",3465736,7642,6052,662,6629,3103,367660,339,2290
"43",3463098,7645,6056,663,6635,3110,370277,339,2292
"44",3460460,7647,6059,663,6641,3117,372897,340,2293
"45",3457822,7647,6062,664,6646,3123,375520,340,2295
"46",3455184,7647,6064,664,6650,3130,378145,340,2296
"47",3452548,7647,6064,664,6654,3136,380771,340,2297
"48",3449913,7645,6064,664,6657,3143,383398,340,2297
"49",3447278,7643,6063,664,6658,3149,386028,340,2297
"50",3444647,7640,6062,665,6658,3155,388658,340,2296
"51",3442016,7636,6060,665,6659,3160,391288,340,2296
"52",3439388,7631,6059,664,6658,3166,393918,340,2295
"53",3436762,7625,6057,664,6656,3171,396549,339,2294
"54",3434139,7619,6053,664,6655,3176,399178,340,2294
"55",3431519,7611,6049,663,6653,3181,401808,339,2293
