"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6048400,14700,11676,714,14939,3365,251552,359,4865
"2",6043137,14893,11669,698,14515,3372,257062,349,4728
"3",6037966,14929,11730,690,14234,3376,262420,349,4725
"4",6032842,14905,11778,688,14075,3378,267680,351,4749
"5",6027745,14862,11796,688,13990,3380,272883,352,4769
"6",6022666,14817,11792,689,13942,3382,278057,353,4776
"7",6017600,14773,11776,689,13910,3384,283214,353,4774
"8",6012547,14731,11751,689,13880,3386,288361,352,4767
"9",6007508,14690,11721,688,13852,3388,293498,351,4758
"10",6002486,14647,11691,687,13820,3389,298625,351,4745
"11",5997479,14603,11659,685,13787,3391,303741,349,4733
"12",5992489,14556,11626,684,13754,3392,308844,349,4720
"13",5987518,14508,11591,682,13719,3393,313936,348,4708
"14",5982563,14461,11553,680,13681,3393,319015,347,4693
"15",5977627,14410,11517,678,13640,3393,324080,346,4678
"16",5972711,14358,11477,675,13601,3393,329130,344,4664
"17",5967813,14303,11438,673,13558,3393,334166,343,4648
"18",5962936,14249,11397,671,13515,3392,339186,342,4631
"19",5958079,14192,11355,668,13469,3390,344191,341,4614
"20",5953245,14132,11312,666,13423,3389,349178,339,4598
"21",5948430,14075,11265,663,13377,3387,354149,338,4581
"22",5943637,14014,11221,661,13324,3385,359103,337,4561
"23",5938867,13952,11175,658,13272,3382,364039,335,4543
"24",5934120,13889,11126,656,13220,3379,368956,334,4525
"25",5929397,13822,11078,653,13167,3375,373853,332,4505
"26",5924696,13756,11029,650,13112,3372,378731,331,4485
"27",5920019,13689,10977,648,13056,3368,383588,330,4466
"28",5915366,13622,10925,645,12998,3364,388426,328,4444
"29",5910740,13550,10873,642,12939,3359,393242,327,4422
"30",5906138,13480,10819,639,12879,3354,398037,325,4402
"31",5901562,13407,10764,635,12818,3348,402810,323,4380
"32",5897011,13335,10707,632,12755,3343,407561,322,4358
"33",5892488,13261,10650,629,12693,3337,412288,320,4336
"34",5887990,13187,10591,626,12629,3330,416993,319,4312
"35",5883519,13110,10533,622,12563,3324,421674,317,4288
