"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",55751707,42009,33333,726,44243,3370,660380,352,14528
"2",55736677,42552,33327,697,43138,3378,675999,343,14151
"3",55721870,42686,33510,683,42409,3382,691228,343,14147
"4",55707176,42661,33659,678,42011,3383,706200,345,14226
"5",55692535,42591,33734,677,41813,3383,721033,346,14289
"6",55677921,42518,33755,678,41716,3383,735797,347,14320
"7",55663324,42453,33739,678,41663,3383,750527,347,14330
"8",55648744,42394,33708,678,41619,3384,765240,347,14322
"9",55634182,42337,33673,678,41575,3384,779939,347,14308
"10",55619639,42280,33632,678,41533,3384,794622,346,14294
"11",55605114,42227,33588,677,41488,3384,809289,346,14276
"12",55590610,42171,33546,676,41439,3384,823942,345,14258
"13",55576126,42113,33504,675,41388,3384,838579,345,14239
"14",55561666,42050,33460,674,41338,3384,853197,344,14222
"15",55547225,41990,33414,673,41288,3383,867796,344,14203
"16",55532806,41930,33364,672,41236,3383,882377,343,14185
"17",55518410,41869,33316,671,41180,3382,896940,343,14163
"18",55504038,41804,33265,670,41125,3381,911484,343,14144
"19",55489691,41736,33218,669,41064,3380,926010,342,14121
"20",55475367,41667,33168,668,41006,3379,940512,341,14102
"21",55461066,41600,33115,667,40948,3378,954995,341,14080
"22",55446791,41530,33062,666,40883,3376,969459,340,14057
"23",55432542,41458,33008,665,40823,3375,983897,340,14036
"24",55418320,41384,32953,664,40759,3373,998315,339,14012
"25",55404122,41311,32896,663,40694,3371,1012710,338,13990
"26",55389951,41237,32839,662,40626,3369,1027084,338,13964
"27",55375806,41163,32779,661,40560,3367,1041432,338,13942
"28",55361688,41087,32721,660,40489,3365,1055758,337,13915
"29",55347598,41009,32660,658,40419,3363,1070060,336,13892
"30",55333538,40928,32602,657,40346,3361,1084337,335,13865
"31",55319505,40848,32539,655,40273,3358,1098589,334,13841
"32",55305501,40767,32478,655,40199,3355,1112813,334,13813
"33",55291528,40681,32416,653,40124,3353,1127012,333,13787
"34",55277584,40597,32352,652,40050,3350,1141184,333,13760
"35",55263670,40511,32285,650,39974,3347,1155330,332,13735
"36",55249788,40423,32218,649,39896,3344,1169450,331,13705
"37",55235935,40338,32147,648,39816,3341,1183543,331,13678
"38",55222113,40250,32079,646,39734,3337,1197607,330,13648
"39",55208324,40160,32010,646,39652,3334,1211643,330,13619
"40",55194565,40069,31942,644,39566,3330,1225651,329,13589
"41",55180841,39976,31871,642,39482,3326,1239629,328,13560
"42",55167150,39883,31798,641,39399,3322,1253575,327,13531
"43",55153492,39789,31725,639,39311,3318,1267494,327,13499
"44",55139867,39694,31652,638,39223,3314,1281380,326,13467
"45",55126277,39596,31578,636,39135,3310,1295236,325,13437
"46",55112719,39499,31505,635,39044,3306,1309060,324,13404
"47",55099198,39400,31427,634,38955,3302,1322852,323,13374
"48",55085710,39300,31351,632,38864,3298,1336613,322,13341
"49",55072259,39201,31271,630,38770,3293,1350343,322,13309
"50",55058845,39096,31193,629,38676,3288,1364040,321,13276
"51",55045465,38994,31114,627,38581,3283,1377704,320,13242
"52",55032120,38893,31033,625,38486,3279,1391332,319,13208
"53",55018812,38790,30951,624,38389,3274,1404928,319,13174
"54",55005541,38686,30869,622,38290,3268,1418491,317,13139
"55",54992310,38577,30788,620,38192,3263,1432017,317,13104
"56",54979113,38472,30705,619,38092,3257,1445509,316,13069
"57",54965956,38363,30622,617,37992,3252,1458966,315,13035
"58",54952837,38253,30536,616,37891,3246,1472388,314,13000
"59",54939756,38143,30450,614,37789,3241,1485775,313,12964
"60",54926713,38033,30364,612,37683,3235,1499127,312,12926
"61",54913711,37922,30277,610,37580,3229,1512439,311,12891
"62",54900748,37808,30190,609,37475,3223,1525716,311,12853
"63",54887823,37696,30101,607,37368,3217,1538956,310,12816
"64",54874939,37582,30011,605,37262,3211,1552156,309,12779
"65",54862096,37467,29921,603,37154,3205,1565322,308,12741
"66",54849292,37352,29831,602,37045,3199,1578447,307,12703
"67",54836529,37235,29740,600,36937,3192,1591535,306,12665
"68",54823807,37117,29648,598,36827,3186,1604585,305,12627
"69",54811126,37000,29556,596,36714,3179,1617597,304,12586
"70",54798486,36880,29465,594,36601,3172,1630569,303,12547
"71",54785888,36761,29372,592,36489,3166,1643500,302,12508
"72",54773333,36640,29279,590,36376,3159,1656392,301,12469
"73",54760820,36519,29184,588,36262,3152,1669244,300,12429
"74",54748348,36398,29088,587,36147,3145,1682056,299,12390
"75",54735917,36279,28989,585,36033,3138,1694828,298,12351
"76",54723531,36156,28894,582,35917,3131,1707558,297,12308
"77",54711187,36032,28799,580,35797,3124,1720248,296,12266
"78",54698889,35905,28701,579,35681,3116,1732897,295,12228
"79",54686633,35779,28605,577,35559,3109,1745506,294,12184
"80",54674421,35653,28507,575,35439,3101,1758072,293,12143
"81",54662251,35528,28407,573,35321,3094,1770595,292,12103
"82",54650128,35402,28306,571,35200,3086,1783074,291,12059
"83",54638050,35273,28207,569,35080,3078,1795511,290,12017
"84",54626015,35143,28107,567,34958,3071,1807907,289,11975
"85",54614024,35016,28005,565,34836,3063,1820260,288,11932
"86",54602080,34885,27903,563,34715,3055,1832568,287,11890
"87",54590179,34756,27802,560,34589,3047,1844834,286,11845
"88",54578325,34625,27700,559,34464,3038,1857056,285,11803
"89",54566514,34496,27595,557,34342,3030,1869234,284,11761
"90",54554749,34365,27493,554,34215,3022,1881369,283,11715
"91",54543031,34235,27388,552,34090,3014,1893458,282,11672
"92",54531358,34102,27286,550,33961,3005,1905505,280,11627
"93",54519731,33971,27180,548,33834,2997,1917507,279,11584
"94",54508154,33835,27078,546,33704,2988,1929463,278,11538
"95",54496620,33700,26973,544,33578,2980,1941373,277,11496
"96",54485135,33565,26866,542,33450,2971,1953239,276,11451
"97",54473694,33432,26760,540,33322,2962,1965059,275,11406
"98",54462300,33297,26654,538,33192,2953,1976834,274,11361
"99",54450955,33160,26547,535,33063,2944,1988563,273,11316
"100",54439656,33025,26441,533,32932,2936,2000246,272,11269
"101",54428403,32890,26332,531,32802,2927,2011884,271,11226
"102",54417198,32752,26226,529,32670,2918,2023476,270,11180
"103",54406039,32616,26118,527,32538,2908,2035021,268,11134
"104",54394929,32479,26008,525,32408,2899,2046519,267,11089
"105",54383867,32342,25900,522,32275,2890,2057972,266,11042
"106",54372852,32204,25792,520,32142,2881,2069377,265,10996
"107",54361886,32065,25683,518,32010,2872,2080734,264,10950
"108",54350965,31928,25574,516,31876,2862,2092047,263,10904
"109",54340093,31790,25465,514,31743,2853,2103311,261,10857
"110",54329271,31651,25356,511,31607,2843,2114530,261,10811
"111",54318498,31509,25245,509,31474,2834,2125699,259,10766
"112",54307772,31369,25134,507,31340,2824,2136822,258,10718
"113",54297095,31228,25024,505,31205,2815,2147897,257,10671
"114",54286466,31089,24913,503,31069,2805,2158924,256,10624
"115",54275885,30950,24800,501,30933,2795,2169904,255,10577
"116",54265352,30811,24690,498,30795,2786,2180836,254,10528
"117",54254868,30670,24581,496,30657,2776,2191720,253,10481
"118",54244434,30528,24470,494,30521,2766,2202556,252,10436
"119",54234046,30387,24360,492,30383,2756,2213343,250,10388
"120",54223708,30247,24246,489,30250,2746,2224082,249,10344
