b1	r1
1.24	0.117
1.24	0.117
1.24	0.117
1.24	0.117
1.24	0.117
1.24	0.117
1.261	0.101
1.261	0.101
1.261	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.305	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.284	0.101
1.379	0.088
1.379	0.088
1.379	0.088
1.379	0.088
1.379	0.088
1.379	0.088
1.379	0.088
1.359	0.09
1.359	0.09
1.359	0.09
1.359	0.09
1.359	0.09
1.324	0.091
1.324	0.091
1.324	0.091
1.324	0.091
1.363	0.087
1.373	0.087
1.344	0.097
1.344	0.097
1.33	0.097
1.33	0.097
1.349	0.094
1.349	0.094
1.355	0.084
1.407	0.076
1.341	0.084
1.341	0.084
1.341	0.084
1.396	0.082
1.366	0.086
1.366	0.086
1.366	0.086
1.366	0.086
1.366	0.086
1.366	0.086
1.377	0.08
1.377	0.08
1.377	0.08
1.377	0.08
1.377	0.08
1.306	0.098
1.306	0.098
1.306	0.098
1.306	0.098
1.363	0.086
1.363	0.086
1.363	0.086
1.363	0.086
1.363	0.086
1.273	0.109
1.273	0.109
1.364	0.089
1.322	0.096
1.322	0.096
1.392	0.074
1.392	0.074
1.392	0.074
1.392	0.074
1.392	0.074
1.392	0.074
1.392	0.074
1.359	0.09
1.323	0.092
1.323	0.092
1.323	0.092
1.323	0.092
1.28	0.091
1.411	0.074
1.411	0.074
1.302	0.099
1.302	0.099
1.263	0.115
1.264	0.099
1.264	0.099
1.395	0.079
1.314	0.089
1.314	0.089
1.286	0.105
1.358	0.089
1.299	0.095
1.299	0.095
1.299	0.095
1.299	0.095
1.299	0.095
1.299	0.095
1.343	0.093
1.343	0.093
1.339	0.088
1.339	0.088
1.339	0.088
1.339	0.088
1.339	0.088
1.339	0.088
1.339	0.088
1.39	0.08
1.37	0.077
1.37	0.077
1.312	0.099
1.312	0.099
1.401	0.085
1.401	0.085
1.355	0.098
1.355	0.098
1.355	0.098
1.265	0.114
1.265	0.114
1.265	0.114
1.265	0.114
1.297	0.097
1.297	0.097
1.28	0.1
1.389	0.086
1.459	0.072
1.459	0.072
1.459	0.072
1.292	0.103
1.292	0.103
1.292	0.103
1.292	0.103
1.292	0.103
1.292	0.103
1.292	0.103
1.367	0.089
1.367	0.089
1.356	0.085
1.356	0.085
1.356	0.085
1.356	0.085
1.356	0.085
1.356	0.085
1.356	0.085
1.356	0.085
1.356	0.085
1.31	0.103
1.31	0.103
1.309	0.099
1.288	0.101
1.251	0.108
1.251	0.108
1.402	0.081
1.402	0.081
1.339	0.089
1.339	0.089
1.339	0.089
1.339	0.089
1.339	0.089
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.319	0.096
1.348	0.089
1.348	0.089
1.331	0.089
1.264	0.104
1.264	0.104
1.375	0.082
1.31	0.099
1.31	0.099
1.345	0.089
1.345	0.089
1.355	0.09
1.349	0.094
1.349	0.094
1.349	0.094
1.331	0.092
1.331	0.092
1.331	0.092
1.331	0.092
1.306	0.099
1.306	0.099
1.306	0.099
1.306	0.099
1.306	0.099
1.351	0.083
1.351	0.083
1.351	0.083
1.351	0.083
1.351	0.083
1.346	0.088
1.322	0.094
1.413	0.082
1.392	0.088
1.392	0.088
1.392	0.088
1.392	0.088
1.338	0.091
1.338	0.091
1.338	0.091
1.257	0.115
1.257	0.115
1.247	0.103
1.247	0.103
1.247	0.103
1.247	0.103
1.315	0.092
1.326	0.089
1.326	0.089
1.326	0.089
1.349	0.092
1.349	0.092
1.349	0.092
1.432	0.072
1.414	0.073
1.414	0.073
1.414	0.073
1.333	0.086
1.333	0.086
1.333	0.086
1.393	0.081
1.393	0.081
1.284	0.1
1.289	0.095
1.39	0.084
1.39	0.084
1.39	0.084
1.333	0.096
1.333	0.096
1.333	0.096
1.333	0.096
1.392	0.076
1.392	0.076
1.392	0.076
1.392	0.076
1.392	0.076
1.349	0.085
1.356	0.09
1.399	0.079
1.399	0.079
1.309	0.101
1.334	0.086
1.349	0.09
1.375	0.085
1.354	0.084
1.354	0.084
1.354	0.084
1.354	0.084
1.359	0.087
1.359	0.087
1.359	0.087
1.359	0.087
1.335	0.095
1.335	0.095
1.333	0.093
1.333	0.093
1.333	0.093
1.333	0.093
1.333	0.093
1.333	0.093
1.383	0.077
1.358	0.087
1.325	0.089
1.325	0.089
1.325	0.089
1.325	0.089
1.325	0.089
1.325	0.089
1.325	0.089
1.325	0.089
1.412	0.076
1.412	0.076
1.412	0.076
1.412	0.076
1.412	0.076
1.344	0.088
1.334	0.086
1.334	0.086
1.334	0.086
1.334	0.086
1.334	0.086
1.334	0.086
1.334	0.086
1.301	0.101
1.31	0.09
1.31	0.09
1.318	0.094
1.387	0.075
1.314	0.095
1.314	0.095
1.387	0.083
1.387	0.083
1.263	0.103
1.403	0.081
1.355	0.088
1.402	0.08
1.311	0.095
