"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6344133,644,356,5,152,26,28,4,101
"2",6343772,783,424,8,249,26,83,5,150
"3",6343293,992,510,10,341,27,173,6,178
"4",6342685,1258,630,13,437,28,295,8,214
"5",6341922,1587,790,16,551,29,451,10,264
"6",6340964,1998,994,20,692,30,647,12,332
"7",6339759,2514,1251,25,871,33,894,15,417
"8",6338241,3164,1575,31,1095,36,1203,19,525
"9",6336331,3984,1981,39,1378,40,1593,24,661
"10",6333927,5014,2493,49,1735,45,2083,30,832
"11",6330900,6312,3138,61,2183,51,2699,37,1047
"12",6327090,7946,3951,77,2748,60,3475,47,1318
"13",6322295,10001,4972,96,3459,71,4451,59,1659
"14",6316260,12586,6260,121,4354,84,5679,74,2088
"15",6308667,15840,7878,152,5481,102,7226,93,2629
"16",6299117,19929,9914,191,6899,124,9171,117,3308
"17",6287110,25063,12476,240,8684,151,11620,147,4164
"18",6272018,31512,15694,301,10930,186,14703,184,5241
"19",6253068,39595,19738,378,13753,230,18582,231,6593
"20",6229295,49715,24808,475,17302,285,23464,290,8292
"21",6199508,62359,31164,597,21759,355,29603,364,10423
"22",6162245,78119,39117,748,27349,443,37323,457,13093
"23",6115725,97701,49049,938,34354,553,47026,572,16436
"24",6057802,121935,61411,1175,43118,691,59214,717,20609
"25",5985927,151764,76756,1469,54056,863,74510,895,25806
"26",5897127,188235,95712,1835,67672,1080,93684,1117,32255
"27",5787991,232462,119007,2288,84559,1349,117689,1391,40224
"28",5654764,285531,147424,2846,105413,1686,147682,1728,50012
"29",5493506,348333,181779,3528,131023,2104,185072,2138,61963
"30",5300328,421395,222862,4358,162241,2622,231538,2635,76399
"31",5071856,504555,271282,5359,199958,3261,289076,3230,93663
"32",4805790,596638,327318,6547,245028,4045,359980,3929,114017
"33",4501648,695048,390740,7941,298101,5002,446864,4743,137566
"34",4161466,795559,460527,9547,359530,6159,552558,5668,164217
"35",3790410,892278,534639,11355,429083,7545,680034,6691,193532
"36",3397009,978003,609864,13335,505787,9186,832160,7788,224663
"37",2992696,1045075,681950,15425,587619,11103,1011477,8912,256243
"38",2590805,1086602,745815,17539,671483,13304,1219797,10005,286494
"39",2204902,1097819,796238,19567,753200,15783,1457835,11000,313263
"40",1847045,1077116,828604,21375,827859,18517,1724829,11816,334378
"41",1526332,1026408,839767,22822,890268,21461,2018286,12381,347878
"42",1248022,950781,828586,23791,935753,24549,2333863,12642,352476
"43",1013567,857385,796178,24196,960766,27697,2665556,12574,347685
"44",821177,754124,745665,24003,963445,30807,3006124,12183,333981
"45",666792,648469,681497,23233,943926,33780,3347648,11508,312701
"46",545122,546529,608807,21956,904130,36526,3682275,10607,285694
"47",450553,452636,532572,20278,847506,38968,4002832,9552,255144
"48",377765,369343,457096,18330,778392,41048,4303370,8423,223133
"49",322075,297676,385718,16238,701435,42736,4579468,7285,191451
"50",279596,237507,320658,14124,621077,44018,4828365,6191,161516
"51",247215,187989,263138,12083,541145,44905,5048871,5182,134237
"52",222499,147883,213551,10179,464679,45421,5241133,4277,110131
"53",203593,115795,171700,8463,393799,45604,5406392,3491,89355
"54",189087,90372,136978,6955,329830,45494,5546629,2821,71830
"55",177925,70371,108585,5658,273389,45137,5664280,2261,57295
"56",169312,54720,85636,4564,224536,44575,5762003,1800,45414
"57",162648,42515,67273,3654,182917,43850,5842488,1425,35807
"58",157481,33022,52685,2908,147965,42998,5908285,1124,28124
"59",153466,25650,41167,2303,118967,42049,5961743,883,22023
"60",150343,19929,32112,1817,95149,41032,6004964,692,17207
"61",147911,15489,25022,1429,75760,39967,6039767,541,13420
"62",146015,12044,19482,1121,60094,38873,6067715,423,10458
"63",144536,9369,15166,878,47512,37763,6090120,330,8140
"64",143382,7292,11803,686,37464,36650,6108066,258,6337
"65",142482,5678,9186,536,29478,35543,6122443,201,4931
"66",141779,4423,7149,419,23150,34448,6133977,157,3838
"67",141230,3448,5566,326,18153,33369,6143252,122,2986
"68",140801,2688,4335,255,14219,32311,6150737,95,2325
"69",140466,2097,3377,199,11127,31277,6156804,74,1810
"70",140204,1635,2632,155,8701,30267,6161751,58,1410
"71",139999,1276,2052,121,6799,29284,6165814,45,1099
"72",139840,995,1600,95,5311,28328,6169176,35,856
"73",139715,777,1248,74,4148,27400,6171984,28,668
"74",139617,607,973,58,3238,26498,6174354,22,521
"75",139540,474,759,45,2528,25625,6176374,17,406
"76",139481,370,592,35,1973,24778,6178115,13,317
"77",139434,289,462,27,1540,23958,6179634,10,247
"78",139398,226,361,21,1202,23164,6180973,8,193
"79",139369,177,282,17,938,22395,6182167,6,151
"80",139347,138,220,13,732,21652,6183242,5,118
"81",139329,108,172,10,572,20932,6184221,4,92
"82",139316,84,134,8,446,20236,6185120,3,72
"83",139305,66,105,6,348,19563,6185951,2,56
"84",139296,52,82,5,272,18912,6186726,2,44
"85",139290,40,64,4,213,18282,6187452,1,34
"86",139285,32,50,3,166,17673,6188136,1,27
"87",139281,25,39,2,130,17084,6188784,1,21
"88",139278,19,31,2,101,16515,6189399,1,16
"89",139275,15,24,1,79,15965,6189984,1,13
"90",139273,12,19,1,62,15434,6190545,0,10
"91",139272,9,15,1,48,14919,6191081,0,8
"92",139271,7,12,1,38,14422,6191595,0,6
"93",139270,6,9,1,30,13941,6192090,0,5
"94",139269,4,7,0,23,13476,6192565,0,4
"95",139268,3,5,0,18,13027,6193022,0,3
"96",139268,3,4,0,14,12593,6193462,0,2
"97",139268,2,3,0,11,12173,6193887,0,2
"98",139267,2,3,0,9,11768,6194297,0,1
"99",139267,1,2,0,7,11376,6194692,0,1
"100",139267,1,2,0,5,10996,6195074,0,1
"101",139267,1,1,0,4,10630,6195442,0,1
