"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6595783,26127,20528,2263,18788,4184,89529,1030,7408
"2",6587428,25472,20614,2195,20144,4422,96927,1090,7834
"3",6578831,25286,20435,2166,21066,4640,104778,1094,7869
"4",6570112,25287,20269,2143,21602,4847,112944,1085,7800
"5",6561341,25339,20176,2123,21889,5042,121292,1076,7736
"6",6552552,25388,20142,2107,22044,5228,129740,1071,7702
"7",6543755,25430,20140,2099,22130,5405,138243,1069,7688
"8",6534959,25458,20150,2094,22188,5575,146778,1069,7689
"9",6526163,25477,20166,2092,22229,5738,155337,1069,7693
"10",6517367,25488,20183,2093,22262,5895,163915,1070,7698
"11",6508573,25492,20196,2093,22290,6047,172509,1071,7704
"12",6499784,25493,20203,2094,22315,6195,181118,1071,7710
"13",6490998,25488,20211,2095,22333,6337,189741,1072,7713
"14",6482219,25477,20213,2095,22348,6475,198375,1072,7715
"15",6473449,25462,20211,2095,22358,6608,207019,1072,7715
"16",6464689,25443,20203,2096,22362,6738,215671,1073,7714
"17",6455941,25418,20192,2096,22363,6862,224330,1072,7712
"18",6447207,25387,20177,2095,22360,6983,232992,1072,7709
"19",6438489,25352,20157,2094,22353,7099,241659,1070,7703
"20",6429788,25311,20134,2092,22340,7212,250325,1069,7695
"21",6421106,25264,20109,2090,22322,7320,258990,1068,7685
"22",6412443,25215,20079,2088,22301,7425,267652,1067,7676
"23",6403803,25161,20043,2084,22276,7526,276309,1065,7665
"24",6395187,25102,20004,2081,22247,7622,284960,1063,7652
"25",6386596,25036,19963,2078,22212,7715,293603,1061,7637
"26",6378033,24967,19916,2074,22173,7804,302235,1059,7620
"27",6369497,24893,19866,2069,22130,7889,310857,1056,7603
"28",6360991,24816,19812,2064,22083,7971,319465,1054,7584
"29",6352517,24733,19756,2059,22033,8050,328056,1050,7563
"30",6344075,24645,19695,2053,21976,8125,336633,1048,7541
"31",6335668,24554,19630,2047,21917,8196,345190,1044,7519
"32",6327299,24456,19563,2041,21853,8264,353727,1041,7494
"33",6318965,24356,19490,2034,21788,8328,362240,1037,7469
"34",6310670,24254,19415,2027,21715,8390,370732,1033,7440
"35",6302415,24145,19337,2019,21638,8448,379199,1029,7412
"36",6294202,24032,19256,2012,21559,8503,387638,1025,7383
"37",6286032,23917,19168,2004,21478,8555,396049,1021,7352
"38",6277906,23798,19079,1995,21389,8604,404431,1016,7317
"39",6269827,23670,18990,1986,21298,8650,412780,1012,7284
"40",6261793,23543,18896,1977,21203,8692,421098,1007,7250
"41",6253808,23409,18800,1967,21105,8732,429381,1001,7214
"42",6245871,23274,18698,1957,21005,8769,437629,996,7177
"43",6237982,23137,18594,1947,20899,8803,445840,991,7138
"44",6230148,22994,18488,1937,20790,8834,454011,986,7098
"45",6222364,22848,18377,1926,20681,8862,462142,980,7060
"46",6214634,22700,18265,1915,20566,8888,470234,974,7017
"47",6206958,22548,18151,1903,20447,8911,478282,968,6973
"48",6199338,22393,18033,1892,20327,8932,486287,962,6931
"49",6191774,22235,17915,1880,20202,8950,494247,956,6885
"50",6184266,22076,17792,1868,20075,8965,502160,949,6840
"51",6176816,21913,17669,1855,19946,8977,510026,943,6793
"52",6169426,21747,17543,1843,19814,8987,517842,936,6745
"53",6162094,21580,17415,1830,19679,8994,525609,930,6697
"54",6154825,21408,17285,1817,19541,8999,533327,923,6649
"55",6147616,21234,17153,1804,19401,9002,540992,916,6598
