"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6745948,4488,3631,554,1917,92,573,359,1092
"2",6744506,4383,3600,661,2444,182,1428,391,1188
"3",6742911,4466,3546,710,2779,286,2505,387,1178
"4",6741235,4602,3545,729,2981,395,3717,382,1160
"5",6739509,4741,3590,738,3112,503,5010,382,1160
"6",6737741,4875,3663,747,3214,609,6353,386,1175
"7",6735930,5005,3751,759,3304,714,7740,394,1199
"8",6734076,5133,3846,775,3392,816,9164,404,1227
"9",6732176,5262,3945,792,3481,918,10629,414,1258
"10",6730229,5394,4044,811,3572,1020,12133,424,1291
"11",6728233,5531,4146,831,3663,1121,13678,435,1324
"12",6726186,5670,4250,852,3757,1222,15265,446,1357
"13",6724089,5812,4357,874,3852,1323,16895,457,1391
"14",6721939,5958,4467,896,3949,1425,18569,469,1426
"15",6719736,6106,4579,918,4050,1527,20287,481,1462
"16",6717478,6260,4693,941,4151,1629,22051,493,1498
"17",6715164,6415,4811,965,4256,1731,23861,505,1536
"18",6712794,6573,4932,989,4361,1834,25719,518,1574
"19",6710364,6736,5054,1014,4472,1938,27625,531,1614
"20",6707874,6903,5180,1039,4583,2043,29581,544,1653
"21",6705324,7072,5308,1065,4697,2148,31588,557,1695
"22",6702712,7246,5440,1092,4814,2254,33647,571,1737
"23",6700035,7423,5573,1118,4934,2361,35759,585,1780
"24",6697294,7605,5710,1146,5055,2468,37924,600,1823
"25",6694487,7790,5850,1174,5180,2577,40145,614,1868
"26",6691610,7980,5992,1203,5309,2687,42422,630,1914
"27",6688665,8175,6138,1233,5439,2798,44757,645,1961
"28",6685649,8371,6288,1263,5571,2910,47151,660,2008
"29",6682562,8573,6440,1293,5708,3023,49604,677,2057
"30",6679399,8779,6596,1324,5847,3138,52119,693,2107
"31",6676163,8989,6755,1357,5989,3254,54696,710,2158
"32",6672848,9203,6917,1390,6134,3372,57338,727,2211
"33",6669457,9421,7083,1423,6282,3491,60045,744,2263
"34",6665985,9645,7252,1457,6433,3612,62819,762,2318
"35",6662432,9872,7425,1492,6587,3735,65660,780,2373
"36",6658796,10104,7601,1528,6745,3859,68571,799,2429
"37",6655076,10339,7781,1564,6906,3985,71552,818,2487
"38",6651270,10581,7962,1602,7070,4113,74605,837,2546
"39",6647376,10827,8149,1639,7237,4243,77733,856,2605
"40",6643393,11076,8339,1678,7408,4374,80935,877,2666
"41",6639317,11332,8533,1717,7582,4508,84214,897,2729
"42",6635150,11591,8730,1757,7760,4644,87571,918,2792
"43",6630889,11856,8931,1797,7941,4782,91007,939,2857
"44",6626530,12126,9138,1838,8125,4922,94524,961,2922
"45",6622075,12400,9346,1880,8313,5065,98124,982,2991
"46",6617520,12678,9559,1924,8504,5209,101808,1005,3058
"47",6612863,12965,9774,1968,8699,5356,105578,1028,3128
"48",6608104,13254,9994,2013,8898,5506,109434,1052,3198
"49",6603241,13547,10219,2058,9099,5658,113381,1075,3270
"50",6598271,13846,10447,2105,9306,5812,117417,1099,3344
"51",6593194,14148,10679,2152,9516,5969,121546,1124,3419
"52",6588007,14457,10914,2200,9729,6128,125768,1149,3494
"53",6582710,14769,11153,2249,9946,6291,130086,1174,3572
"54",6577300,15088,11396,2298,10166,6456,134501,1199,3650
"55",6571775,15409,11645,2348,10388,6624,139013,1226,3728
"56",6566135,15734,11896,2401,10616,6795,143626,1253,3810
"57",6560376,16068,12150,2452,10847,6968,148341,1280,3892
"58",6554498,16406,12407,2505,11082,7145,153159,1307,3975
"59",6548499,16747,12672,2558,11320,7324,158083,1335,4059
"60",6542379,17092,12937,2613,11563,7507,163113,1363,4146
"61",6536134,17442,13206,2667,11809,7692,168252,1391,4234
"62",6529764,17798,13479,2723,12059,7880,173500,1420,4322
"63",6523267,18157,13757,2780,12311,8071,178860,1450,4410
"64",6516642,18521,14036,2838,12568,8266,184332,1480,4502
"65",6509888,18888,14320,2895,12828,8463,189920,1509,4593
"66",6503004,19261,14606,2955,13089,8664,195624,1541,4686
"67",6495987,19636,14897,3014,13355,8868,201446,1571,4780
"68",6488835,20017,15191,3074,13625,9074,207386,1602,4875
"69",6481548,20402,15489,3135,13897,9284,213448,1633,4971
"70",6474127,20788,15789,3198,14173,9497,219631,1666,5069
"71",6466568,21179,16093,3261,14451,9713,225938,1698,5166
"72",6458872,21573,16399,3324,14734,9932,232370,1731,5266
"73",6451036,21970,16707,3388,15019,10155,238928,1764,5366
"74",6443060,22370,17019,3451,15307,10381,245614,1796,5467
"75",6434945,22772,17334,3516,15598,10610,252429,1830,5569
"76",6426688,23177,17649,3582,15892,10842,259372,1865,5671
"77",6418289,23584,17968,3649,16187,11078,266448,1898,5775
"78",6409746,23995,18287,3715,16485,11317,273658,1933,5880
"79",6401060,24408,18610,3782,16784,11559,281001,1967,5983
"80",6392232,24819,18936,3849,17086,11804,288477,2001,6089
"81",6383261,25231,19261,3917,17391,12051,296090,2036,6197
"82",6374144,25648,19589,3984,17696,12302,303840,2072,6302
"83",6364881,26065,19917,4052,18005,12556,311726,2106,6411
"84",6355475,26483,20245,4122,18315,12813,319751,2142,6518
"85",6345926,26899,20576,4191,18624,13073,327915,2177,6625
"86",6336233,27317,20904,4260,18937,13336,336217,2212,6734
"87",6326397,27734,21234,4329,19247,13601,344661,2248,6841
"88",6316415,28153,21565,4398,19559,13869,353244,2283,6949
"89",6306291,28569,21897,4468,19872,14140,361967,2319,7057
"90",6296023,28985,22229,4536,20185,14413,370832,2354,7166
"91",6285616,29397,22558,4607,20499,14689,379836,2390,7275
"92",6275067,29811,22884,4676,20814,14968,388983,2426,7383
"93",6264379,30221,23214,4744,21125,15248,398273,2460,7489
"94",6253554,30626,23541,4814,21437,15530,407701,2496,7596
"95",6242590,31029,23866,4883,21750,15814,417270,2531,7704
"96",6231491,31428,24189,4952,22061,16101,426981,2566,7811
"97",6220257,31823,24509,5021,22371,16390,436832,2602,7917
"98",6208892,32215,24826,5089,22676,16680,446823,2636,8020
"99",6197396,32604,25140,5156,22981,16973,456954,2670,8125
"100",6185772,32986,25450,5222,23284,17266,467222,2704,8227
"101",6174021,33361,25762,5287,23583,17561,477628,2736,8328
"102",6162145,33733,26065,5353,23882,17857,488169,2770,8431
"103",6150146,34100,26364,5418,24176,18153,498845,2802,8529
"104",6138029,34459,26658,5482,24467,18452,509656,2836,8628
"105",6125798,34808,26949,5546,24754,18750,520598,2867,8724
"106",6113451,35154,27233,5607,25038,19049,531671,2898,8820
"107",6100992,35491,27514,5668,25316,19349,542873,2929,8912
"108",6088427,35818,27788,5727,25592,19648,554203,2959,9005
"109",6075756,36138,28058,5786,25861,19948,565657,2988,9094
"110",6062983,36450,28321,5844,26125,20248,577233,3017,9180
"111",6050113,36752,28574,5900,26386,20547,588931,3046,9269
"112",6037149,37043,28823,5955,26638,20846,600749,3073,9351
"113",6024094,37326,29063,6008,26886,21144,612682,3099,9433
"114",6010952,37596,29298,6061,27126,21441,624729,3126,9511
"115",5997729,37854,29523,6112,27362,21736,636887,3151,9589
"116",5984425,38106,29739,6160,27588,22030,649155,3175,9661
"117",5971049,38341,29949,6208,27807,22322,661526,3198,9732
"118",5957604,38566,30150,6253,28018,22613,673999,3221,9799
"119",5944091,38781,30339,6298,28224,22901,686570,3243,9867
"120",5930515,38983,30520,6339,28421,23188,699237,3263,9929
