sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,int_start2,int_length1,beta0est,alphaest,muest,deltaest,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip,Ia_init,Ip_init,Is_init,Im_init,Hr_init,Hd_init,R0_init,D0_init
2020-10-15,2021-05-15,76,0.875,0.45,2021-05-15,0,0,0,0,0,1,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.775,0.65,2021-05-15,0,0,0,0,0,2,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.725,0.75,2021-05-15,0,0,0,0,0,3,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.825,0.55,2021-05-15,0,0,0,0,0,4,2021-07-30,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,2021-05-15,76,0.8125,0.425,2021-05-15,0,0.588920208923878,0.864463529450362,0.879612842627837,0.0829412880799426,5,2021-07-30,-82.9871488367002,0,0,29194.7739478213,0.216470739159093,34895.6912152381,1085.85881202939,546.830978433892,4580.87920577065,981.749294918699,218.382660806486,3312840.63542082,5774.56062643004
