"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",5898792,16179,10762,633,12822,3348,402810,321,4383
"2",5891489,17902,11661,629,12761,3342,407561,319,4361
"3",5883953,19264,12765,653,13085,3336,412290,346,4724
"4",5875993,20583,13857,698,13744,3333,417138,379,5171
"5",5867504,21974,14929,752,14619,3339,422229,411,5615
"6",5858429,23472,16015,810,15626,3353,427641,443,6048
"7",5848720,25086,17147,871,16726,3376,433420,475,6488
"8",5838343,26813,18342,934,17905,3409,439601,509,6946
"9",5827258,28652,19614,1001,19160,3451,446211,544,7430
"10",5815421,30608,20967,1071,20499,3503,453277,582,7945
"11",5802789,32686,22404,1145,21926,3564,460832,622,8496
"12",5789315,34889,23935,1224,23442,3636,468905,665,9076
"13",5774947,37226,25559,1308,25054,3719,477532,710,9696
"14",5759634,39701,27285,1398,26769,3813,486746,758,10354
"15",5743322,42322,29113,1492,28593,3919,496585,809,11053
"16",5725957,45094,31049,1592,30527,4037,507090,863,11794
"17",5707484,48017,33100,1699,32579,4168,518299,921,12578
"18",5687843,51100,35267,1812,34754,4312,530258,982,13409
"19",5666974,54348,37554,1931,37059,4470,543010,1046,14289
"20",5644818,57764,39965,2057,39494,4643,556604,1114,15214
"21",5621315,61348,42509,2191,42065,4831,571087,1186,16190
"22",5596404,65105,45182,2331,44781,5035,586507,1261,17220
"23",5570022,69036,47989,2479,47643,5256,602921,1340,18303
"24",5542112,73142,50929,2635,50656,5494,620378,1424,19441
"25",5512610,77423,54006,2798,53821,5750,638938,1511,20633
"26",5481463,81873,57222,2969,57143,6024,658652,1602,21880
"27",5448611,86493,60575,3148,60619,6319,679581,1698,23181
"28",5414005,91274,64065,3335,64256,6633,701778,1797,24538
"29",5377593,96212,67684,3529,68055,6968,725305,1901,25954
"30",5339338,101291,71432,3732,72007,7324,750222,2008,27420
"31",5299199,106502,75306,3942,76112,7701,776584,2120,28936
"32",5257144,111833,79288,4159,80375,8101,804446,2234,30509
"33",5213151,117262,83379,4383,84779,8525,833867,2352,32120
