b1	r1
0.731	0.022
0.728	0.021
0.736	0.021
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.716	0.022
0.716	0.022
0.716	0.022
0.729	0.021
0.729	0.021
0.73	0.021
0.73	0.021
0.73	0.021
0.73	0.021
0.73	0.021
0.73	0.021
0.731	0.021
0.731	0.021
0.731	0.021
0.731	0.021
0.731	0.021
0.732	0.021
0.716	0.022
0.739	0.02
0.739	0.02
0.739	0.02
0.739	0.02
0.739	0.02
0.739	0.02
0.725	0.021
0.73	0.021
0.73	0.021
0.73	0.021
0.73	0.021
0.722	0.021
0.722	0.021
0.722	0.021
0.722	0.021
0.722	0.021
0.722	0.021
0.708	0.022
0.708	0.022
0.708	0.022
0.708	0.022
0.708	0.022
0.708	0.022
0.736	0.02
0.736	0.02
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.724	0.021
0.714	0.023
0.718	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.715	0.022
0.726	0.022
0.726	0.022
0.728	0.021
0.728	0.021
0.729	0.021
0.718	0.022
0.718	0.022
0.718	0.022
0.725	0.021
0.725	0.021
0.737	0.021
0.719	0.022
0.72	0.022
0.72	0.022
0.72	0.022
0.72	0.022
0.725	0.021
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.722	0.022
0.717	0.022
0.717	0.022
0.717	0.022
0.717	0.022
0.722	0.022
0.722	0.022
0.731	0.021
0.736	0.021
0.72	0.022
0.72	0.022
0.72	0.022
0.72	0.022
0.725	0.021
0.729	0.022
0.729	0.022
0.729	0.022
0.729	0.022
0.729	0.022
0.729	0.022
0.729	0.022
0.712	0.022
0.712	0.022
0.74	0.02
0.74	0.02
0.726	0.021
0.726	0.021
