b1	r1
1.227	0.04
1.198	0.041
1.198	0.041
1.198	0.041
1.318	0.031
1.318	0.031
1.278	0.032
1.278	0.032
1.278	0.032
1.245	0.037
1.216	0.038
1.216	0.038
1.278	0.033
1.242	0.037
1.206	0.042
1.192	0.039
1.192	0.039
1.124	0.051
1.124	0.051
1.124	0.051
1.124	0.051
1.224	0.041
1.224	0.041
1.224	0.041
1.346	0.029
1.209	0.039
1.297	0.033
1.351	0.028
1.233	0.037
1.352	0.028
1.352	0.028
1.352	0.028
1.237	0.04
1.275	0.034
1.178	0.041
1.178	0.041
1.33	0.028
1.33	0.028
1.33	0.028
1.265	0.037
1.265	0.037
1.265	0.037
1.152	0.043
1.321	0.032
1.226	0.036
1.226	0.036
1.226	0.036
1.226	0.036
1.226	0.036
1.226	0.036
1.226	0.036
1.255	0.036
1.255	0.036
1.255	0.036
1.255	0.036
1.255	0.036
1.255	0.036
1.255	0.036
1.256	0.037
1.277	0.033
1.403	0.024
1.403	0.024
1.403	0.024
1.288	0.033
1.288	0.033
1.288	0.033
1.276	0.031
1.166	0.048
1.166	0.048
1.258	0.034
1.276	0.032
1.276	0.032
1.231	0.036
1.386	0.026
1.386	0.026
1.272	0.035
1.272	0.035
1.272	0.035
1.272	0.035
1.272	0.035
1.272	0.035
1.272	0.035
1.25	0.035
1.25	0.035
1.25	0.035
1.25	0.035
1.25	0.035
1.25	0.035
1.289	0.036
1.238	0.037
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.255	0.034
1.228	0.038
1.228	0.038
1.228	0.038
1.228	0.038
1.228	0.038
1.228	0.038
1.228	0.038
1.228	0.038
1.338	0.029
1.359	0.029
1.359	0.029
1.302	0.032
1.268	0.034
1.268	0.034
1.268	0.034
1.268	0.034
1.268	0.034
1.268	0.034
1.284	0.031
1.284	0.031
1.207	0.04
1.207	0.04
1.207	0.04
1.207	0.04
1.207	0.04
1.207	0.04
1.242	0.039
1.242	0.039
1.242	0.039
1.242	0.039
1.242	0.039
1.276	0.034
1.276	0.034
1.223	0.039
1.45	0.022
1.45	0.022
1.208	0.038
1.208	0.038
1.208	0.038
1.208	0.038
1.366	0.031
1.366	0.031
1.366	0.031
1.333	0.029
1.333	0.029
1.333	0.029
1.333	0.029
1.128	0.047
1.386	0.028
1.314	0.032
1.314	0.032
1.314	0.032
1.176	0.045
1.176	0.045
1.176	0.045
1.321	0.031
1.321	0.031
1.321	0.031
1.321	0.031
1.321	0.031
1.321	0.031
1.31	0.034
1.31	0.034
1.4	0.025
1.4	0.025
1.4	0.025
1.188	0.041
1.245	0.038
1.245	0.038
1.245	0.038
1.245	0.038
1.245	0.038
1.245	0.038
1.283	0.033
1.283	0.033
1.306	0.03
1.306	0.03
1.306	0.03
1.306	0.03
1.306	0.03
1.306	0.03
1.243	0.037
1.243	0.037
1.226	0.038
1.226	0.038
1.226	0.038
1.226	0.038
1.226	0.038
1.16	0.045
1.16	0.045
1.16	0.045
1.16	0.045
1.16	0.045
1.16	0.045
1.16	0.045
1.331	0.029
1.331	0.029
1.331	0.029
1.331	0.029
1.331	0.029
1.331	0.029
1.349	0.03
1.349	0.03
1.349	0.03
1.349	0.03
1.244	0.038
1.178	0.043
1.178	0.043
1.223	0.038
1.223	0.038
1.167	0.043
1.167	0.043
1.301	0.032
1.272	0.036
1.272	0.036
1.249	0.037
1.249	0.037
1.249	0.037
1.249	0.037
1.311	0.032
1.311	0.032
1.243	0.038
1.269	0.035
1.269	0.035
1.269	0.035
1.335	0.031
1.335	0.031
1.332	0.032
1.332	0.032
1.332	0.032
1.332	0.032
1.332	0.032
1.332	0.032
1.287	0.032
1.173	0.048
1.173	0.048
1.392	0.026
1.23	0.038
1.23	0.038
1.23	0.038
1.23	0.038
1.23	0.038
1.369	0.027
1.28	0.035
1.28	0.035
1.28	0.035
1.28	0.035
1.28	0.035
1.28	0.035
1.28	0.035
1.252	0.037
1.264	0.036
1.264	0.036
1.264	0.036
1.348	0.028
1.348	0.028
1.246	0.038
1.246	0.038
1.269	0.033
1.269	0.033
1.269	0.033
1.269	0.033
1.269	0.033
1.269	0.033
1.134	0.05
1.134	0.05
1.134	0.05
1.213	0.038
1.214	0.037
1.288	0.033
1.388	0.026
1.388	0.026
1.349	0.03
1.276	0.038
1.327	0.032
1.327	0.032
1.327	0.032
1.452	0.024
1.298	0.033
1.298	0.033
1.298	0.033
1.178	0.044
1.267	0.037
1.267	0.037
1.267	0.037
1.35	0.027
1.35	0.027
1.35	0.027
1.304	0.029
1.324	0.028
1.324	0.028
1.17	0.044
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.237	0.035
1.172	0.045
1.172	0.045
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.214	0.039
1.281	0.033
1.176	0.042
1.176	0.042
1.176	0.042
1.188	0.04
1.271	0.036
1.271	0.036
1.271	0.036
