b1	r1
0.566	0.027
0.566	0.027
0.548	0.029
0.517	0.03
0.517	0.03
0.517	0.03
0.575	0.028
0.575	0.028
0.575	0.028
0.575	0.028
0.575	0.028
0.575	0.028
0.594	0.028
0.572	0.027
0.558	0.028
0.558	0.028
0.558	0.028
0.517	0.03
0.517	0.03
0.575	0.028
0.608	0.026
0.608	0.026
0.608	0.026
0.608	0.026
0.608	0.026
0.609	0.028
0.577	0.028
0.577	0.028
0.591	0.027
0.591	0.027
0.591	0.027
0.591	0.027
0.591	0.027
0.591	0.027
0.591	0.027
0.591	0.027
0.591	0.027
0.571	0.029
0.571	0.029
0.571	0.029
0.571	0.029
0.571	0.029
0.566	0.03
0.566	0.03
0.566	0.03
0.566	0.03
0.59	0.028
0.6	0.027
0.6	0.027
0.6	0.027
0.6	0.027
0.528	0.028
0.574	0.027
0.574	0.027
0.574	0.027
0.574	0.027
0.577	0.029
0.522	0.029
0.568	0.027
0.568	0.027
0.568	0.027
0.541	0.029
0.541	0.029
0.541	0.029
0.515	0.03
0.515	0.03
0.515	0.03
0.505	0.03
0.505	0.03
0.553	0.029
0.534	0.029
0.534	0.029
0.534	0.029
0.534	0.029
0.534	0.029
0.613	0.027
0.54	0.028
0.6	0.027
0.538	0.029
0.538	0.029
0.538	0.029
0.538	0.029
0.538	0.029
0.538	0.029
0.538	0.029
0.554	0.029
0.554	0.029
0.554	0.029
0.553	0.029
0.576	0.028
0.576	0.028
0.598	0.027
0.598	0.027
0.585	0.028
0.585	0.028
0.585	0.028
0.585	0.028
0.585	0.028
0.585	0.028
0.523	0.029
0.554	0.029
0.554	0.029
0.554	0.029
0.541	0.03
0.552	0.028
0.552	0.028
0.552	0.028
0.552	0.028
0.552	0.028
0.552	0.028
0.552	0.028
0.523	0.03
0.523	0.03
0.523	0.03
0.503	0.032
0.503	0.032
0.528	0.028
0.528	0.028
0.528	0.028
0.528	0.028
0.528	0.028
0.528	0.028
0.528	0.028
0.528	0.028
0.605	0.027
0.605	0.027
0.504	0.03
0.504	0.03
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
0.588	0.028
