"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",5110492,50091,32049,615,40326,3359,1108410,301,13744
"2",5086892,56418,35387,599,40056,3349,1122640,298,13637
"3",5062427,61427,39457,622,41301,3338,1136770,329,15057
"4",5036376,66296,43485,671,43846,3330,1151338,367,16787
"5",5008352,71458,47440,732,47228,3331,1166800,405,18502
"6",4978136,77034,51453,799,51127,3342,1183450,442,20185
"7",4945592,83015,55645,869,55391,3364,1201466,479,21893
"8",4910592,89391,60074,942,59969,3397,1220977,517,23677
"9",4873018,96139,64781,1019,64851,3440,1242094,559,25560
"10",4832750,103257,69766,1101,70050,3496,1264922,603,27562
"11",4789676,110728,75037,1187,75579,3563,1289573,649,29683
"12",4743688,118535,80591,1278,81448,3642,1316161,698,31929
"13",4694683,126666,86424,1374,87652,3733,1344809,750,34290
"14",4642583,135089,92526,1475,94199,3838,1375632,804,36771
"15",4587316,143774,98879,1581,101085,3955,1408751,861,39368
"16",4528838,152678,105462,1692,108299,4087,1444286,920,42072
"17",4467119,161747,112256,1808,115825,4233,1482353,981,44874
"18",4402165,170927,119224,1927,123650,4393,1523056,1044,47763
"19",4334001,180147,126331,2051,131740,4568,1566505,1109,50728
"20",4262693,189334,133524,2176,140066,4757,1612792,1175,53753
"21",4188342,198399,140759,2305,148575,4962,1661999,1242,56808
"22",4111087,207239,147975,2435,157234,5180,1714192,1309,59891
"23",4031093,215765,155104,2566,165977,5413,1769424,1376,62962
"24",3948577,223881,162065,2696,174741,5660,1827722,1442,65997
"25",3863793,231463,168805,2824,183440,5921,1889097,1507,68955
"26",3777030,238408,175230,2949,192007,6194,1953524,1570,71823
"27",3688608,244620,181255,3069,200355,6479,2020956,1629,74556
"28",3598883,249995,186798,3185,208389,6774,2091318,1685,77122
"29",3508222,254447,191788,3293,216011,7079,2164501,1737,79481
"30",3417031,257896,196144,3392,223127,7392,2240360,1783,81603
"31",3325709,260284,199795,3481,229640,7711,2318720,1824,83458
"32",3234679,261562,202681,3558,235463,8034,2399365,1857,85010
"33",3144340,261707,204751,3623,240510,8360,2482052,1885,86239
"34",3055102,260702,205973,3673,244691,8685,2566516,1904,87118
"35",2967345,258562,206317,3710,247954,9007,2652447,1915,87638
"36",2881430,255321,205770,3730,250237,9325,2739530,1918,87786
"37",2797684,251021,204346,3736,251504,9636,2827415,1914,87554
"38",2716404,245743,202055,3727,251722,9938,2915753,1902,86947
"39",2637842,239564,198944,3699,250897,10228,3004167,1879,85972
"40",2562215,232585,195055,3657,249026,10504,3092300,1851,84646
"41",2489691,224906,190448,3601,246150,10763,3179783,1814,82995
"42",2420407,216638,185195,3531,242301,11004,3266266,1772,81033
"43",2354454,207888,179381,3448,237541,11226,3351405,1724,78794
"44",2291885,198770,173075,3354,231951,11427,3434880,1669,76323
"45",2232715,189398,166368,3249,225607,11605,3516400,1611,73638
"46",2176923,179880,159347,3136,218596,11759,3595701,1549,70782
"47",2124472,170303,152095,3015,211017,11890,3672549,1483,67797
"48",2075286,160764,144693,2888,202967,11996,3746749,1415,64713
"49",2029285,151328,137221,2758,194539,12078,3818133,1347,61560
"50",1986356,142075,129742,2625,185838,12135,3886571,1278,58384
"51",1946385,133057,122324,2490,176957,12168,3951961,1208,55200
"52",1909237,124323,115020,2355,167983,12178,4014245,1139,52047
"53",1874777,115913,107884,2222,158991,12164,4073391,1071,48935
"54",1842868,107854,100946,2089,150066,12129,4129389,1004,45901
"55",1813364,100169,94247,1961,141269,12073,4182259,940,42948
"56",1786121,92871,87812,1835,132655,11998,4232050,878,40099
"57",1761001,85966,81657,1715,124271,11904,4278828,818,37361
"58",1737864,79460,75798,1598,116160,11793,4322669,761,34742
"59",1716582,73342,70244,1487,108354,11666,4363668,706,32249
"60",1697021,67613,64994,1381,100877,11525,4401931,655,29885
"61",1679060,62259,60052,1280,93742,11371,4437578,605,27652
"62",1662582,57269,55408,1185,86970,11205,4470722,560,25552
"63",1647476,52626,51066,1095,80556,11029,4501494,516,23575
"64",1633637,48318,47011,1011,74503,10844,4530018,476,21726
"65",1620966,44327,43235,932,68812,10651,4556420,438,20000
"66",1609373,40635,39721,858,63479,10451,4580825,403,18396
"67",1598771,37225,36462,789,58489,10246,4603359,370,16900
