sim_start,int_start1,int_length2,soc_dist_level_wfh,Ca,delta,mu,int_start2,int_length1,beta0est,alphaest,alpha1est,paramset,iso_start,log_lik,R0,Reff,E_init,soc_dist_level_sip,Ia_init,Ip_init,Is_init,Im_init,Hr_init,Hd_init,R0_init,D0_init
2020-10-10,2020-12-26,76,0.875,0.45,0.225,0.93125,2020-12-27,1,0,0,0,1,2021-03-13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,2020-12-26,76,0.775,0.65,0.125,0.95625,2020-12-27,1,0,0,0,2,2021-03-13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,2020-12-26,76,0.725,0.75,0.275,0.94375,2020-12-27,1,0,0,0,3,2021-03-13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,2020-12-26,76,0.825,0.55,0.175,0.96875,2020-12-27,1,0,0,0,4,2021-03-13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,2020-12-26,76,0.8125,0.425,0.2875,0.934375,2020-12-27,1,0.460771939844706,0.761153995688584,1.03855168161291,5,2021-03-13,-76.4997437455298,1.81376200637918,0.289596028134549,5021.5467143374,0.218609683701721,4825.76684822682,363.046006120521,96.0128736499852,483.961313264269,334.201398326713,93.6341921977507,1725622.16610289,7645.59927148185
