"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999219,145,106,20,87,23,400,12,31
"2",999165,150,110,22,90,25,438,13,33
"3",999107,155,114,24,94,28,477,13,34
"4",999047,162,118,26,97,31,519,14,36
"5",998985,168,122,27,100,35,562,14,37
"6",998920,175,127,28,104,38,607,15,38
"7",998853,182,132,29,108,41,654,15,40
"8",998783,189,138,30,112,45,703,16,41
"9",998710,197,143,32,117,48,754,17,43
"10",998634,205,149,33,121,52,806,17,45
"11",998556,213,155,34,126,56,861,18,46
"12",998474,221,161,35,131,60,918,19,49
"13",998389,230,167,37,136,63,977,20,50
"14",998300,239,174,38,142,67,1039,20,52
"15",998209,248,181,40,147,72,1104,21,54
"16",998113,258,188,41,153,76,1171,22,56
"17",998014,269,195,43,159,80,1240,23,59
"18",997910,279,203,45,165,85,1313,24,61
"19",997803,290,211,47,172,89,1388,25,64
"20",997691,302,219,48,179,94,1466,26,66
"21",997575,314,228,50,186,99,1548,27,69
"22",997455,326,237,52,193,104,1632,28,71
"23",997329,339,246,54,201,109,1721,29,74
"24",997199,352,256,57,209,115,1812,30,77
"25",997064,366,266,59,217,121,1907,31,80
"26",996923,381,277,61,225,126,2007,32,83
"27",996777,396,288,63,234,132,2110,34,87
"28",996624,411,299,66,244,138,2217,35,90
"29",996466,428,311,69,253,145,2328,36,94
"30",996302,445,323,71,263,151,2444,38,97
"31",996131,462,336,74,274,158,2564,39,101
"32",995953,481,349,77,285,165,2690,41,105
"33",995769,499,363,80,296,173,2820,42,109
"34",995576,519,377,83,308,180,2955,44,114
"35",995377,540,392,87,320,188,3096,46,118
"36",995170,561,408,90,333,196,3243,48,123
"37",994954,583,424,94,346,205,3395,50,128
"38",994731,605,440,97,359,213,3553,52,133
"39",994498,630,458,101,373,223,3718,54,138
"40",994256,654,476,105,388,232,3889,56,143
"41",994005,680,495,109,403,242,4067,58,149
"42",993744,707,514,114,419,252,4251,60,155
"43",993473,734,534,118,435,262,4443,63,161
"44",993191,763,555,123,452,273,4643,65,167
"45",992898,792,577,127,470,284,4850,68,174
"46",992594,823,599,132,489,296,5066,70,181
"47",992278,856,623,138,508,308,5290,73,187
"48",991949,889,647,143,528,321,5523,76,195
"49",991608,923,673,149,548,334,5765,79,202
"50",991254,959,698,154,570,348,6016,82,211
"51",990886,996,726,160,592,362,6278,85,219
"52",990504,1035,753,167,615,377,6549,88,227
"53",990107,1075,783,173,639,392,6831,92,236
"54",989695,1117,813,180,664,408,7124,95,245
"55",989266,1160,845,187,690,424,7428,99,255
"56",988822,1205,877,194,717,441,7745,103,265
"57",988360,1251,912,201,744,458,8074,107,274
"58",987881,1299,946,209,773,477,8415,111,286
"59",987383,1349,983,217,803,496,8769,115,296
"60",986867,1400,1020,226,834,515,9138,119,308
