"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999204,160,106,14,92,23,400,7,36
"2",999134,175,115,15,99,24,438,8,39
"3",999059,189,125,15,107,26,478,8,42
"4",998979,205,136,16,116,28,521,9,46
"5",998891,222,148,18,125,30,567,10,50
"6",998797,240,160,19,136,31,617,10,54
"7",998694,260,173,21,147,34,672,11,58
"8",998583,281,187,22,159,36,731,12,63
"9",998462,305,203,24,173,38,795,13,68
"10",998332,330,220,26,187,41,864,14,74
"11",998191,357,238,28,202,44,939,16,80
"12",998039,386,258,31,219,47,1020,17,87
"13",997873,418,279,33,237,51,1107,18,94
"14",997694,453,302,36,257,55,1202,20,102
"15",997500,491,327,39,278,59,1305,21,110
"16",997290,531,354,42,301,64,1417,23,119
"17",997063,575,384,46,326,68,1538,25,129
"18",996817,623,415,49,353,74,1668,27,140
"19",996551,674,450,54,382,80,1810,29,151
"20",996263,730,487,58,414,86,1963,32,164
"21",995951,790,527,63,448,93,2128,34,177
"22",995613,855,570,68,486,100,2308,37,192
"23",995248,926,617,74,526,108,2502,40,208
"24",994852,1002,668,80,569,117,2712,44,225
"25",994424,1084,723,86,616,126,2940,47,243
"26",993961,1174,783,93,667,136,3186,51,263
"27",993460,1270,848,101,722,147,3453,55,285
"28",992918,1374,917,109,781,159,3741,60,309
"29",992332,1487,992,118,845,172,4054,65,334
"30",991698,1608,1073,128,915,186,4392,70,361
"31",991012,1739,1161,138,990,201,4758,76,391
"32",990270,1881,1256,150,1071,217,5154,82,423
"33",989469,2034,1359,162,1159,235,5582,89,457
"34",988602,2199,1470,175,1254,254,6045,96,495
"35",987665,2377,1589,190,1357,275,6547,104,535
"36",986653,2569,1719,205,1467,297,7089,113,578
"37",985560,2777,1857,222,1586,322,7676,122,625
"38",984379,3000,2008,240,1715,348,8310,132,676
"39",983105,3240,2169,259,1854,376,8996,142,731
"40",981729,3498,2343,280,2005,407,9738,153,790
"41",980244,3777,2531,303,2166,440,10539,166,853
"42",978642,4076,2732,327,2341,476,11405,179,921
"43",976916,4397,2950,353,2529,515,12341,193,995
"44",975053,4743,3184,381,2731,556,13351,209,1074
"45",973048,5113,3435,412,2948,601,14443,226,1159
"46",970886,5511,3705,444,3182,650,15622,243,1251
"47",968560,5937,3995,479,3433,703,16894,262,1348
"48",966058,6392,4305,517,3703,759,18266,283,1454
"49",963366,6880,4638,557,3993,820,19746,305,1567
"50",960474,7400,4993,600,4305,885,21343,328,1689
"51",957368,7955,5373,647,4638,956,23064,353,1818
"52",954034,8545,5780,697,4994,1032,24918,381,1956
"53",950459,9174,6213,749,5376,1113,26915,409,2104
"54",946627,9842,6676,805,5784,1201,29064,439,2262
"55",942525,10551,7167,866,6219,1295,31377,472,2430
"56",938138,11299,7689,930,6684,1396,33863,507,2609
"57",933450,12091,8242,999,7178,1505,36536,544,2799
"58",928446,12926,8828,1072,7703,1621,39405,584,3000
"59",923109,13805,9447,1149,8260,1746,42485,625,3213
"60",917426,14728,10100,1230,8851,1879,45788,669,3439
"61",911383,15691,10788,1316,9475,2021,49326,715,3676
"62",904964,16699,11508,1406,10134,2173,53114,764,3927
"63",898158,17747,12264,1502,10829,2335,57166,815,4189
"64",890952,18833,13053,1601,11558,2508,61495,868,4463
"65",883335,19956,13871,1706,12323,2691,66117,924,4751
"66",875299,21111,14722,1816,13123,2886,71044,982,5049
"67",866836,22293,15602,1929,13956,3092,76292,1043,5358
"68",857941,23501,16506,2047,14821,3311,81873,1105,5679
"69",848614,24724,17434,2168,15719,3542,87800,1169,6008
"70",838851,25961,18380,2293,16644,3785,94086,1234,6345
"71",828657,27203,19340,2421,17593,4041,100743,1301,6690
"72",818041,28438,20313,2552,18566,4310,107780,1369,7040
"73",807012,29660,21287,2685,19558,4592,115206,1438,7394
"74",795585,30859,22260,2819,20564,4886,123028,1507,7749
"75",783774,32029,23222,2953,21575,5193,131254,1576,8102
"76",771606,33153,24171,3087,22587,5512,139885,1644,8452
"77",759105,34222,25094,3220,23596,5843,148921,1711,8797
"78",746300,35225,25984,3349,24595,6185,158363,1776,9136
"79",733224,36154,26833,3476,25571,6537,168205,1840,9458
"80",719917,36995,27632,3597,26521,6898,178440,1899,9768
"81",706415,37740,28375,3713,27434,7268,189056,1956,10059
"82",692759,38383,29050,3824,28301,7644,200039,2009,10328
"83",678996,38909,29655,3924,29117,8026,211372,2056,10575
"84",665170,39319,30178,4015,29872,8413,223033,2099,10795
"85",651332,39599,30614,4097,30557,8802,234998,2136,10985
"86",637524,39752,30960,4170,31161,9192,247242,2168,11142
"87",623793,39777,31206,4228,31685,9580,259730,2191,11268
"88",610187,39667,31356,4273,32116,9966,272435,2208,11359
"89",596749,39427,31399,4308,32455,10346,285316,2220,11414
"90",583521,39060,31343,4327,32693,10720,298337,2223,11429
"91",570543,38570,31183,4332,32828,11083,311460,2218,11409
"92",557852,37961,30926,4324,32858,11436,324644,2207,11350
"93",545478,37246,30567,4302,32784,11775,337846,2189,11258
"94",533453,36428,30121,4266,32607,12100,351026,2164,11126
"95",521800,35519,29587,4216,32326,12407,364145,2133,10963
"96",510539,34532,28970,4154,31949,12697,377159,2095,10769
"97",499691,33474,28281,4080,31477,12966,390031,2051,10545
"98",489266,32356,27529,3996,30916,13214,402724,2002,10293
"99",479275,31189,26717,3900,30277,13438,415203,1948,10020
"100",469725,29985,25856,3797,29561,13641,427436,1892,9724
"101",460616,28754,24956,3684,28777,13819,439394,1830,9411
"102",451947,27506,24021,3567,27939,13972,451049,1767,9084
"103",443716,26251,23063,3443,27049,14101,462378,1700,8744
"104",435917,24998,22088,3314,26116,14204,473362,1633,8394
"105",428541,23753,21105,3182,25150,14284,483984,1563,8040
"106",421579,22526,20118,3049,24162,14338,494229,1494,7683
"107",415018,21319,19138,2913,23153,14368,504091,1424,7324
"108",408846,20140,18169,2778,22134,14375,513558,1355,6965
"109",403047,18994,17214,2643,21115,14359,522628,1286,6614
"110",397609,17884,16279,2509,20100,14321,531299,1218,6266
"111",392514,16812,15367,2378,19095,14262,539572,1153,5925
"112",387747,15781,14484,2249,18103,14183,547453,1088,5593
"113",383293,14794,13627,2125,17134,14084,554944,1025,5273
"114",379136,13850,12804,2002,16186,13968,562054,964,4960
"115",375259,12950,12013,1885,15266,13836,568792,906,4661
"116",371647,12096,11255,1771,14375,13689,575167,850,4373
"117",368286,11287,10532,1662,13516,13528,581190,797,4097
"118",365159,10521,9845,1557,12690,13353,586874,745,3835
"119",362254,9798,9194,1457,11897,13168,592232,696,3583
"120",359557,9117,8575,1362,11142,12972,597276,650,3347
