"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",5900081,14889,10763,863,12590,3349,402811,551,4153
"2",5894015,15821,11218,969,12380,3381,407561,548,4131
"3",5887849,16533,11795,1044,12417,3430,412277,571,4306
"4",5881507,17174,12367,1111,12665,3490,417032,601,4528
"5",5874943,17816,12913,1172,13046,3559,421898,629,4747
"6",5868136,18479,13443,1230,13504,3635,426919,658,4957
"7",5861070,19172,13970,1285,14007,3719,432121,684,5160
"8",5853741,19890,14507,1339,14540,3810,437518,711,5362
"9",5846139,20635,15058,1393,15095,3906,443121,738,5569
"10",5838257,21401,15626,1447,15671,4008,448936,766,5781
"11",5830087,22191,16211,1503,16267,4115,454972,795,5999
"12",5821618,23008,16815,1559,16882,4229,461235,825,6223
"13",5812845,23847,17438,1618,17516,4348,467734,856,6454
"14",5803756,24713,18079,1678,18170,4473,474477,888,6694
"15",5794347,25600,18742,1740,18845,4603,481469,920,6939
"16",5784606,26513,19420,1805,19541,4739,488721,954,7195
"17",5774526,27452,20118,1871,20258,4882,496240,989,7456
"18",5764098,28412,20839,1938,20995,5031,504033,1024,7723
"19",5753311,29403,21574,2008,21756,5186,512108,1061,7999
"20",5742160,30416,22332,2079,22535,5348,520475,1098,8282
"21",5730636,31452,23110,2153,23337,5516,529141,1137,8573
"22",5718730,32514,23906,2228,24163,5692,538114,1176,8872
"23",5706434,33597,24725,2305,25007,5873,547404,1217,9177
"24",5693740,34706,25559,2385,25876,6062,557017,1259,9492
"25",5680639,35839,26415,2466,26765,6257,566965,1301,9812
"26",5667124,36996,27288,2550,27676,6460,577253,1345,10140
"27",5653191,38170,28181,2635,28607,6670,587892,1390,10476
"28",5638831,39369,29090,2722,29559,6886,598889,1435,10817
"29",5624036,40589,30016,2811,30534,7110,610250,1481,11167
"30",5608804,41825,30961,2902,31527,7342,621985,1528,11523
"31",5593124,43083,31921,2994,32540,7581,634102,1577,11884
"32",5576993,44358,32898,3088,33574,7827,646608,1625,12255
"33",5560407,45649,33889,3183,34627,8081,659510,1675,12630
"34",5543362,46953,34895,3281,35695,8343,672817,1726,13009
"35",5525855,48267,35915,3379,36783,8611,686536,1776,13396
"36",5507882,49597,36945,3479,37885,8887,700672,1828,13786
"37",5489441,50934,37985,3581,39004,9171,715231,1881,14182
"38",5470532,52278,39035,3682,40135,9462,730221,1933,14581
