"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999202,162,106,14,93,23,400,7,37
"2",999130,178,116,14,100,24,438,7,39
"3",999053,194,127,14,108,26,478,8,43
"4",998970,210,139,15,118,27,521,8,47
"5",998879,229,151,17,128,29,568,9,51
"6",998780,249,164,18,140,31,619,10,56
"7",998673,270,179,20,152,33,674,11,60
"8",998556,294,194,22,165,35,734,12,66
"9",998428,320,211,23,180,38,800,13,71
"10",998290,348,230,25,196,40,871,14,78
"11",998139,379,250,28,213,43,949,15,85
"12",997975,412,272,30,231,46,1033,17,92
"13",997797,448,296,33,252,50,1125,18,100
"14",997603,488,322,36,274,54,1225,20,109
"15",997391,531,350,39,298,58,1333,21,119
"16",997162,577,381,42,324,62,1451,23,129
"17",996913,628,414,46,353,67,1580,25,140
"18",996641,683,451,50,384,73,1719,28,153
"19",996346,742,490,54,417,78,1871,30,166
"20",996025,807,533,59,454,85,2037,33,181
"21",995676,879,579,64,494,92,2216,36,196
"22",995296,955,630,70,537,100,2412,39,213
"23",994883,1039,686,76,584,108,2624,42,232
"24",994435,1129,746,83,635,117,2856,46,252
"25",993947,1227,811,90,691,127,3107,50,275
"26",993417,1334,881,98,751,138,3381,54,299
"27",992841,1451,958,106,817,149,3678,59,325
"28",992215,1576,1042,116,888,162,4002,64,353
"29",991535,1712,1133,126,966,176,4353,69,384
"30",990795,1861,1231,137,1050,191,4735,75,417
"31",989993,2022,1337,149,1141,208,5151,82,453
"32",989121,2197,1453,161,1241,225,5602,89,493
"33",988174,2386,1579,175,1348,245,6093,97,535
"34",987146,2591,1715,191,1465,266,6626,105,582
"35",986031,2813,1863,207,1591,289,7206,114,632
"36",984821,3053,2023,225,1729,314,7836,124,686
"37",983509,3312,2196,244,1878,341,8520,134,745
"38",982085,3594,2383,265,2040,370,9263,146,809
"39",980542,3899,2586,287,2214,402,10070,158,878
"40",978870,4226,2806,312,2403,436,10946,172,953
"41",977058,4581,3043,339,2609,474,11897,186,1034
"42",975096,4963,3300,368,2830,515,12929,202,1121
"43",972973,5375,3576,399,3070,559,14049,219,1216
"44",970675,5819,3875,432,3329,607,15264,237,1318
"45",968190,6297,4196,469,3608,658,16581,257,1428
"46",965506,6810,4543,508,3910,715,18009,279,1546
"47",962606,7362,4916,550,4235,775,19556,302,1674
"48",959475,7954,5317,595,4586,841,21232,326,1811
"49",956100,8587,5748,644,4963,912,23047,353,1959
"50",952460,9265,6210,696,5370,989,25010,381,2118
"51",948541,9990,6705,753,5805,1072,27135,413,2287
"52",944325,10760,7234,813,6273,1162,29432,445,2470
"53",939794,11581,7800,877,6775,1259,31914,480,2665
"54",934929,12453,8402,947,7312,1363,34595,518,2873
"55",929711,13376,9043,1020,7885,1476,37489,558,3095
"56",924120,14354,9723,1099,8498,1596,40609,601,3331
"57",918141,15384,10446,1183,9150,1726,43971,646,3581
"58",911753,16467,11209,1272,9842,1866,47591,694,3847
"59",904940,17602,12015,1365,10577,2015,51485,744,4129
"60",897683,18789,12861,1464,11356,2176,55671,798,4426
"61",889967,20026,13748,1570,12177,2347,60165,855,4737
"62",881778,21309,14677,1680,13042,2530,64984,913,5064
"63",873106,22635,15643,1796,13951,2726,70145,975,5406
"64",863938,23998,16646,1916,14903,2934,75665,1039,5763
"65",854271,25389,17684,2042,15895,3156,81563,1106,6131
"66",844100,26805,18751,2172,16929,3391,87853,1175,6514
"67",833423,28239,19841,2307,17996,3640,94553,1246,6906
"68",822244,29680,20953,2445,19099,3903,101676,1318,7309
"69",810573,31117,22077,2587,20232,4180,109234,1392,7718
"70",798423,32536,23209,2730,21388,4472,117242,1466,8133
"71",785811,33929,24335,2876,22562,4778,125708,1542,8550
"72",772759,35283,25454,3021,23746,5098,134640,1616,8963
"73",759294,36580,26555,3166,24932,5431,144041,1691,9376
"74",745451,37810,27622,3311,26117,5778,153911,1764,9782
"75",731270,38952,28650,3452,27286,6137,164252,1835,10176
"76",716791,39999,29626,3590,28431,6508,175055,1903,10554
"77",702060,40937,30537,3721,29539,6889,186316,1968,10913
"78",687128,41752,31377,3846,30601,7279,198016,2028,11249
"79",672051,42432,32131,3964,31607,7677,210137,2085,11558
"80",656888,42964,32793,4070,32543,8083,222660,2134,11836
"81",641689,43349,33349,4166,33401,8491,235555,2178,12080
"82",626516,43573,33799,4250,34168,8902,248792,2215,12284
"83",611428,43637,34128,4321,34836,9314,262336,2245,12451
"84",596482,43535,34338,4377,35394,9723,276150,2266,12571
"85",581733,43273,34421,4419,35838,10129,290188,2280,12649
"86",567234,42849,34378,4444,36159,10528,304408,2285,12679
"87",553033,42274,34208,4454,36354,10917,318760,2284,12663
"88",539173,41557,33912,4447,36419,11296,333195,2271,12601
"89",525697,40703,33498,4426,36353,11660,347664,2253,12493
"90",512636,39727,32970,4387,36158,12009,362114,2225,12340
"91",500022,38640,32335,4332,35836,12340,376494,2189,12145
"92",487882,37456,31600,4264,35390,12651,390757,2147,11912
"93",476230,36191,30777,4181,34827,12940,404853,2099,11641
"94",465085,34857,29876,4086,34155,13206,418735,2044,11337
"95",454451,33471,28906,3980,33384,13446,432362,1984,11006
"96",444335,32046,27880,3863,32520,13662,445694,1919,10648
"97",434737,30594,26809,3737,31577,13851,458695,1851,10271
"98",425653,29130,25701,3607,30564,14012,471334,1780,9876
"99",417076,27662,24571,3468,29493,14146,483584,1707,9468
"100",408994,26206,23426,3326,28375,14252,495421,1632,9052
"101",401395,24768,22277,3180,27221,14331,506828,1555,8630
"102",394266,23357,21132,3032,26041,14384,517787,1479,8206
"103",387588,21981,19999,2884,24846,14410,528292,1403,7785
"104",381344,20645,18883,2737,23646,14411,538335,1328,7367
"105",375515,19355,17792,2591,22448,14386,547914,1254,6957
"106",370083,18113,16732,2447,21259,14339,557028,1181,6554
"107",365024,16925,15704,2306,20092,14269,565680,1111,6163
"108",360322,15792,14711,2169,18950,14178,573878,1043,5786
"109",355956,14712,13760,2036,17835,14066,581634,977,5419
"110",351907,13689,12850,1908,16755,13936,588955,913,5070
"111",348154,12721,11982,1786,15714,13790,595853,853,4735
"112",344681,11808,11159,1668,14709,13628,602347,795,4414
"113",341469,10949,10379,1555,13749,13451,608449,741,4111
"114",338500,10142,9642,1448,12830,13262,614175,689,3823
"115",335759,9386,8947,1347,11959,13061,619541,640,3553
"116",333230,8678,8294,1252,11130,12850,624566,594,3296
"117",330897,8018,7681,1162,10348,12630,629264,551,3056
"118",328748,7403,7107,1077,9608,12403,633654,510,2829
"119",326767,6831,6569,998,8914,12169,637752,471,2618
"120",324944,6298,6068,923,8261,11930,641576,436,2421
