"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999215,149,106,18,89,23,400,10,33
"2",999157,156,111,20,93,25,438,11,35
"3",999095,164,117,21,98,27,477,12,37
"4",999030,173,123,23,103,30,519,12,39
"5",998961,182,129,24,108,33,563,13,40
"6",998889,191,136,25,113,36,610,14,43
"7",998812,202,143,27,119,39,659,14,45
"8",998733,212,150,28,125,42,710,15,47
"9",998649,223,158,29,131,45,765,16,50
"10",998560,234,166,31,138,49,822,17,52
"11",998468,246,175,32,145,52,881,17,55
"12",998370,259,183,34,153,56,944,18,58
"13",998267,272,193,36,161,60,1011,19,61
"14",998159,286,203,38,169,64,1081,20,64
"15",998046,301,214,40,178,68,1154,21,67
"16",997926,317,224,42,187,72,1232,22,71
"17",997800,333,236,44,197,77,1313,24,74
"18",997668,350,248,46,207,82,1398,25,78
"19",997530,368,261,49,217,87,1488,26,82
"20",997384,387,275,51,229,92,1583,27,86
"21",997230,407,289,54,240,97,1682,29,91
"22",997069,429,304,57,253,103,1787,30,95
"23",996899,451,319,60,266,109,1897,32,100
"24",996720,474,336,63,280,115,2013,34,105
"25",996533,498,353,66,294,122,2135,35,111
"26",996335,524,371,69,309,129,2263,37,117
"27",996128,551,391,73,325,136,2397,39,122
"28",995909,579,410,77,342,143,2539,41,129
"29",995680,609,432,80,359,151,2688,43,135
"30",995439,640,454,85,378,160,2845,45,142
"31",995185,673,477,89,397,169,3010,48,150
"32",994919,707,502,93,418,178,3183,50,158
"33",994638,744,527,98,439,187,3365,53,166
"34",994344,782,555,103,462,198,3557,55,174
"35",994034,822,583,109,486,208,3758,58,183
"36",993709,864,613,114,511,219,3970,61,192
"37",993367,908,644,120,537,231,4193,64,202
"38",993008,954,677,126,564,244,4427,68,212
"39",992630,1002,712,133,593,256,4673,71,224
"40",992234,1053,748,139,623,270,4932,75,235
"41",991817,1107,786,147,655,284,5204,78,247
"42",991379,1163,826,154,688,299,5490,82,259
"43",990919,1222,868,162,724,315,5791,87,272
"44",990436,1284,912,170,760,331,6107,91,286
"45",989928,1349,958,179,799,349,6439,96,301
"46",989395,1417,1007,188,839,367,6787,100,316
"47",988835,1488,1058,197,882,386,7154,106,332
"48",988248,1563,1111,207,927,406,7539,111,349
"49",987630,1641,1167,218,974,427,7943,117,366
"50",986982,1723,1225,229,1023,449,8369,122,385
"51",986302,1809,1286,240,1074,472,8815,129,404
"52",985589,1899,1351,253,1128,497,9284,135,424
"53",984839,1993,1419,265,1185,522,9777,142,446
"54",984053,2092,1489,278,1244,549,10294,149,468
"55",983229,2195,1563,292,1306,577,10837,156,491
"56",982364,2303,1641,307,1371,606,11408,164,516
