"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999218,146,106,19,87,23,400,12,32
"2",999163,151,110,22,91,25,438,12,34
"3",999104,158,114,24,95,28,477,13,35
"4",999043,165,119,25,98,31,519,13,36
"5",998979,172,124,26,102,34,563,14,38
"6",998912,179,129,27,106,37,608,15,39
"7",998843,187,135,29,111,41,655,15,41
"8",998771,195,141,30,115,44,705,16,43
"9",998695,203,147,31,120,48,756,17,45
"10",998617,212,153,32,125,51,810,17,47
"11",998535,221,159,34,131,55,866,18,48
"12",998449,230,166,35,136,59,925,19,50
"13",998360,240,173,37,142,63,986,20,53
"14",998267,250,181,38,148,67,1049,20,55
"15",998170,261,188,40,154,71,1116,21,57
"16",998070,272,196,42,161,75,1185,22,60
"17",997964,283,205,43,168,80,1257,23,62
"18",997855,295,213,45,175,84,1333,24,65
"19",997740,308,222,47,182,89,1411,25,68
"20",997621,321,232,49,190,94,1494,26,71
"21",997497,334,242,51,198,99,1579,27,74
"22",997367,349,252,53,207,104,1668,28,77
"23",997232,363,263,56,215,109,1761,30,80
"24",997091,379,274,58,224,115,1858,31,83
"25",996945,395,285,61,234,121,1959,32,87
"26",996792,412,297,63,244,127,2065,33,91
"27",996632,429,310,66,254,133,2175,35,94
"28",996466,447,323,69,265,140,2290,36,98
"29",996293,466,337,71,276,147,2410,38,103
"30",996112,486,351,75,288,154,2534,40,107
"31",995924,507,366,78,300,161,2664,41,111
"32",995728,528,382,81,313,169,2800,43,116
"33",995523,551,398,84,326,176,2941,45,121
"34",995310,574,415,88,340,185,3089,47,126
"35",995088,598,432,92,354,193,3242,49,132
"36",994857,623,450,96,369,202,3402,51,137
"37",994615,650,470,100,385,211,3570,53,143
"38",994364,677,489,104,402,221,3744,55,149
"39",994102,706,510,108,418,231,3926,57,155
"40",993829,736,531,113,436,241,4115,60,162
"41",993544,766,554,118,454,252,4312,62,168
"42",993248,799,578,122,473,263,4518,65,176
"43",992939,832,602,128,493,275,4732,68,183
"44",992617,867,627,133,514,287,4955,71,191
"45",992282,903,654,139,536,299,5188,74,199
"46",991932,942,681,144,559,312,5430,77,207
"47",991568,981,709,150,582,326,5683,80,216
"48",991189,1021,739,157,606,340,5947,83,225
"49",990794,1064,770,164,632,355,6221,87,235
"50",990383,1108,803,170,658,370,6507,90,244
"51",989954,1155,836,177,686,387,6805,94,254
"52",989509,1202,871,185,714,403,7116,98,265
"53",989044,1252,907,192,744,421,7440,102,276
"54",988561,1304,944,201,775,439,7776,106,288
"55",988057,1358,983,209,808,458,8128,111,300
"56",987533,1414,1024,217,841,477,8493,116,312
"57",986987,1472,1066,226,876,498,8874,120,325
"58",986419,1533,1110,236,913,519,9271,125,338
"59",985828,1595,1156,246,950,541,9685,130,352
"60",985213,1660,1203,256,989,564,10115,136,367
"61",984573,1728,1253,266,1030,587,10563,141,382
"62",983907,1798,1303,277,1072,612,11030,147,398
"63",983215,1871,1356,289,1116,638,11515,153,414
"64",982494,1946,1411,300,1162,665,12021,159,430
"65",981745,2025,1468,313,1209,692,12548,166,448
"66",980966,2105,1528,325,1258,721,13096,172,466
"67",980156,2189,1590,338,1309,751,13666,180,485
"68",979314,2276,1653,352,1363,783,14259,187,505
"69",978438,2367,1719,366,1417,815,14877,194,524
"70",977529,2460,1788,381,1474,849,15519,202,546
"71",976585,2556,1859,396,1533,884,16186,210,567
"72",975603,2656,1932,412,1595,921,16881,218,590
"73",974583,2761,2008,428,1658,959,17604,227,613
"74",973524,2868,2086,445,1724,998,18355,236,638
"75",972426,2978,2168,462,1791,1039,19136,245,662
"76",971285,3092,2252,481,1861,1081,19948,255,688
"77",970101,3209,2340,499,1935,1126,20791,264,715
"78",968873,3331,2428,519,2010,1171,21668,275,743
