"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999206,158,106,15,92,23,400,7,36
"2",999138,172,115,15,98,24,438,8,38
"3",999065,185,124,16,106,26,478,9,41
"4",998987,200,134,17,114,28,520,9,45
"5",998903,215,145,18,123,30,566,10,48
"6",998812,232,156,20,132,32,616,11,52
"7",998713,250,168,21,143,34,670,12,56
"8",998608,270,181,23,154,37,728,13,60
"9",998494,291,195,25,166,39,790,14,65
"10",998371,313,211,27,179,42,857,15,70
"11",998238,338,227,29,193,45,930,16,76
"12",998095,364,245,31,208,49,1008,17,82
"13",997942,392,264,34,225,52,1092,18,88
"14",997776,423,284,36,242,56,1183,20,95
"15",997597,456,307,39,261,60,1280,21,102
"16",997404,492,331,42,281,65,1386,23,110
"17",997196,530,356,46,303,70,1499,25,119
"18",996972,571,384,49,327,75,1622,27,128
"19",996731,615,414,53,352,80,1754,29,138
"20",996470,664,447,57,380,87,1896,31,149
"21",996189,716,481,61,409,93,2050,34,161
"22",995887,771,519,66,441,100,2215,36,173
"23",995561,831,559,71,476,108,2394,39,187
"24",995210,895,603,77,513,116,2586,42,201
"25",994832,965,649,83,553,125,2793,45,217
"26",994424,1040,699,89,596,135,3016,49,234
"27",993985,1120,754,96,642,145,3257,53,252
"28",993513,1207,812,104,692,156,3516,57,271
"29",993003,1300,875,112,745,168,3796,61,292
"30",992455,1400,943,120,803,181,4097,66,315
"31",991864,1508,1016,130,865,195,4422,71,339
"32",991228,1624,1094,140,932,210,4772,76,365
"33",990544,1748,1178,151,1004,227,5148,82,393
"34",989807,1882,1269,162,1082,244,5554,88,424
"35",989013,2027,1367,175,1165,263,5991,95,456
"36",988159,2182,1471,188,1255,283,6462,103,491
"37",987241,2348,1584,202,1351,305,6969,110,529
"38",986252,2526,1705,218,1455,329,7514,119,570
"39",985190,2718,1835,235,1566,354,8102,128,613
"40",984047,2924,1974,253,1686,381,8735,138,660
"41",982819,3144,2124,272,1815,411,9416,148,710
"42",981498,3381,2285,292,1952,442,10150,160,763
"43",980080,3634,2456,315,2101,476,10938,172,822
"44",978556,3905,2641,338,2260,513,11787,184,884
"45",976920,4194,2840,364,2430,552,12700,198,950
"46",975164,4505,3051,391,2614,594,13681,213,1021
"47",973280,4836,3278,420,2810,639,14737,229,1098
"48",971259,5189,3520,451,3020,688,15872,246,1179
"49",969092,5566,3779,485,3245,740,17092,264,1266
"50",966771,5969,4054,521,3485,797,18403,284,1359
"51",964284,6397,4349,559,3742,857,19811,305,1459
"52",961622,6853,4664,600,4016,921,21323,327,1564
"53",958775,7337,5000,643,4308,991,22945,350,1677
"54",955732,7851,5355,690,4622,1065,24686,375,1799
"55",952480,8395,5734,739,4954,1144,26553,402,1926
"56",949008,8972,6136,792,5308,1229,28554,431,2062
"57",945305,9581,6562,847,5686,1320,30699,461,2207
"58",941358,10224,7013,907,6085,1418,32995,493,2360
"59",937154,10903,7489,970,6509,1521,35453,527,2522
"60",932682,11615,7993,1036,6958,1632,38084,562,2694
"61",927930,12363,8523,1106,7433,1751,40894,600,2874
"62",922884,13147,9080,1181,7935,1876,43898,640,3066
"63",917533,13964,9666,1259,8465,2011,47103,682,3266
"64",911865,14816,10278,1341,9023,2153,50523,726,3477
"65",905870,15702,10919,1426,9609,2305,54168,772,3697
"66",899537,16621,11586,1516,10223,2466,58050,820,3927
"67",892856,17571,12280,1611,10865,2637,62181,870,4168
"68",885821,18548,12999,1709,11536,2817,66571,922,4417
"69",878424,19548,13743,1811,12234,3008,71231,976,4675
"70",870659,20573,14509,1917,12958,3210,76175,1032,4943
"71",862522,21615,15295,2026,13709,3422,81411,1089,5219
"72",854014,22671,16098,2138,14483,3646,86951,1148,5502
