"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",999166,198,106,10,97,23,400,2,41
"2",999058,238,128,7,107,24,438,3,44
"3",998937,277,155,7,123,24,478,3,53
"4",998796,323,183,7,144,24,523,4,63
"5",998630,377,215,8,169,25,576,4,75
"6",998436,442,251,9,199,25,638,5,88
"7",998207,518,294,10,234,26,711,6,103
"8",997940,606,345,12,274,27,796,7,121
"9",997627,710,404,14,321,28,895,8,142
"10",997260,832,473,16,377,29,1012,10,166
"11",996831,975,554,19,441,31,1149,11,195
"12",996328,1141,649,23,517,33,1309,13,228
"13",995740,1336,761,27,606,36,1496,15,267
"14",995050,1565,890,31,710,39,1715,18,313
"15",994244,1831,1043,36,831,43,1972,21,366
"16",993300,2144,1221,42,973,48,2272,25,429
"17",992196,2508,1430,50,1139,53,2624,29,502
"18",990905,2934,1673,58,1334,60,3036,34,588
"19",989396,3431,1957,68,1562,67,3518,40,688
"20",987632,4012,2290,80,1827,76,4083,46,804
"21",985573,4688,2678,93,2139,87,4743,54,942
"22",983169,5475,3130,109,2502,100,5515,63,1101
"23",980364,6391,3657,127,2926,115,6419,74,1287
"24",977095,7456,4271,149,3420,132,7476,87,1503
"25",973288,8692,4985,175,3996,153,8711,102,1756
"26",968859,10124,5815,204,4667,177,10155,118,2049
"27",963715,11777,6778,238,5447,205,11840,138,2390
"28",957747,13683,7893,277,6356,237,13807,161,2786
"29",950834,15878,9180,323,7407,276,16103,188,3244
"30",942845,18392,10663,376,8627,320,18777,218,3773
"31",933632,21263,12368,437,10034,372,21892,254,4382
"32",923035,24528,14324,507,11657,433,25516,294,5084
"33",910887,28219,16555,588,13524,503,29725,340,5886
"34",897007,32367,19087,681,15665,584,34609,393,6805
"35",881218,36996,21950,786,18108,678,40265,453,7845
"36",863338,42118,25165,905,20885,786,46802,521,9021
"37",843200,47733,28745,1041,24027,911,54343,598,10344
"38",820664,53810,32706,1192,27558,1054,63017,684,11816
"39",795617,60302,37041,1360,31497,1217,72965,777,13442
"40",768003,67123,41731,1545,35860,1403,84336,880,15224
"41",737825,74153,46734,1746,40647,1614,97281,992,17152
"42",705178,81230,51986,1963,45839,1851,111953,1110,19208
"43",670247,88149,57393,2194,51402,2117,128498,1235,21369
"44",633325,94674,62837,2436,57266,2412,147051,1364,23589
"45",594812,100543,68163,2683,63343,2738,167719,1493,25825
"46",555204,105481,73197,2930,69516,3094,190578,1619,28017
"47",515075,109238,77744,3171,75630,3479,215663,1739,30086
"48",475059,111583,81613,3396,81505,3891,242952,1847,31955
"49",435795,112370,84607,3598,86944,4328,272358,1939,33545
"50",397903,111513,86568,3768,91741,4783,303724,2010,34778
"51",361924,109039,87383,3898,95687,5251,336817,2057,35580
"52",328306,105059,86989,3980,98608,5726,371332,2076,35916
"53",297369,99768,85397,4011,100357,6198,406899,2067,35753
"54",269306,93429,82672,3989,100849,6660,443096,2029,35099
"55",244180,86335,78945,3913,100057,7102,479468,1964,33982
"56",221944,78801,74391,3788,98004,7517,515555,1876,32448
"57",202466,71106,69220,3618,94785,7898,550907,1767,30576
"58",185551,63502,63646,3412,90551,8237,585101,1644,28450
"59",170969,56187,57869,3179,85487,8532,617777,1512,26161
"60",158473,49309,52081,2928,79795,8778,648636,1375,23787
"61",147814,42966,46440,2667,73686,8973,677455,1237,21407
"62",138756,37208,41063,2406,67366,9119,704083,1103,19090
"63",131077,32057,36041,2151,61012,9215,728448,976,16876
"64",124585,27495,31424,1907,54788,9267,750534,856,14814
"65",119104,23496,27243,1678,48811,9276,770393,747,12915
"66",114481,20017,23499,1467,43177,9246,788112,647,11198
"67",110586,17010,20184,1275,37948,9182,803815,558,9660
"68",107307,14424,17273,1102,33160,9089,817646,479,8297
"69",104547,12210,14737,949,28824,8969,829764,410,7099
"70",102224,10324,12540,813,24942,8829,840330,350,6057
"71",100271,8716,10648,695,21496,8670,849504,298,5154
"72",98627,7354,9024,593,18460,8496,857445,253,4377
"73",97245,6200,7636,504,15804,8312,864298,214,3709
"74",96083,5225,6454,428,13493,8119,870199,181,3139
"75",95107,4400,5449,362,11493,7920,875270,153,2653
"76",94286,3703,4597,306,9769,7716,879621,130,2240
"77",93596,3116,3876,259,8290,7510,883353,109,1889
"78",93015,2622,3265,218,7025,7303,886552,92,1594
"79",92528,2205,2750,184,5944,7096,889293,78,1342
"80",92118,1855,2314,155,5025,6890,891642,65,1131
"81",91774,1559,1948,131,4243,6687,893659,55,951
"82",91484,1311,1639,110,3581,6485,895390,46,800
"83",91241,1102,1378,93,3019,6288,896879,39,674
"84",91037,926,1159,78,2545,6094,898162,33,567
"85",90865,778,974,66,2144,5903,899269,28,476
"86",90721,654,819,55,1805,5718,900227,23,401
"87",90600,550,688,46,1519,5536,901059,19,337
"88",90498,462,579,39,1278,5360,901784,16,283
"89",90413,388,487,33,1076,5187,902417,14,238
"90",90341,326,409,28,905,5020,902972,12,200
