"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3774635,33457,26561,519,17999,87,4219,340,10225
"2",3763438,33117,26550,625,22970,171,10607,371,11176
"3",3751012,34123,26427,676,26220,269,18749,371,11172
"4",3737838,35531,26704,700,28300,373,28032,369,11120
"5",3724127,36990,27345,715,29779,477,38045,374,11238
"6",3709942,38421,28211,732,31016,581,48576,382,11506
"7",3695297,39816,29195,752,32191,683,59543,394,11871
"8",3680180,41203,30232,775,33377,786,70926,408,12286
"9",3664581,42594,31295,801,34590,889,82728,422,12722
"10",3648492,43997,32375,829,35832,993,94961,438,13169
"11",3631910,45409,33468,857,37101,1098,107634,453,13623
"12",3614832,46827,34578,886,38389,1204,120761,468,14083
"13",3597256,48257,35690,917,39702,1312,134345,483,14551
"14",3579185,49688,36811,947,41032,1421,148394,499,15020
"15",3560619,51119,37941,977,42373,1531,162917,514,15490
"16",3541564,52547,39073,1007,43727,1643,177916,530,15965
"17",3522020,53970,40206,1039,45090,1756,193397,546,16442
"18",3502001,55379,41335,1070,46461,1870,209362,562,16919
"19",3481511,56775,42457,1100,47835,1986,225813,578,17394
"20",3460564,58143,43575,1131,49207,2103,242754,593,17867
"21",3439170,59488,44681,1162,50574,2222,260182,609,18335
"22",3417339,60805,45769,1192,51935,2341,278097,624,18801
"23",3395087,62090,46839,1222,53285,2462,296494,640,19259
"24",3372433,63332,47886,1251,54620,2584,315372,655,19709
"25",3349396,64531,48905,1281,55937,2706,334724,669,20151
"26",3325993,65683,49893,1309,57229,2829,354542,684,20579
"27",3302248,66779,50849,1337,58490,2953,374822,697,20996
"28",3278185,67813,51769,1364,59717,3078,395552,711,21397
"29",3253829,68785,52645,1390,60911,3202,416716,723,21784
"30",3229206,69689,53474,1415,62060,3327,438306,736,22154
"31",3204341,70524,54255,1438,63162,3452,460306,747,22503
"32",3179267,71280,54983,1461,64213,3577,482697,758,22831
"33",3154013,71954,55660,1481,65206,3701,505463,768,23136
"34",3128609,72546,56271,1501,66144,3825,528583,778,23424
"35",3103084,73055,56820,1520,67015,3948,552037,786,23680
"36",3077475,73473,57308,1536,67816,4069,575801,794,23909
"37",3051811,73801,57727,1551,68548,4189,599850,801,24116
