"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3845094,4953,3984,543,2183,87,634,363,1221
"2",3843490,4850,3960,662,2765,175,1576,397,1335
"3",3841711,4956,3911,719,3139,279,2764,395,1327
"4",3839839,5120,3919,741,3366,390,4104,390,1311
"5",3837904,5290,3981,753,3518,500,5534,391,1312
"6",3835918,5451,4075,765,3639,609,7023,397,1334
"7",3833880,5609,4182,780,3749,716,8562,406,1365
"8",3831788,5768,4298,798,3857,822,10148,417,1401
"9",3829640,5927,4418,818,3968,928,11781,428,1440
"10",3827433,6090,4541,840,4080,1033,13462,440,1481
"11",3825166,6257,4666,863,4195,1139,15193,452,1522
"12",3822838,6428,4795,886,4312,1245,16975,465,1563
"13",3820447,6603,4927,911,4432,1351,18809,478,1607
"14",3817992,6781,5061,936,4554,1458,20697,491,1651
"15",3815470,6964,5199,962,4680,1565,22639,505,1696
"16",3812881,7151,5341,988,4809,1673,24636,518,1743
"17",3810223,7344,5484,1015,4940,1782,26691,532,1790
"18",3807495,7540,5632,1043,5074,1892,28803,547,1838
"19",3804694,7741,5783,1071,5213,2002,30975,561,1888
"20",3801819,7947,5937,1100,5354,2114,33209,577,1938
"21",3798871,8154,6096,1129,5498,2227,35504,592,1990
"22",3795845,8368,6257,1159,5645,2341,37864,608,2043
"23",3792742,8586,6422,1190,5795,2456,40288,623,2097
"24",3789558,8808,6591,1221,5950,2572,42778,640,2152
"25",3786292,9037,6763,1253,6108,2690,45336,657,2209
"26",3782944,9268,6938,1286,6269,2809,47964,674,2267
"27",3779511,9505,7117,1320,6433,2930,50663,692,2326
"28",3775993,9746,7301,1354,6600,3052,53433,709,2385
"29",3772386,9993,7487,1389,6771,3177,56277,727,2447
"30",3768691,10242,7677,1425,6947,3302,59196,746,2510
"31",3764905,10496,7871,1461,7124,3430,62192,765,2573
"32",3761025,10757,8068,1498,7305,3558,65267,784,2638
"33",3757053,11019,8270,1536,7490,3690,68421,804,2704
"34",3752984,11288,8474,1574,7679,3823,71656,824,2772
"35",3748819,11561,8683,1613,7872,3957,74974,844,2840
"36",3744555,11838,8894,1653,8068,4094,78377,865,2910
"37",3740190,12121,9108,1693,8267,4233,81866,886,2982
"38",3735725,12406,9328,1734,8469,4374,85442,907,3053
"39",3731156,12697,9551,1776,8676,4518,89106,929,3127
"40",3726484,12990,9777,1819,8885,4663,92860,952,3201
"41",3721706,13290,10006,1863,9098,4811,96706,974,3277
"42",3716819,13593,10238,1907,9315,4961,100646,996,3354
"43",3711825,13900,10474,1951,9534,5114,104681,1019,3432
"44",3706721,14210,10713,1996,9757,5268,108813,1043,3511
"45",3701507,14524,10956,2042,9984,5425,113041,1067,3591
"46",3696179,14843,11201,2089,10214,5585,117368,1091,3672
"47",3690739,15165,11449,2136,10447,5747,121796,1116,3754
"48",3685185,15491,11699,2184,10682,5911,126326,1140,3838
"49",3679517,15817,11954,2232,10921,6078,130960,1165,3922
"50",3673731,16149,12210,2281,11162,6248,135697,1191,4007
"51",3667829,16483,12470,2331,11406,6420,140541,1216,4092
"52",3661809,16818,12733,2381,11652,6594,145492,1242,4179
"53",3655670,17158,12995,2431,11904,6771,150550,1268,4269
"54",3649413,17498,13261,2482,12155,6951,155719,1294,4356
"55",3643037,17841,13528,2533,12409,7133,160998,1320,4446
"56",3636542,18184,13798,2585,12665,7317,166388,1347,4535
"57",3629925,18529,14071,2635,12923,7504,171891,1373,4625
"58",3623190,18875,14342,2689,13184,7694,177505,1401,4717
"59",3616334,19223,14615,2742,13446,7885,183234,1428,4808
"60",3609358,19570,14889,2795,13709,8079,189079,1456,4900
"61",3602261,19918,15165,2848,13973,8276,195039,1482,4990
"62",3595046,20265,15440,2900,14239,8475,201114,1509,5084
"63",3587713,20610,15716,2954,14504,8676,207307,1537,5175
"64",3580260,20957,15989,3008,14770,8879,213617,1565,5268
"65",3572689,21301,16264,3061,15036,9085,220043,1592,5359
"66",3565001,21645,16536,3114,15304,9292,226587,1619,5453
"67",3557197,21985,16810,3168,15572,9501,233246,1646,5545
"68",3549278,22323,17082,3221,15837,9713,240025,1673,5635
"69",3541245,22659,17353,3274,16101,9926,246921,1701,5726
"70",3533100,22990,17621,3328,16366,10140,253934,1728,5817
"71",3524844,23318,17888,3379,16630,10357,261063,1754,5907
"72",3516477,23644,18153,3431,16893,10575,268307,1781,5996
"73",3508004,23964,18413,3483,17154,10794,275667,1807,6086
"74",3499426,24279,18671,3535,17412,11015,283142,1833,6173
"75",3490743,24590,18925,3586,17665,11237,290734,1860,6258
"76",3481960,24893,19177,3635,17918,11460,298436,1884,6345
"77",3473079,25191,19422,3684,18170,11684,306250,1909,6430
"78",3464102,25481,19664,3733,18415,11909,314175,1933,6511
"79",3455032,25765,19901,3781,18657,12133,322210,1958,6592
"80",3445872,26040,20133,3828,18895,12359,330352,1981,6671
"81",3436624,26309,20359,3873,19129,12585,338600,2003,6750
"82",3427294,26568,20578,3918,19358,12811,346952,2026,6826
"83",3417883,26818,20793,3962,19581,13037,355405,2048,6898
"84",3408394,27058,21001,4005,19800,13263,363958,2070,6971
"85",3398831,27291,21200,4047,20012,13488,372609,2091,7041
"86",3389199,27511,21395,4087,20219,13713,381355,2110,7107
"87",3379500,27723,21579,4126,20419,13937,390194,2129,7173
"88",3369742,27923,21756,4163,20613,14160,399122,2148,7235
"89",3359925,28112,21925,4199,20797,14382,408139,2166,7293
"90",3350054,28289,22087,4234,20976,14602,417237,2183,7350
"91",3340133,28454,22238,4266,21148,14821,426418,2198,7406
"92",3330166,28609,22382,4299,21309,15038,435676,2215,7454
"93",3320159,28751,22515,4328,21465,15253,445008,2227,7504
"94",3310116,28880,22640,4355,21611,15465,454412,2241,7548
"95",3300043,28994,22754,4381,21749,15675,463881,2254,7591
"96",3289944,29096,22859,4405,21878,15883,473415,2265,7628
"97",3279822,29185,22953,4428,21996,16088,483008,2276,7663
"98",3269682,29264,23035,4449,22106,16289,492655,2285,7694
"99",3259530,29324,23111,4465,22206,16487,502355,2292,7723
"100",3249371,29371,23174,4482,22297,16682,512102,2301,7748
"101",3239211,29403,23228,4496,22377,16872,521892,2306,7769
"102",3229053,29422,23267,4510,22448,17059,531721,2313,7787
"103",3218899,29429,23297,4520,22507,17242,541585,2316,7800
"104",3208758,29422,23316,4527,22556,17421,551478,2319,7810
"105",3198632,29403,23324,4532,22596,17595,561397,2321,7816
"106",3188529,29366,23322,4536,22623,17763,571339,2322,7820
"107",3178453,29316,23309,4538,22640,17927,581296,2322,7818
"108",3168408,29251,23285,4538,22647,18086,591264,2321,7813
"109",3158398,29175,23246,4535,22644,18240,601241,2318,7807
"110",3148426,29086,23200,4530,22630,18387,611220,2314,7793
"111",3138499,28983,23143,4523,22604,18529,621198,2310,7778
"112",3128622,28867,23075,4513,22567,18665,631170,2304,7757
"113",3118798,28739,22996,4502,22519,18796,641130,2297,7735
