"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3854519,1192,937,506,88,87,150,326,46
"2",3854111,1188,941,604,108,169,357,357,50
"3",3853662,1228,942,653,122,264,608,358,51
"4",3853191,1275,956,678,131,364,884,358,51
"5",3852706,1321,980,695,137,464,1175,364,52
"6",3852208,1363,1009,713,143,565,1477,373,53
"7",3851696,1405,1040,733,148,665,1791,384,55
"8",3851168,1448,1073,754,153,765,2117,396,56
"9",3850625,1492,1106,777,158,865,2455,408,58
"10",3850065,1538,1139,801,164,965,2806,421,60
"11",3849488,1584,1174,825,169,1067,3171,434,62
"12",3848893,1632,1210,850,174,1169,3549,447,63
"13",3848281,1682,1247,876,179,1272,3941,461,65
"14",3847650,1733,1285,902,185,1375,4348,475,67
"15",3847000,1786,1324,930,191,1480,4769,489,69
"16",3846330,1839,1364,958,196,1585,5204,504,72
"17",3845640,1895,1405,987,203,1692,5655,519,74
"18",3844930,1952,1448,1017,209,1801,6122,535,76
"19",3844197,2011,1492,1048,215,1910,6605,551,78
"20",3843443,2072,1537,1079,222,2021,7104,568,81
"21",3842666,2135,1582,1113,228,2133,7620,585,83
"22",3841866,2199,1631,1146,235,2248,8154,602,86
"23",3841042,2265,1680,1180,242,2364,8705,621,88
"24",3840193,2332,1731,1216,250,2482,9274,639,91
"25",3839318,2402,1782,1253,257,2602,9862,659,94
"26",3838418,2475,1836,1291,265,2724,10470,678,97
"27",3837490,2548,1891,1329,273,2848,11097,699,99
"28",3836535,2625,1948,1369,281,2975,11745,720,102
"29",3835552,2703,2007,1410,290,3104,12413,741,106
"30",3834540,2783,2066,1452,299,3235,13103,764,109
"31",3833497,2866,2128,1496,308,3369,13814,786,112
"32",3832423,2951,2191,1541,317,3507,14548,810,115
"33",3831318,3039,2256,1586,327,3646,15306,834,119
"34",3830180,3129,2323,1633,336,3789,16087,858,122
"35",3829009,3222,2392,1682,346,3935,16893,884,126
"36",3827803,3317,2463,1732,356,4085,17723,910,130
"37",3826562,3414,2536,1783,367,4237,18579,937,133
"38",3825285,3514,2610,1836,378,4393,19462,965,137
"39",3823971,3617,2687,1890,389,4552,20372,994,142
"40",3822618,3722,2765,1946,401,4716,21310,1022,146
"41",3821226,3831,2847,2003,412,4883,22276,1052,150
"42",3819793,3943,2930,2062,425,5054,23272,1083,155
"43",3818319,4057,3016,2122,437,5229,24298,1115,159
"44",3816802,4175,3104,2184,450,5409,25355,1148,164
"45",3815243,4295,3194,2248,464,5592,26443,1181,169
"46",3813637,4420,3286,2313,477,5781,27564,1215,174
"47",3811987,4547,3381,2380,491,5973,28719,1250,178
"48",3810289,4677,3479,2449,505,6171,29908,1286,184
"49",3808542,4810,3579,2520,520,6374,31133,1324,189
"50",3806746,4948,3682,2592,535,6581,32394,1362,194
"51",3804898,5089,3787,2668,551,6794,33691,1401,200
"52",3802999,5234,3894,2744,566,7012,35027,1441,206
"53",3801046,5383,4006,2822,583,7236,36403,1481,212
"54",3799039,5534,4120,2903,599,7464,37818,1524,218
"55",3796976,5689,4238,2985,617,7700,39275,1567,224
"56",3794854,5849,4357,3071,634,7941,40773,1613,230
"57",3792674,6012,4479,3158,652,8188,42315,1658,237
"58",3790434,6180,4604,3247,671,8441,43901,1704,244
"59",3788132,6351,4733,3337,690,8701,45534,1752,250
"60",3785766,6526,4866,3431,709,8968,47212,1801,257
"61",3783336,6705,5001,3527,729,9241,48938,1851,265
"62",3780839,6890,5139,3626,750,9520,50714,1902,272
"63",3778275,7078,5281,3725,770,9808,52540,1954,279
"64",3775641,7271,5427,3828,791,10102,54417,2009,287
"65",3772938,7467,5574,3935,814,10403,56347,2065,295
"66",3770161,7669,5725,4043,836,10713,58331,2121,303
"67",3767312,7874,5880,4153,859,11030,60370,2178,311
"68",3764387,8084,6038,4265,883,11354,62467,2237,320
"69",3761386,8297,6201,4380,907,11687,64620,2297,328
"70",3758306,8516,6366,4498,932,12028,66833,2359,337
"71",3755144,8740,6535,4619,957,12376,69107,2421,346
"72",3751903,8969,6707,4742,982,12733,71442,2486,355
"73",3748576,9203,6883,4867,1009,13099,73841,2551,365
"74",3745166,9439,7064,4996,1036,13474,76303,2618,375
"75",3741669,9681,7247,5127,1063,13857,78833,2686,385
"76",3738085,9927,7435,5260,1091,14250,81429,2756,394
"77",3734412,10178,7626,5396,1120,14652,84095,2827,405
"78",3730646,10434,7820,5537,1149,15062,86830,2901,415
"79",3726788,10693,8018,5679,1178,15483,89638,2974,426
"80",3722836,10958,8220,5823,1209,15913,92519,3049,437
"81",3718788,11227,8426,5970,1240,16354,95473,3126,448
"82",3714641,11502,8633,6121,1272,16804,98504,3204,459
"83",3710396,11782,8846,6273,1304,17264,101614,3283,470
"84",3706050,12064,9063,6429,1336,17734,104801,3364,482
"85",3701603,12352,9282,6588,1369,18214,108070,3447,494
"86",3697051,12644,9505,6748,1403,18705,111421,3530,506
"87",3692396,12939,9734,6911,1437,19207,114855,3614,518
"88",3687633,13240,9964,7077,1472,19719,118374,3702,531
"89",3682764,13543,10198,7246,1507,20241,121979,3789,543
"90",3677786,13851,10434,7418,1543,20774,125672,3878,556
"91",3672698,14163,10673,7591,1580,21318,129455,3968,569
"92",3667499,14479,10917,7767,1616,21873,133328,4058,582
"93",3662189,14796,11163,7944,1654,22438,137293,4151,595
"94",3656764,15119,11412,8125,1692,23015,141351,4245,608
"95",3651227,15443,11665,8308,1731,23602,145503,4339,622
"96",3645573,15772,11917,8496,1770,24199,149751,4437,636
"97",3639802,16104,12175,8681,1809,24809,154098,4531,649
"98",3633916,16436,12435,8872,1849,25429,158542,4631,664
"99",3627913,16773,12696,9062,1890,26060,163086,4728,678
"100",3621791,17111,12959,9255,1930,26701,167732,4828,692
"101",3615551,17451,13223,9449,1972,27354,172478,4929,707
"102",3609194,17791,13492,9643,2013,28018,177328,5028,721
"103",3602717,18133,13760,9842,2055,28691,182281,5130,736
"104",3596120,18477,14029,10040,2098,29375,187338,5233,751
"105",3589404,18822,14300,10241,2140,30069,192503,5336,766
"106",3582567,19167,14573,10440,2182,30774,197774,5437,780
"107",3575614,19511,14846,10641,2225,31488,203152,5541,795
"108",3568541,19858,15119,10844,2268,32212,208638,5645,810
"109",3561350,20201,15393,11046,2310,32945,214232,5748,825
"110",3554042,20543,15666,11250,2353,33688,219936,5853,840
"111",3546617,20885,15939,11452,2396,34440,225749,5956,855
"112",3539074,21225,16212,11653,2439,35202,231672,6059,869
"113",3531417,21564,16483,11856,2483,35970,237705,6164,884
"114",3523646,21900,16752,12058,2526,36748,243849,6267,899
"115",3515763,22231,17019,12260,2569,37533,250103,6370,914
"116",3507768,22560,17286,12461,2612,38325,256466,6470,929
"117",3499662,22887,17549,12661,2654,39124,262941,6573,943
"118",3491449,23209,17811,12857,2696,39929,269527,6672,957
"119",3483129,23526,18071,13053,2738,40742,276220,6772,971
"120",3474704,23837,18328,13248,2779,41559,283023,6871,986
