b1	r1
0.647	0.077
0.647	0.077
0.647	0.077
0.647	0.077
0.647	0.077
0.639	0.089
0.639	0.089
0.639	0.089
0.65	0.078
0.65	0.078
0.65	0.078
0.65	0.078
0.652	0.082
0.652	0.082
0.651	0.079
0.651	0.079
0.651	0.079
0.651	0.079
0.651	0.079
0.652	0.078
0.652	0.078
0.652	0.078
0.652	0.078
0.649	0.089
0.649	0.089
0.649	0.089
0.647	0.084
0.647	0.084
0.647	0.084
0.644	0.082
0.645	0.077
0.645	0.077
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.646	0.08
0.654	0.081
0.654	0.081
0.654	0.081
0.644	0.087
0.644	0.087
0.644	0.087
0.644	0.087
0.644	0.087
0.644	0.087
0.649	0.083
0.649	0.083
0.649	0.083
0.64	0.084
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.659	0.078
0.647	0.089
0.647	0.089
0.647	0.089
0.648	0.083
0.648	0.083
0.648	0.083
0.648	0.083
0.649	0.081
0.649	0.081
0.651	0.078
0.651	0.078
0.651	0.078
0.651	0.078
0.651	0.078
0.651	0.078
0.651	0.078
0.641	0.085
0.641	0.085
0.641	0.085
0.65	0.077
0.65	0.077
0.645	0.084
0.645	0.084
0.646	0.082
0.646	0.082
0.646	0.082
0.646	0.082
0.646	0.082
0.637	0.089
0.637	0.089
0.637	0.089
0.645	0.079
0.645	0.079
0.645	0.079
0.646	0.084
0.639	0.093
0.654	0.083
0.654	0.083
0.654	0.083
0.654	0.083
0.654	0.083
0.654	0.083
0.654	0.083
0.654	0.083
0.644	0.094
0.644	0.094
0.656	0.082
0.646	0.077
0.646	0.077
0.654	0.077
0.654	0.077
0.654	0.077
0.639	0.08
0.639	0.08
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.646	0.089
0.646	0.089
0.652	0.081
0.652	0.081
0.644	0.084
0.644	0.084
0.644	0.084
0.651	0.079
0.651	0.079
0.647	0.079
0.654	0.079
0.654	0.079
0.654	0.079
0.654	0.079
0.652	0.077
0.652	0.077
0.652	0.077
0.652	0.077
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.083
0.647	0.088
0.647	0.088
0.647	0.088
0.646	0.087
0.655	0.077
0.655	0.077
0.655	0.077
0.647	0.084
0.647	0.084
0.647	0.084
0.644	0.089
0.644	0.089
0.648	0.086
0.648	0.086
0.648	0.086
0.648	0.086
0.648	0.086
0.648	0.086
0.648	0.086
0.648	0.086
0.648	0.086
0.646	0.087
0.646	0.087
0.646	0.087
0.646	0.087
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.645	0.084
0.656	0.079
0.656	0.079
0.656	0.079
0.658	0.074
0.648	0.077
0.652	0.083
0.652	0.083
0.653	0.08
0.653	0.08
0.653	0.08
0.653	0.08
0.653	0.08
0.653	0.08
0.653	0.08
0.653	0.08
0.653	0.08
