b1	r1
0.291	0.12
0.293	0.12
0.293	0.12
0.286	0.118
0.294	0.116
0.294	0.116
0.291	0.12
0.291	0.12
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.296	0.115
0.284	0.125
0.288	0.117
0.288	0.118
0.288	0.118
0.288	0.118
0.288	0.118
0.287	0.119
0.287	0.119
0.287	0.119
0.287	0.119
0.282	0.127
0.282	0.127
0.282	0.127
0.282	0.127
0.282	0.127
0.289	0.118
0.289	0.118
0.287	0.123
0.287	0.12
0.287	0.12
0.287	0.12
0.292	0.115
0.279	0.126
0.279	0.126
0.279	0.126
0.279	0.126
0.293	0.117
0.293	0.117
0.287	0.122
0.287	0.122
0.287	0.122
0.287	0.122
0.286	0.122
0.286	0.122
0.286	0.122
0.286	0.122
0.286	0.122
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.291	0.118
0.291	0.118
0.291	0.118
0.291	0.118
0.291	0.118
0.291	0.118
0.291	0.118
0.284	0.125
0.284	0.125
0.289	0.116
0.289	0.116
0.289	0.116
0.283	0.125
0.297	0.116
0.297	0.116
0.297	0.116
0.297	0.116
0.297	0.116
0.283	0.124
0.283	0.124
0.283	0.124
0.283	0.124
0.283	0.124
0.283	0.124
0.285	0.118
0.285	0.118
0.29	0.118
0.29	0.118
0.29	0.118
0.293	0.116
0.288	0.123
0.288	0.123
0.289	0.121
0.289	0.121
0.289	0.121
0.289	0.121
0.289	0.121
0.289	0.119
0.289	0.119
0.289	0.119
0.289	0.119
0.289	0.119
0.289	0.119
0.287	0.12
0.287	0.12
0.287	0.12
0.287	0.12
0.287	0.12
0.287	0.12
0.287	0.12
0.287	0.12
0.287	0.12
0.295	0.116
0.284	0.123
0.284	0.123
0.284	0.123
0.287	0.121
0.284	0.119
0.28	0.124
0.28	0.124
0.28	0.124
0.28	0.124
0.291	0.12
0.292	0.119
0.292	0.119
0.292	0.119
0.292	0.119
0.292	0.117
0.292	0.117
0.289	0.123
0.289	0.123
0.289	0.123
0.289	0.123
0.289	0.123
0.284	0.125
0.29	0.122
0.29	0.122
0.29	0.122
0.29	0.122
0.29	0.122
0.29	0.122
0.291	0.116
0.284	0.124
0.284	0.124
0.284	0.124
0.284	0.124
0.279	0.125
0.281	0.123
0.295	0.117
0.295	0.117
0.295	0.117
0.284	0.125
0.284	0.125
0.284	0.125
0.284	0.125
0.284	0.125
0.284	0.125
0.284	0.125
0.284	0.125
0.284	0.125
0.289	0.121
0.289	0.121
0.289	0.121
0.289	0.122
0.289	0.122
0.289	0.122
0.289	0.122
0.29	0.119
0.29	0.118
0.288	0.119
0.288	0.119
0.288	0.119
0.288	0.119
0.288	0.119
0.288	0.119
0.28	0.123
0.28	0.123
0.286	0.12
0.286	0.12
0.282	0.126
0.282	0.126
0.289	0.118
0.289	0.118
0.283	0.122
0.283	0.122
0.283	0.122
0.278	0.126
0.278	0.126
0.294	0.116
0.294	0.116
0.286	0.119
0.286	0.119
0.286	0.119
0.286	0.119
0.286	0.119
0.286	0.119
0.292	0.117
0.294	0.115
0.294	0.115
0.294	0.115
0.294	0.115
0.294	0.115
0.294	0.115
0.289	0.124
