"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3831002,5722,4111,243,3634,290,12480,138,1478
"2",3828896,5854,4296,271,4016,321,13827,152,1635
"3",3826633,6098,4448,292,4340,356,15316,159,1708
"4",3824241,6388,4616,307,4612,392,16925,165,1769
"5",3821729,6697,4812,321,4857,430,18635,171,1836
"6",3819099,7018,5029,335,5097,470,20434,178,1914
"7",3816348,7349,5263,350,5339,510,22323,187,2000
"8",3813469,7693,5510,366,5591,551,24302,195,2093
"9",3810457,8052,5767,383,5854,594,26375,204,2191
"10",3807307,8425,6036,401,6129,638,28546,214,2294
"11",3804012,8815,6317,420,6416,683,30819,224,2401
"12",3800566,9221,6610,439,6716,730,33199,234,2512
"13",3796963,9644,6915,460,7030,779,35690,245,2629
"14",3793196,10086,7234,481,7357,830,38298,256,2750
"15",3789260,10544,7567,503,7697,882,41029,268,2877
"16",3785144,11024,7913,526,8052,937,43886,281,3009
"17",3780846,11521,8275,550,8423,993,46875,293,3147
"18",3776355,12039,8649,575,8809,1052,50003,307,3291
"19",3771664,12579,9039,602,9212,1113,53274,321,3440
"20",3766767,13139,9446,629,9631,1176,56695,335,3595
"21",3761654,13721,9871,658,10066,1241,60272,350,3756
"22",3756318,14325,10310,687,10520,1310,64011,366,3926
"23",3750752,14952,10768,718,10993,1381,67919,382,4100
"24",3744945,15602,11244,750,11484,1454,72003,399,4282
"25",3738889,16276,11737,783,11995,1531,76271,417,4471
"26",3732576,16976,12247,818,12527,1610,80728,435,4668
"27",3725998,17701,12776,853,13079,1693,85383,454,4870
"28",3719143,18452,13325,891,13650,1779,90242,474,5081
"29",3712004,19229,13893,929,14243,1868,95315,494,5299
"30",3704573,20030,14484,969,14856,1961,100610,515,5525
"31",3696841,20854,15095,1010,15495,2057,106131,537,5760
"32",3688795,21709,15722,1053,16155,2157,111892,560,6004
"33",3680429,22588,16372,1097,16837,2260,117898,583,6253
"34",3671734,23496,17041,1143,17543,2368,124158,607,6512
"35",3662698,24430,17734,1190,18270,2479,130681,632,6777
"36",3653315,25389,18447,1239,19024,2595,137474,657,7053
"37",3643575,26374,19182,1289,19799,2715,144548,684,7336
"38",3633468,27386,19936,1341,20601,2839,151910,711,7629
"39",3622990,28422,20711,1394,21425,2968,159572,739,7929
"40",3612127,29484,21507,1449,22273,3101,167540,768,8237
"41",3600875,30569,22323,1505,23147,3240,175823,797,8554
"42",3589225,31678,23160,1562,24043,3383,184432,827,8877
"43",3577170,32810,24015,1622,24963,3530,193373,859,9210
"44",3564703,33962,24887,1682,25906,3683,202659,890,9551
"45",3551821,35133,25776,1744,26873,3840,212295,922,9900
"46",3538514,36324,26685,1807,27857,4003,222292,955,10251
"47",3524782,37531,27607,1872,28865,4171,232655,989,10614
"48",3510614,38758,28545,1938,29893,4344,243391,1023,10980
"49",3496016,39991,29499,2004,30938,4522,254511,1058,11353
"50",3480982,41236,30463,2073,32003,4705,266021,1093,11732
"51",3465507,42489,31439,2142,33083,4894,277928,1130,12115
"52",3449595,43750,32421,2212,34179,5088,290237,1165,12504
"53",3433245,45014,33411,2282,35288,5287,302954,1202,12894
"54",3416458,46279,34406,2354,36408,5491,316086,1239,13288
"55",3399240,47539,35406,2426,37536,5700,329634,1276,13682
"56",3381594,48791,36407,2497,38674,5914,343605,1312,14082
"57",3363523,50036,37403,2570,39818,6133,357998,1350,14480
"58",3345037,51268,38397,2642,40964,6357,372818,1386,14875
"59",3326143,52484,39382,2713,42109,6586,388066,1423,15270
"60",3306850,53677,40358,2785,43252,6818,403742,1460,15663
"61",3287171,54845,41323,2856,44389,7055,419844,1495,16051
"62",3267120,55982,42271,2927,45515,7296,436371,1532,16434
"63",3246704,57094,43195,2997,46633,7541,453318,1567,16812
"64",3225944,58168,44101,3065,47734,7789,470682,1601,17180
"65",3204856,59199,44985,3131,48813,8040,488458,1634,17539
"66",3183457,60185,45840,3196,49870,8294,506639,1667,17890
"67",3161769,61119,46663,3260,50906,8550,525214,1699,18232
"68",3139808,62005,47450,3322,51912,8808,544176,1729,18559
"69",3117596,62836,48201,3381,52883,9068,563517,1758,18872
"70",3095162,63603,48910,3439,53818,9330,583220,1787,19171
"71",3072526,64307,49578,3493,54712,9592,603275,1812,19453
"72",3049711,64947,50197,3544,55563,9854,623665,1838,19717
"73",3026749,65514,50766,3592,56369,10116,644376,1861,19965
"74",3003660,66011,51284,3636,57125,10377,665389,1882,20193
"75",2980476,66433,51746,3677,57825,10638,686687,1901,20399
"76",2957224,66778,52154,3714,58467,10896,708249,1918,20581
"77",2933931,67045,52506,3748,59045,11152,730055,1934,20741
"78",2910629,67229,52795,3776,59571,11404,752077,1945,20883
"79",2887339,67338,53023,3802,60028,11654,774298,1957,20996
"80",2864096,67361,53188,3823,60417,11899,796696,1966,21089
"81",2840927,67303,53290,3839,60739,12139,819245,1972,21155
"82",2817856,67166,53328,3850,60990,12375,841917,1975,21195
"83",2794917,66945,53302,3857,61169,12604,864688,1976,21210
"84",2772134,66643,53210,3861,61277,12826,887531,1976,21201
"85",2749533,66264,53056,3858,61308,13042,910420,1973,21162
"86",2727138,65809,52838,3852,61270,13250,933325,1967,21101
"87",2704976,65279,52558,3840,61156,13450,956224,1959,21014
"88",2683068,64676,52217,3825,60970,13642,979085,1949,20902
"89",2661439,64004,51813,3805,60714,13825,1001882,1937,20769
"90",2640106,63265,51358,3780,60383,13998,1024592,1921,20606
"91",2619091,62465,50845,3750,59986,14161,1047183,1904,20425
"92",2598413,61603,50277,3718,59523,14314,1069633,1885,20222
"93",2578090,60684,49659,3680,58994,14457,1091918,1864,19996
"94",2558135,59714,48993,3639,58402,14588,1114011,1841,19750
"95",2538562,58695,48283,3594,57748,14709,1135891,1816,19485
"96",2519388,57630,47532,3546,57037,14818,1157531,1790,19201
"97",2500620,56526,46739,3494,56272,14915,1178916,1762,18903
"98",2482268,55384,45911,3440,55456,15000,1200022,1733,18588
"99",2464343,54211,45047,3382,54592,15074,1220832,1702,18260
"100",2446846,53013,44158,3322,53683,15135,1241326,1670,17916
"101",2429787,51791,43240,3259,52733,15184,1261488,1637,17561
"102",2413172,50547,42300,3195,51747,15221,1281301,1603,17197
"103",2396999,49290,41338,3130,50724,15246,1300755,1569,16823
"104",2381275,48016,40363,3062,49673,15259,1319834,1533,16440
"105",2365996,46737,39371,2992,48598,15260,1338527,1496,16053
"106",2351165,45451,38369,2922,47500,15251,1356824,1460,15659
"107",2336777,44166,37360,2850,46381,15230,1374719,1423,15261
"108",2322832,42882,36345,2778,45245,15196,1392205,1386,14859
"109",2309326,41600,35330,2705,44096,15153,1409271,1348,14453
"110",2296252,40328,34315,2632,42942,15098,1425915,1310,14052
"111",2283611,39065,33299,2558,41782,15034,1442133,1272,13647
