"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",3844235,2186,1544,192,1374,276,7671,117,513
"2",3843369,2299,1627,219,1447,299,8220,125,546
"3",3842449,2426,1712,238,1524,325,8805,131,576
"4",3841476,2562,1804,255,1604,354,9423,138,606
"5",3840451,2704,1903,270,1690,385,10076,146,639
"6",3839369,2854,2008,285,1782,417,10764,154,674
"7",3838228,3011,2119,301,1878,451,11491,162,711
"8",3837024,3177,2236,319,1981,486,12257,171,751
"9",3835754,3351,2359,336,2090,523,13067,181,792
"10",3834415,3535,2489,355,2204,561,13921,190,835
"11",3833003,3728,2625,374,2325,602,14822,201,882
"12",3831515,3931,2769,395,2453,644,15773,212,930
"13",3829945,4145,2920,416,2587,688,16777,223,980
"14",3828290,4371,3080,439,2729,734,17835,236,1034
"15",3826545,4608,3248,463,2879,783,18952,249,1091
"16",3824705,4860,3425,488,3037,834,20130,262,1150
"17",3822765,5123,3612,515,3202,888,21374,276,1213
"18",3820722,5401,3808,543,3377,944,22685,291,1279
"19",3818567,5693,4015,572,3561,1003,24068,307,1349
"20",3816296,6001,4232,603,3755,1065,25527,324,1421
"21",3813904,6324,4461,636,3959,1130,27065,341,1498
"22",3811385,6663,4703,671,4173,1199,28686,360,1580
"23",3808730,7019,4956,707,4400,1271,30396,379,1665
"24",3805934,7394,5222,745,4638,1346,32200,400,1755
"25",3802989,7790,5501,785,4887,1426,34101,421,1849
"26",3799888,8205,5795,827,5151,1509,36104,443,1949
"27",3796623,8641,6105,871,5426,1596,38216,467,2051
"28",3793186,9099,6430,918,5718,1688,40441,492,2163
"29",3789570,9578,6771,967,6024,1785,42785,518,2277
"30",3785765,10080,7130,1018,6344,1886,45255,546,2398
"31",3781761,10608,7506,1072,6682,1993,47857,575,2525
"32",3777550,11161,7901,1129,7036,2106,50597,605,2658
"33",3773121,11740,8314,1188,7408,2224,53483,637,2799
"34",3768464,12349,8748,1250,7798,2348,56522,670,2944
"35",3763569,12986,9203,1315,8207,2478,59720,705,3098
"36",3758427,13651,9679,1384,8637,2615,63087,742,3260
"37",3753024,14348,10178,1456,9087,2758,66629,780,3428
"38",3747347,15077,10700,1531,9559,2909,70356,820,3605
"39",3741388,15837,11247,1610,10052,3067,74278,862,3790
"40",3735132,16632,11818,1692,10569,3233,78402,906,3984
"41",3728568,17462,12414,1779,11112,3408,82738,952,4187
"42",3721683,18325,13039,1869,11677,3590,87296,1000,4397
"43",3714461,19227,13690,1963,12268,3782,92087,1050,4618
"44",3706891,20166,14368,2062,12888,3983,97120,1103,4850
"45",3698961,21142,15076,2165,13532,4194,102409,1158,5089
"46",3690652,22160,15813,2271,14207,4415,107961,1214,5340
"47",3681953,23216,16579,2384,14909,4647,113790,1274,5602
"48",3672849,24314,17376,2500,15642,4889,119907,1336,5874
"49",3663328,25451,18206,2621,16404,5143,126327,1400,6156
"50",3653374,26629,19066,2746,17198,5408,133057,1466,6450
"51",3642972,27849,19959,2877,18021,5686,140116,1535,6754
"52",3632107,29111,20883,3013,18878,5976,147511,1607,7071
"53",3620767,30412,21842,3153,19767,6279,155259,1681,7399
"54",3608939,31754,22832,3299,20687,6595,163373,1758,7738
"55",3596607,33137,23855,3449,21642,6925,171864,1838,8088
"56",3583755,34562,24910,3605,22632,7269,180746,1920,8451
"57",3570376,36023,25998,3767,23652,7627,190036,2006,8824
"58",3556458,37519,27116,3933,24707,8001,199745,2093,9211
"59",3541986,39053,28265,4104,25794,8390,209887,2182,9607
"60",3526949,40624,29442,4280,26914,8794,220476,2275,10014
"61",3511339,42224,30652,4461,28064,9215,231525,2370,10430
"62",3495150,43853,31886,4646,29246,9651,243047,2467,10859
"63",3478371,45510,33145,4836,30458,10103,255055,2566,11296
"64",3460997,47191,34427,5031,31698,10572,267562,2668,11743
"65",3443024,48892,35730,5228,32968,11059,280578,2770,12200
"66",3424449,50609,37053,5431,34259,11562,294117,2877,12658
"67",3405270,52337,38393,5635,35573,12081,308190,2982,13128
"68",3385491,54070,39746,5843,36909,12618,322803,3090,13603
"69",3365111,55805,41110,6052,38264,13171,337965,3198,14082
