"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6310695,14527,11231,1191,5944,158,1599,807,3424
"2",6306011,14200,11358,1513,7847,351,4065,931,3953
"3",6300698,14617,11315,1680,9139,591,7304,941,3998
"4",6295014,15261,11435,1759,9970,851,11055,938,3982
"5",6289070,15943,11725,1807,10556,1116,15127,948,4024
"6",6282900,16616,12125,1855,11042,1380,19428,972,4127
"7",6276502,17284,12583,1911,11501,1643,23921,1005,4266
"8",6269866,17960,13072,1976,11963,1907,28601,1043,4428
"9",6262980,18653,13582,2048,12437,2173,33472,1083,4600
"10",6255832,19368,14109,2126,12928,2442,38540,1125,4780
"11",6248413,20109,14653,2207,13436,2715,43812,1169,4966
"12",6240717,20870,15217,2292,13959,2992,49296,1214,5156
"13",6232732,21658,15798,2381,14501,3275,55000,1261,5356
"14",6224450,22473,16397,2472,15060,3562,60931,1309,5560
"15",6215862,23311,17016,2566,15638,3856,67095,1358,5771
"16",6206962,24173,17658,2663,16233,4155,73501,1409,5988
"17",6197736,25063,18318,2764,16848,4460,80157,1463,6213
"18",6188177,25980,18995,2868,17485,4772,87068,1517,6447
"19",6178276,26922,19695,2975,18140,5091,94246,1574,6685
"20",6168023,27891,20417,3085,18816,5417,101697,1632,6930
"21",6157409,28886,21158,3199,19512,5751,109430,1692,7185
"22",6146424,29912,21918,3316,20230,6092,117453,1753,7447
"23",6135060,30963,22703,3436,20967,6442,125775,1816,7713
"24",6123307,32039,23508,3559,21728,6800,134404,1881,7990
"25",6111158,33139,24336,3687,22508,7166,143351,1948,8272
"26",6098602,34268,25183,3818,23310,7541,152622,2017,8564
"27",6085628,35425,26052,3952,24134,7927,162228,2086,8862
"28",6072230,36606,26942,4089,24981,8321,172176,2158,9168
"29",6058398,37815,27851,4229,25849,8725,182478,2232,9483
"30",6044128,39046,28780,4374,26738,9139,193140,2308,9802
"31",6029406,40303,29731,4520,27647,9564,204173,2384,10130
"32",6014229,41583,30702,4670,28578,9998,215584,2463,10464
"33",5998588,42886,31692,4825,29529,10444,227382,2543,10805
"34",5982474,44212,32700,4982,30502,10900,239576,2626,11154
"35",5965885,45555,33729,5143,31490,11367,252177,2709,11508
"36",5948814,46917,34773,5306,32502,11845,265188,2794,11871
"37",5931252,48301,35834,5473,33530,12334,278621,2881,12236
"38",5913199,49698,36910,5643,34578,12835,292482,2969,12611
"39",5894648,51114,37997,5813,35645,13348,306781,3057,12990
"40",5875600,52536,39104,5987,36726,13871,321521,3147,13372
"41",5856048,53972,40217,6165,37824,14407,336712,3240,13763
"42",5835992,55417,41342,6344,38936,14954,352360,3332,14155
"43",5815428,56872,42476,6524,40060,15513,368473,3425,14550
"44",5794360,58329,43620,6706,41195,16083,385053,3519,14948
"45",5772791,59785,44768,6889,42341,16664,402108,3613,15352
"46",5750719,61241,45919,7074,43498,17256,419638,3708,15757
"47",5728151,62692,47071,7260,44660,17860,437651,3804,16161
"48",5705086,64141,48222,7445,45827,18475,456150,3899,16567
"49",5681532,65578,49373,7632,46996,19100,475134,3995,16971
"50",5657492,67003,50521,7818,48168,19736,494607,4090,17376
"51",5632980,68410,51659,8005,49340,20381,514571,4185,17782
"52",5608001,69798,52790,8189,50506,21035,535025,4279,18180
"53",5582569,71160,53907,8374,51670,21699,555967,4373,18580
"54",5556691,72500,55007,8556,52824,22371,577396,4465,18973
"55",5530382,73809,56090,8737,53967,23052,599308,4558,19359
"56",5503657,75082,57156,8914,55098,23740,621698,4645,19740
"57",5476527,76320,58196,9089,56214,24434,644565,4736,20117
