"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6046873,127618,95470,1131,60509,157,13587,746,35211
"2",6002009,128475,97971,1414,80288,341,34848,862,40644
"3",5951059,135125,99676,1575,94313,565,63033,884,41712
"4",5896061,143528,102933,1669,104229,809,96118,900,42438
"5",5837878,152216,107676,1744,112109,1060,132662,929,43823
"6",5776775,160832,113350,1823,119292,1315,171957,972,45841
"7",5712783,169366,119527,1913,126416,1575,213765,1023,48258
"8",5645887,177857,125964,2014,133714,1842,258068,1079,50889
"9",5576087,186326,132528,2120,141237,2116,304931,1137,53630
"10",5503409,194753,139159,2232,148959,2398,354434,1196,56424
"11",5427917,203089,145809,2347,156844,2690,406648,1256,59250
"12",5349708,211269,152442,2462,164841,2992,461631,1316,62081
"13",5268896,219233,159010,2578,172902,3302,519424,1376,64905
"14",5185638,226889,165477,2695,180982,3622,580044,1435,67700
"15",5100101,234190,171765,2810,189029,3950,643499,1494,70453
"16",5012486,241051,177836,2923,196981,4287,709782,1550,73134
"17",4923032,247382,183638,3033,204772,4631,778857,1605,75715
"18",4831988,253122,189097,3140,212345,4982,850671,1658,78187
"19",4739626,258204,194162,3240,219633,5339,925141,1706,80509
"20",4646244,262548,198783,3335,226562,5701,1002172,1752,82665
"21",4552142,266117,202889,3423,233070,6067,1081638,1794,84633
"22",4457645,268849,206440,3503,239086,6435,1163386,1831,86382
"23",4363079,270706,209392,3574,244540,6804,1247250,1863,87894
"24",4268769,271671,211699,3635,249367,7173,1333031,1889,89150
"25",4175049,271711,213335,3686,253512,7540,1420512,1910,90133
"26",4082230,270838,214276,3725,256915,7903,1509457,1925,90825
"27",3990638,269038,214504,3754,259553,8260,1599598,1934,91231
"28",3900550,266354,214014,3770,261376,8611,1690670,1936,91326
"29",3812251,262808,212811,3773,262364,8952,1782386,1931,91117
"30",3725987,258447,210911,3763,262496,9283,1874458,1920,90604
"31",3641993,253321,208330,3742,261777,9600,1966581,1904,89798
"32",3560459,247503,205104,3707,260208,9904,2058459,1880,88698
