"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6286246,24907,19093,1131,11091,157,2719,746,6445
"2",6278033,24533,19380,1414,14707,341,6938,861,7440
"3",6268707,25399,19415,1565,17185,565,12509,874,7550
"4",6258687,26661,19730,1641,18826,807,18993,876,7566
"5",6248153,28001,20347,1692,20021,1054,26077,890,7688
"6",6237151,29347,21155,1744,21047,1300,33599,918,7929
"7",6225682,30697,22078,1807,22032,1548,41502,955,8242
"8",6213723,32070,23065,1879,23037,1797,49774,996,8603
"9",6201254,33480,24095,1958,24082,2051,58425,1041,8989
"10",6188254,34936,25161,2044,25167,2308,67474,1088,9390
"11",6174700,36444,26267,2134,26293,2572,76935,1135,9804
"12",6160576,38001,27414,2228,27462,2842,86823,1185,10236
"13",6145867,39605,28601,2325,28674,3118,97155,1237,10682
"14",6130548,41266,29821,2426,29932,3402,107949,1290,11146
"15",6114607,42977,31086,2531,31231,3693,119220,1345,11620
"16",6098027,44738,32391,2639,32575,3992,130985,1402,12113
"17",6080785,46551,33735,2751,33964,4298,143261,1462,12622
"18",6062868,48416,35119,2866,35400,4614,156063,1522,13147
"19",6044262,50327,36544,2985,36878,4937,169411,1585,13684
"20",6024949,52286,38008,3107,38403,5270,183321,1649,14241
"21",6004913,54292,39513,3233,39970,5612,197811,1715,14810
"22",5984140,56345,41055,3362,41583,5964,212896,1783,15396
"23",5962618,58437,42635,3494,43243,6325,228593,1852,15999
"24",5940332,60572,44247,3629,44946,6697,244920,1923,16615
"25",5917274,62744,45896,3768,46690,7079,261894,1996,17243
"26",5893430,64953,47575,3912,48476,7471,279528,2071,17885
"27",5868791,67194,49288,4057,50299,7874,297842,2146,18539
"28",5843353,69461,51030,4206,52160,8287,316848,2223,19206
"29",5817107,71754,52794,4357,54060,8712,336561,2302,19886
"30",5790050,74069,54583,4510,55990,9148,356995,2381,20572
"31",5762182,76395,56393,4666,57953,9595,378161,2462,21270
"32",5733501,78732,58218,4824,59944,10052,400074,2545,21974
"33",5704009,81075,60054,4983,61961,10521,422742,2627,22687
"34",5673712,83415,61901,5143,63996,11001,446178,2709,23401
"35",5642616,85746,63754,5305,66049,11491,470385,2792,24119
"36",5610731,88063,65603,5467,68113,11993,495374,2876,24842
"37",5578066,90363,67445,5631,70190,12505,521145,2960,25564
