"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6338728,2794,2121,1126,115,157,303,741,58
"2",6337786,2773,2162,1405,142,340,735,855,67
"3",6336718,2885,2178,1559,161,563,1280,872,68
"4",6335581,3027,2226,1640,174,803,1892,878,69
"5",6334398,3166,2302,1699,185,1050,2545,898,70
"6",6333172,3300,2393,1758,194,1298,3229,928,73
"7",6331902,3432,2491,1823,202,1547,3946,965,76
"8",6330582,3568,2591,1895,211,1800,4697,1005,79
"9",6329210,3710,2695,1970,220,2056,5483,1045,82
"10",6327784,3857,2803,2049,229,2316,6307,1086,85
"11",6326300,4010,2914,2131,239,2580,7169,1130,89
"12",6324759,4169,3030,2216,249,2849,8073,1175,92
"13",6323155,4334,3150,2304,259,3124,9017,1222,96
"14",6321488,4507,3275,2396,269,3403,10005,1270,100
"15",6319756,4685,3406,2491,280,3689,11038,1321,103
"16",6317954,4871,3540,2590,291,3982,12116,1374,108
"17",6316083,5063,3680,2693,303,4281,13242,1427,112
"18",6314138,5262,3826,2799,314,4587,14417,1484,116
"19",6312116,5470,3976,2910,327,4901,15644,1543,121
"20",6310015,5685,4133,3024,340,5223,16923,1603,126
"21",6307831,5908,4297,3144,353,5553,18258,1667,131
"22",6305563,6139,4466,3268,367,5892,19649,1732,136
"23",6303205,6378,4642,3397,382,6240,21099,1801,141
"24",6300755,6630,4823,3531,397,6598,22611,1871,147
"25",6298212,6887,5012,3669,413,6966,24185,1945,152
"26",6295569,7155,5208,3813,429,7346,25825,2021,158
"27",6292825,7432,5411,3962,446,7736,27532,2100,165
"28",6289974,7719,5621,4117,463,8139,29310,2182,171
"29",6287013,8019,5839,4277,481,8554,31161,2266,178
"30",6283938,8329,6066,4444,500,8981,33087,2354,185
"31",6280745,8649,6300,4617,520,9422,35091,2446,192
"32",6277430,8982,6544,4795,540,9877,37176,2540,199
"33",6273988,9326,6796,4980,560,10347,39345,2638,207
"34",6270416,9683,7057,5173,582,10833,41600,2740,215
"35",6266708,10052,7327,5372,605,11334,43946,2845,223
"36",6262860,10433,7609,5578,628,11851,46385,2954,232
"37",6258867,10829,7898,5792,652,12386,48920,3067,241
"38",6254724,11238,8198,6014,678,12939,51554,3184,250
"39",6250427,11660,8508,6243,703,13510,54292,3306,259
"40",6245968,12098,8830,6480,730,14100,57138,3429,269
"41",6241344,12551,9162,6725,758,14710,60094,3560,279
"42",6236548,13019,9506,6978,786,15341,63165,3694,290
"43",6231576,13501,9863,7242,816,15992,66354,3833,301
"44",6226421,14000,10230,7515,847,16666,69665,3977,312
"45",6221076,14517,10610,7796,879,17363,73103,4124,324
"46",6215537,15050,11003,8085,911,18084,76673,4277,336
"47",6209798,15600,11408,8385,945,18829,80378,4436,348
"48",6203853,16166,11828,8695,981,19598,84223,4599,361
"49",6197693,16750,12259,9016,1017,20394,88214,4769,375
"50",6191314,17354,12704,9346,1054,21217,92354,4942,388
"51",6184708,17976,13165,9687,1093,22067,96647,5121,402
"52",6177870,18616,13639,10040,1133,22946,101101,5308,417
"53",6170791,19275,14130,10402,1174,23855,105718,5497,432
"54",6163465,19953,14634,10778,1217,24794,110504,5696,448
"55",6155886,20651,15152,11165,1261,25764,115466,5900,463
"56",6148045,21370,15685,11562,1306,26766,120609,6108,480
"57",6139938,22109,16234,11971,1353,27800,125939,6323,497
"58",6131557,22866,16799,12392,1401,28869,131460,6544,514
"59",6122893,23645,17381,12824,1450,29972,137179,6771,532
"60",6113940,24444,17977,13271,1500,31110,143101,7007,550
"61",6104689,25267,18590,13730,1552,32285,149231,7247,570
"62",6095135,26108,19220,14201,1606,33497,155577,7494,589
"63",6085271,26969,19867,14685,1661,34748,162144,7747,609
"64",6075089,27851,20529,15182,1718,36036,168939,8009,630
"65",6064582,28754,21206,15692,1776,37365,175968,8276,650
"66",6053744,29677,21901,16214,1836,38735,183237,8548,672
"67",6042567,30620,22611,16750,1897,40146,190752,8829,694
"68",6031045,31582,23341,17296,1960,41599,198521,9113,717
"69",6019172,32566,24082,17858,2024,43095,206547,9408,740
"70",6006941,33569,24840,18430,2089,44634,214840,9707,763
"71",5994346,34588,25616,19016,2156,46218,223404,10013,787
"72",5981381,35625,26406,19615,2225,47847,232245,10326,812
"73",5968038,36685,27207,20228,2295,49521,241371,10645,837
"74",5954315,37759,28027,20849,2366,51242,250787,10967,862
"75",5940208,38846,28860,21482,2438,53010,260500,11298,888
"76",5925708,39950,29708,22128,2512,54823,270515,11633,915
"77",5910816,41067,30566,22786,2588,56683,280839,11976,942
"78",5895523,42198,31437,23452,2665,58592,291476,12321,969
"79",5879828,43341,32322,24128,2743,60547,302435,12671,997
"80",5863729,44497,33211,24816,2822,62550,313720,13030,1025
"81",5847220,45663,34113,25511,2901,64601,325335,13388,1053
"82",5830302,46837,35025,26214,2983,66699,337285,13750,1082
"83",5812973,48014,35949,26923,3064,68845,349576,14118,1110
"84",5795236,49193,36875,27643,3147,71038,362212,14491,1140
"85",5777086,50381,37805,28367,3231,73277,375197,14863,1169
"86",5758527,51569,38741,29094,3315,75562,388536,15237,1199
"87",5739560,52753,39680,29827,3400,77892,402232,15615,1229
"88",5720186,53937,40619,30566,3485,80267,416285,15994,1258
"89",5700409,55115,41558,31303,3571,82685,430703,16372,1288
"90",5680231,56289,42494,32041,3659,85148,445483,16750,1318
"91",5659659,57452,43428,32781,3745,87649,460630,17127,1348
"92",5638696,58603,44358,33519,3831,90191,476147,17505,1377
"93",5617352,59741,45277,34253,3917,92770,492033,17879,1407
"94",5595629,60866,46190,34983,4002,95386,508288,18250,1436
"95",5573541,61966,47096,35706,4086,98038,524911,18617,1464
"96",5551095,63044,47988,36424,4170,100720,541903,18983,1493
"97",5528301,64099,48864,37136,4254,103433,559258,19342,1521
"98",5505168,65128,49723,37835,4336,106176,576978,19695,1550
"99",5481711,66127,50561,38526,4419,108942,595058,20043,1577
"100",5457937,67097,51381,39201,4498,111732,613498,20380,1603
"101",5433866,68031,52178,39860,4575,114541,632292,20711,1629
"102",5409512,68927,52950,40503,4653,117367,651432,21031,1655
"103",5384887,69783,53697,41130,4728,120204,670915,21343,1679
"104",5360010,70597,54413,41737,4799,123053,690734,21645,1702
"105",5334896,71368,55098,42322,4869,125908,710883,21933,1725
"106",5309562,72092,55751,42884,4937,128765,731354,22210,1747
"107",5284026,72769,56370,43422,5001,131620,752136,22473,1767
"108",5258312,73389,56955,43935,5063,134469,773220,22722,1787
"109",5232434,73959,57499,44421,5123,137310,794597,22959,1805
"110",5206412,74480,58001,44879,5179,140137,816257,23178,1822
"111",5180268,74941,58466,45302,5231,142946,838190,23380,1838
"112",5154026,75340,58889,45699,5281,145732,860378,23567,1853
"113",5127705,75682,59264,46060,5327,148491,882815,23736,1867
"114",5101325,75965,59593,46391,5368,151219,905481,23890,1878
"115",5074911,76184,59877,46684,5406,153911,928371,24023,1888
"116",5048483,76343,60112,46944,5438,156563,951462,24138,1897
"117",5022061,76439,60301,47165,5467,159168,974744,24233,1904
"118",4995674,76469,60442,47348,5491,161723,998198,24307,1910
"119",4969334,76440,60531,47496,5511,164224,1021808,24365,1914
"120",4943068,76347,60573,47605,5528,166664,1045560,24401,1917
