"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6756995,100,53,3,20,26,5,2,13
"2",6756935,125,65,5,33,26,14,4,20
"3",6756855,162,80,7,45,26,28,4,24
"4",6756753,209,101,9,59,26,47,5,29
"5",6756621,268,129,11,76,27,71,7,37
"6",6756452,344,165,14,97,28,102,9,48
"7",6756237,441,212,18,125,29,141,11,61
"8",6755959,566,272,23,160,31,191,14,78
"9",6755604,727,349,29,205,34,255,18,100
"10",6755147,933,448,37,263,38,337,23,129
"11",6754561,1197,575,48,338,43,442,29,165
"12",6753809,1536,737,61,434,49,576,38,212
"13",6752844,1972,947,78,557,58,749,48,273
"14",6751605,2531,1215,100,715,69,969,62,350
"15",6750013,3250,1560,128,917,83,1252,79,449
"16",6747970,4172,2002,164,1178,102,1615,101,577
"17",6745345,5358,2570,210,1513,125,2082,130,741
"18",6741975,6880,3301,269,1942,156,2680,166,951
"19",6737649,8835,4237,344,2495,196,3447,213,1222
"20",6732094,11343,5441,441,3204,247,4433,273,1570
"21",6724961,14564,6987,565,4116,312,5698,350,2016
"22",6715809,18693,8972,724,5287,396,7322,448,2590
"23",6704069,23987,11517,928,6790,503,9409,574,3327
"24",6689017,30768,14780,1189,8720,641,12087,736,4272
"25",6669730,39444,18965,1523,11197,818,15526,943,5484
"26",6645047,50527,24320,1951,14375,1045,19939,1207,7039
"27",6613498,64651,31170,2497,18448,1335,25604,1544,9030
"28",6573241,82613,39912,3195,23663,1707,32871,1976,11577
"29",6521997,105370,51044,4086,30334,2183,42189,2525,14830
"30",6456964,134069,65185,5220,38842,2791,54131,3224,18969
"31",6374765,170037,83074,6658,49682,3568,69419,4108,24234
"32",6271382,214787,105588,8482,63440,4558,88966,5229,30890
"33",6142220,269884,133747,10780,80834,5820,113918,6637,39269
"34",5982192,336847,168662,13667,102709,7423,145703,8400,49750
"35",5786003,416882,211485,17257,130041,9453,186081,10581,62750
"36",5548644,510490,263289,21693,163887,12014,237187,13262,78686
"37",5266111,616993,324848,27112,205331,15229,301579,16515,97955
"38",4936393,733956,396366,33634,255374,19239,382241,20390,120848
"39",4560580,856675,477128,41346,314729,24204,482540,24916,147414
"40",4143827,978027,565085,50263,383579,30289,606133,30066,177379
"41",3695903,1088708,656640,60285,461268,37657,756743,35732,209957
"42",3230873,1178324,746551,71156,546005,46448,937845,41708,243793
"43",2765775,1237103,828281,82446,634630,56760,1152208,47685,276905
"44",2318397,1257901,894740,93548,722635,68611,1401372,53275,306847
"45",1904811,1237731,939471,103710,804459,81916,1685105,58014,331010
"46",1537095,1178639,957814,112120,874065,96471,2000999,61459,347006
"47",1222114,1087192,947795,118041,925838,111943,2344280,63271,353175
"48",961425,972990,910595,120920,955414,127884,2707974,63257,348833
"49",752207,846699,850194,120491,960455,143776,3083381,61422,334489
"50",588654,718288,772507,116827,940952,159066,3460910,57966,311685
"51",463498,595762,684311,110305,899134,173236,3830956,53235,282642
"52",369280,484544,592224,101528,838969,185847,4184811,47642,249882
"53",299142,387596,501824,91241,765509,196573,4515318,41643,215843
"54",247291,305791,417291,80188,684113,205227,4817302,35617,182571
"55",209066,238571,341301,69052,599768,211750,5087695,29880,151555
"56",180883,184489,275172,58371,516710,216200,5325379,24637,123758
"57",160051,141706,219145,48526,438166,218723,5530886,20012,99630
"58",144594,108299,172729,39754,366306,219520,5706001,16047,79233
"59",133075,82472,134974,32149,302367,218828,5853337,12730,62371
"60",124450,62658,104727,25709,246783,216892,5975984,10005,48682
"61",117963,47539,80798,20362,199415,213947,6077178,7804,37731
"62",113066,36043,62063,15996,159730,210208,6160097,6049,29079
"63",109356,27325,47506,12480,126969,205868,6227700,4666,22319
"64",106539,20719,36273,9681,100260,201085,6282645,3585,17070
"65",104396,15719,27646,7478,78712,195995,6327259,2748,13024
"66",102762,11931,21047,5755,61487,190708,6363513,2101,9919
"67",101516,9062,16011,4415,47833,185311,6393055,1605,7547
"68",100564,6889,12175,3382,37076,179870,6417248,1224,5737
"69",99837,5239,9258,2585,28652,174437,6437195,933,4360
"70",99281,3989,7039,1975,22085,169053,6453782,712,3313
"71",98856,3038,5354,1507,16988,163746,6467713,542,2518
"72",98531,2315,4074,1150,13046,158540,6479547,414,1914
"73",98282,1766,3101,877,10003,153447,6489727,315,1456
"74",98092,1347,2362,669,7661,148479,6498593,241,1107
"75",97947,1027,1800,510,5862,143641,6506415,184,843
"76",97836,785,1371,390,4483,138939,6513400,140,642
"77",97750,599,1046,297,3426,134372,6519712,107,489
"78",97685,458,798,227,2618,129943,6525475,82,373
"79",97635,350,609,174,1999,125650,6530787,63,284
"80",97597,267,465,133,1527,121490,6535724,48,217
"81",97568,204,355,101,1166,117462,6540346,37,165
"82",97546,156,271,78,890,113564,6544698,28,126
"83",97529,119,207,59,680,109791,6548818,21,97
"84",97516,91,158,45,519,106141,6552733,16,74
"85",97506,70,121,35,396,102611,6556465,13,56
"86",97498,53,92,27,302,99196,6560034,10,43
"87",97492,41,71,20,231,95894,6563454,7,33
"88",97487,31,54,16,176,92702,6566736,6,25
"89",97484,24,41,12,135,89615,6569892,4,19
"90",97481,18,32,9,103,86629,6572930,3,15
"91",97479,14,24,7,79,83742,6575857,3,11
"92",97478,11,19,5,60,80952,6578679,2,9
"93",97477,8,14,4,46,78255,6581399,1,7
"94",97476,6,11,3,35,75647,6584025,1,5
"95",97475,5,8,2,27,73126,6586560,1,4
"96",97474,4,6,2,21,70688,6589008,1,3
"97",97474,3,5,1,16,68332,6591372,1,2
"98",97474,2,4,1,12,66054,6593656,0,2
"99",97473,2,3,1,9,63853,6595862,0,1
"100",97473,1,2,1,7,61724,6597994,0,1
"101",97473,1,2,1,5,59666,6600055,0,1
"102",97473,1,1,0,4,57677,6602046,0,1
"103",97473,1,1,0,3,55754,6603971,0,0
"104",97473,0,1,0,2,53896,6605831,0,0
"105",97473,0,1,0,2,52100,6607628,0,0
"106",97473,0,0,0,1,50363,6609365,0,0
"107",97473,0,0,0,1,48685,6611044,0,0
"108",97473,0,0,0,1,47062,6612667,0,0
"109",97473,0,0,0,1,45493,6614236,0,0
"110",97473,0,0,0,0,43977,6615753,0,0
"111",97473,0,0,0,0,42511,6617218,0,0
"112",97473,0,0,0,0,41094,6618636,0,0
"113",97473,0,0,0,0,39725,6620005,0,0
"114",97473,0,0,0,0,38400,6621330,0,0
"115",97473,0,0,0,0,37120,6622610,0,0
"116",97473,0,0,0,0,35883,6623847,0,0
"117",97473,0,0,0,0,34687,6625044,0,0
"118",97473,0,0,0,0,33530,6626200,0,0
"119",97473,0,0,0,0,32413,6627318,0,0
"120",97473,0,0,0,0,31332,6628398,0,0
