"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6600008,15774,12760,1894,13134,6043,107589,873,4669
"2",6594812,15531,12652,1799,13278,6158,112973,874,4674
"3",6589644,15343,12507,1746,13333,6252,118377,867,4634
"4",6584513,15183,12359,1710,13317,6335,123785,857,4581
"5",6579427,15034,12221,1682,13251,6409,129178,847,4527
"6",6574389,14887,12092,1659,13158,6475,134541,837,4476
"7",6569402,14741,11968,1638,13050,6536,139867,828,4429
"8",6564465,14595,11848,1621,12934,6590,145150,820,4383
"9",6559579,14448,11729,1603,12813,6641,150388,812,4339
"10",6554746,14300,11611,1587,12691,6687,155580,803,4296
"11",6549963,14151,11495,1570,12567,6729,160726,795,4252
"12",6545231,14003,11377,1554,12444,6766,165825,787,4210
"13",6540550,13856,11260,1539,12320,6800,170877,779,4166
"14",6535918,13710,11141,1523,12198,6829,175882,772,4125
"15",6531339,13562,11025,1508,12072,6856,180841,763,4081
"16",6526810,13415,10908,1492,11946,6879,185753,755,4038
"17",6522331,13268,10791,1476,11822,6898,190616,747,3995
"18",6517901,13123,10674,1460,11698,6914,195432,739,3953
"19",6513522,12977,10558,1444,11574,6927,200200,731,3909
"20",6509193,12831,10444,1429,11449,6937,204920,723,3866
"21",6504914,12686,10327,1413,11327,6944,209592,716,3825
"22",6500684,12541,10211,1398,11204,6948,214216,707,3784
"23",6496505,12396,10097,1382,11080,6949,218793,699,3740
"24",6492373,12252,9981,1367,10958,6948,223322,692,3698
"25",6488291,12111,9865,1352,10836,6944,227804,684,3656
"26",6484258,11968,9752,1336,10714,6938,232237,676,3614
"27",6480274,11825,9638,1321,10591,6929,236624,668,3572
"28",6476337,11685,9525,1306,10469,6918,240962,660,3530
"29",6472448,11544,9413,1290,10348,6905,245253,653,3489
"30",6468607,11404,9301,1275,10228,6890,249496,644,3448
"31",6464813,11266,9190,1260,10108,6873,253693,637,3407
"32",6461066,11130,9078,1245,9988,6854,257842,630,3366
"33",6457367,10991,8969,1230,9870,6833,261943,622,3325
"34",6453713,10855,8859,1215,9751,6810,265998,614,3285
"35",6450107,10717,8751,1201,9634,6786,270007,607,3245
"36",6446545,10583,8643,1186,9517,6759,273969,599,3205
"37",6443030,10449,8535,1171,9401,6732,277884,592,3166
"38",6439559,10316,8427,1156,9286,6703,281754,584,3127
"39",6436134,10184,8320,1142,9171,6672,285579,577,3087
"40",6432753,10053,8215,1128,9056,6640,289358,570,3048
"41",6429415,9923,8110,1113,8943,6606,293091,563,3009
"42",6426122,9794,8006,1099,8830,6571,296778,555,2970
"43",6422873,9666,7904,1085,8717,6536,300421,548,2932
"44",6419667,9539,7800,1071,8607,6499,304018,541,2895
"45",6416503,9414,7698,1058,8495,6461,307573,534,2857
