"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6729504,10021,6988,619,4061,312,5698,404,1962
"2",6726166,9904,7406,820,5180,405,7323,518,2519
"3",6722308,10347,7600,949,6065,528,9406,549,2671
"4",6718093,10994,7864,1027,6714,669,11842,563,2741
"5",6713591,11704,8236,1085,7235,818,14534,583,2836
"6",6708819,12440,8692,1140,7710,971,17431,611,2970
"7",6703769,13201,9201,1201,8187,1129,20514,644,3136
"8",6698423,13995,9752,1269,8683,1291,23789,682,3319
"9",6692761,14832,10338,1343,9206,1460,27265,723,3518
"10",6686765,15713,10958,1422,9760,1635,30951,766,3729
"11",6680414,16645,11612,1507,10346,1817,34862,812,3952
"12",6673690,17629,12304,1597,10966,2008,39010,860,4188
"13",6666571,18668,13034,1692,11622,2207,43409,911,4438
"14",6659034,19767,13805,1792,12315,2416,48074,966,4702
"15",6651061,20925,14618,1898,13048,2634,53020,1023,4980
"16",6642625,22146,15476,2010,13823,2862,58261,1083,5274
"17",6633702,23431,16384,2128,14640,3101,63816,1146,5583
"18",6624267,24787,17339,2253,15502,3353,69702,1214,5910
"19",6614292,26215,18347,2384,16411,3616,75937,1284,6255
"20",6603751,27717,19409,2524,17370,3893,82538,1359,6618
"21",6592614,29296,20528,2671,18382,4184,89527,1437,7002
"22",6580851,30957,21706,2825,19448,4490,96926,1520,7405
"23",6568432,32700,22944,2988,20572,4811,104756,1608,7830
"24",6555323,34532,24246,3159,21754,5149,113040,1699,8276
"25",6541494,36453,25612,3338,22999,5503,121803,1795,8747
"26",6526909,38469,27045,3528,24309,5876,131067,1897,9240
"27",6511535,40577,28553,3725,25683,6268,140862,2002,9757
"28",6495339,42782,30129,3933,27128,6680,151211,2114,10300
"29",6478282,45090,31779,4152,28644,7114,162142,2230,10869
"30",6460327,47498,33509,4380,30232,7569,173688,2352,11465
"31",6441438,50007,35319,4620,31897,8046,185876,2480,12090
"32",6421578,52623,37207,4871,33640,8548,198736,2614,12741
"33",6400708,55345,39176,5133,35464,9075,212301,2754,13424
"34",6378795,58174,41228,5407,37368,9628,226602,2899,14133
"35",6355798,61112,43363,5693,39356,10208,241674,3051,14873
"36",6331678,64156,45586,5990,41429,10816,257548,3209,15644
"37",6306401,67308,47892,6299,43589,11454,274260,3373,16446
"38",6279934,70565,50281,6621,45835,12122,291845,3544,17278
"39",6252241,73926,52750,6955,48173,12821,310337,3721,18142
"40",6223290,77386,55306,7301,50593,13553,329773,3903,19032
"41",6193052,80940,57942,7658,53103,14317,350190,4092,19956
"42",6161500,84581,60660,8029,55699,15116,371618,4288,20905
"43",6128607,88305,63455,8410,58378,15950,394097,4488,21887
"44",6094350,92110,66318,8804,61141,16820,417660,4696,22894
"45",6058709,95989,69245,9207,63985,17727,442339,4906,23927
"46",6021673,99926,72237,9620,66905,18671,468170,5123,24985
"47",5983226,103917,75286,10042,69898,19652,495182,5343,26064
"48",5943366,107942,78388,10474,72959,20670,523404,5569,27164
"49",5902095,111992,81528,10915,76083,21727,552863,5799,28283
"50",5859414,116056,84697,11361,79266,22822,583586,6030,29418
"51",5815334,120116,87893,11815,82492,23955,615598,6265,30559
"52",5769875,124156,91098,12272,85759,25126,648916,6501,31713
"53",5723053,128164,94304,12735,89055,26333,683558,6740,32869
"54",5674907,132115,97497,13196,92373,27577,719537,6976,34026
"55",5625469,135996,100663,13658,95700,28857,756860,7212,35180
"56",5574786,139786,103790,14117,99021,30171,795532,7445,36321
"57",5522912,143457,106866,14574,102324,31518,835552,7678,37448
"58",5469910,146996,109867,15024,105597,32896,876913,7905,38558
"59",5415838,150378,112785,15467,108827,34303,919605,8127,39643
"60",5360779,153581,115603,15899,111994,35736,963610,8344,40694
"61",5304806,156599,118295,16319,115084,37195,1008905,8553,41711
"62",5248010,159397,120862,16722,118078,38676,1055457,8751,42680
"63",5190483,161957,123282,17109,120972,40173,1103228,8940,43608
"64",5132322,164269,125529,17478,123738,41686,1152181,9120,44481
"65",5073637,166315,127590,17825,126364,43208,1202265,9286,45292
"66",5014528,168075,129466,18148,128822,44738,1253426,9441,46032
"67",4955108,169540,131134,18445,131110,46271,1305596,9578,46710
"68",4895490,170694,132583,18712,133211,47803,1358710,9701,47313
"69",4835798,171527,133796,18951,135114,49329,1412688,9810,47836
"70",4776136,172040,134770,19159,136798,50842,1467457,9900,48274
"71",4716626,172227,135497,19334,138250,52341,1522929,9975,48622
"72",4657383,172084,135970,19475,139457,53818,1579015,10029,48883
"73",4598515,171612,136189,19577,140428,55271,1635612,10064,49058
"74",4540139,170810,136156,19644,141136,56691,1692627,10080,49131
"75",4482354,169695,135857,19676,141588,58075,1749958,10079,49120
"76",4425269,168266,135304,19668,141774,59418,1807503,10057,49011
"77",4368981,166532,134501,19623,141695,60716,1865156,10016,48809
"78",4313579,164510,133446,19546,141352,61963,1922808,9960,48518
"79",4259148,162215,132150,19429,140748,63156,1980356,9881,48139
"80",4205767,159659,130631,19279,139883,64289,2037696,9787,47670
