"","S","E","P","I","A","H","R","Onset_expect","Onset_unreported_expect"
"1",6745484,4657,3790,572,2010,92,597,377,1137
"2",6744007,4529,3748,690,2554,185,1491,411,1237
"3",6742376,4598,3680,743,2897,293,2616,406,1223
"4",6740664,4724,3666,762,3099,407,3881,399,1202
"5",6738906,4853,3701,769,3227,521,5226,397,1196
"6",6737109,4976,3766,777,3322,632,6621,401,1208
"7",6735276,5093,3844,787,3406,740,8056,408,1230
"8",6733404,5209,3929,801,3487,847,9527,416,1255
"9",6731491,5325,4017,817,3567,952,11033,426,1282
"10",6729537,5444,4107,834,3648,1057,12576,435,1312
"11",6727539,5564,4199,852,3731,1160,14158,445,1341
"12",6725496,5688,4292,871,3816,1264,15776,455,1371
"13",6723408,5815,4388,890,3901,1367,17435,465,1401
"14",6721275,5943,4485,909,3989,1470,19132,475,1433
"15",6719096,6073,4585,930,4078,1572,20870,486,1464
"16",6716868,6206,4686,951,4168,1674,22649,497,1496
"17",6714593,6342,4789,972,4261,1777,24470,507,1530
"18",6712266,6481,4893,993,4355,1880,26334,519,1563
"19",6709890,6622,5001,1015,4451,1983,28241,530,1598
"20",6707462,6767,5110,1037,4549,2086,30192,542,1633
"21",6704984,6912,5222,1060,4649,2189,32188,553,1668
"22",6702450,7062,5335,1083,4751,2293,34229,565,1705
"23",6699863,7214,5451,1107,4855,2397,36317,578,1742
"24",6697220,7369,5569,1131,4960,2502,38453,590,1780
"25",6694520,7528,5689,1155,5068,2607,40636,603,1819
"26",6691764,7688,5811,1180,5178,2712,42869,616,1858
"27",6688949,7852,5935,1206,5291,2819,45152,629,1898
"28",6686074,8018,6062,1231,5405,2926,47487,642,1938
"29",6683139,8189,6192,1258,5520,3033,49872,656,1979
"30",6680142,8362,6323,1285,5639,3142,52310,670,2022
"31",6677082,8538,6458,1312,5759,3251,54802,684,2065
"32",6673960,8717,6594,1340,5882,3361,57349,699,2109
"33",6670771,8900,6732,1369,6007,3472,59951,714,2153
"34",6667517,9085,6873,1397,6134,3585,62611,729,2199
"35",6664196,9274,7017,1427,6264,3698,65327,744,2245
"36",6660807,9465,7164,1456,6396,3812,68102,759,2292
"37",6657350,9659,7313,1487,6530,3928,70937,775,2340
"38",6653822,9856,7465,1517,6666,4045,73832,791,2388
"39",6650222,10056,7618,1549,6805,4163,76789,808,2438
"40",6646549,10261,7774,1580,6947,4282,79809,824,2488
"41",6642803,10470,7932,1614,7090,4403,82891,841,2539
"42",6638983,10680,8094,1646,7236,4525,86040,858,2591
"43",6635086,10895,8257,1680,7385,4648,89253,875,2644
"44",6631112,11111,8424,1714,7535,4773,92533,893,2697
"45",6627060,11332,8592,1748,7688,4900,95882,911,2751
"46",6622929,11556,8763,1784,7843,5028,99300,930,2807
"47",6618718,11782,8939,1820,8000,5157,102787,948,2862
"48",6614424,12013,9116,1855,8161,5289,106345,967,2920
"49",6610049,12246,9295,1892,8324,5422,109975,986,2977
"50",6605588,12483,9477,1930,8490,5557,113678,1006,3036
"51",6601043,12725,9661,1967,8658,5693,117456,1024,3096
"52",6596412,12968,9849,2006,8828,5831,121310,1045,3155
"53",6591695,13213,10039,2045,9001,5971,125240,1065,3217
"54",6586889,13462,10230,2085,9176,6113,129249,1086,3280
"55",6581994,13714,10425,2125,9353,6256,133336,1106,3342
"56",6577009,13970,10622,2165,9533,6402,137502,1127,3405
"57",6571932,14230,10821,2207,9715,6549,141749,1149,3469
"58",6566763,14491,11024,2249,9899,6699,146079,1171,3535
"59",6561500,14756,11229,2290,10086,6850,150491,1192,3601
"60",6556144,15026,11434,2332,10276,7003,154988,1214,3668
"61",6550693,15295,11645,2376,10467,7159,159568,1236,3734
"62",6545146,15567,11856,2420,10661,7316,164236,1259,3804
"63",6539501,15844,12070,2464,10858,7475,168991,1282,3872
"64",6533760,16123,12285,2509,11056,7637,173833,1305,3942
"65",6527918,16406,12503,2554,11257,7800,178766,1328,4013
"66",6521976,16690,12724,2599,11460,7966,183788,1352,4085
"67",6515936,16975,12947,2645,11666,8134,188901,1376,4157
"68",6509793,17264,13171,2691,11873,8304,194106,1399,4229
"69",6503548,17555,13398,2739,12082,8476,199406,1424,4303
"70",6497201,17849,13626,2786,12292,8649,204799,1448,4377
"71",6490752,18144,13857,2834,12504,8825,210287,1472,4451
"72",6484198,18441,14090,2881,12719,9003,215871,1497,4527
"73",6477540,18741,14322,2931,12936,9183,221549,1523,4603
"74",6470777,19042,14557,2980,13154,9366,227328,1548,4679
"75",6463910,19343,14794,3029,13373,9550,233204,1573,4756
"76",6456937,19646,15032,3078,13595,9736,239178,1599,4833
"77",6449857,19952,15271,3129,13818,9925,245251,1625,4911
"78",6442670,20259,15511,3179,14042,10116,251426,1650,4989
"79",6435377,20567,15753,3229,14268,10308,257702,1676,5068
"80",6427976,20876,15996,3280,14495,10502,264079,1703,5147
"81",6420469,21185,16239,3331,14722,10699,270559,1728,5226
"82",6412854,21495,16483,3382,14950,10898,277141,1755,5305
"83",6405132,21805,16728,3432,15180,11099,283826,1780,5386
"84",6397304,22115,16975,3484,15411,11300,290614,1807,5465
"85",6389369,22424,17220,3536,15644,11505,297506,1834,5547
"86",6381326,22736,17465,3588,15875,11711,304503,1861,5626
"87",6373176,23046,17710,3641,16109,11918,311604,1887,5707
"88",6364920,23355,17957,3692,16341,12127,318811,1913,5787
"89",6356558,23664,18203,3744,16573,12337,326124,1940,5867
"90",6348090,23972,18448,3796,16806,12550,333542,1967,5948
"91",6339517,24279,18693,3847,17038,12764,341064,1993,6027
"92",6330841,24584,18937,3899,17270,12980,348692,2020,6108
"93",6322061,24887,19180,3951,17503,13197,356424,2046,6188
"94",6313179,25187,19423,4002,17734,13416,364261,2072,6267
"95",6304194,25487,19664,4053,17967,13636,372203,2098,6347
"96",6295106,25786,19903,4104,18197,13857,380250,2124,6425
"97",6285920,26081,20141,4155,18426,14079,388401,2150,6503
"98",6276634,26373,20378,4206,18653,14302,396657,2176,6582
"99",6267251,26661,20613,4256,18879,14526,405017,2202,6658
"100",6257768,26952,20844,4306,19103,14751,413479,2227,6735
"101",6248193,27234,21076,4356,19326,14977,422043,2252,6810
"102",6238524,27511,21304,4405,19548,15204,430708,2277,6886
"103",6228761,27788,21528,4454,19769,15431,439473,2302,6961
"104",6218910,28056,21749,4501,19988,15659,448340,2325,7036
"105",6208968,28325,21966,4549,20203,15887,457306,2349,7108
"106",6198942,28583,22183,4595,20415,16116,466369,2373,7177
"107",6188828,28841,22394,4642,20624,16345,475530,2397,7248
"108",6178630,29094,22603,4687,20830,16574,484786,2419,7318
"109",6168352,29341,22808,4731,21032,16802,494137,2441,7385
"110",6157995,29581,23010,4775,21231,17030,503581,2464,7451
"111",6147562,29814,23205,4819,21429,17258,513116,2486,7519
"112",6137054,30040,23399,4860,21622,17487,522741,2506,7581
"113",6126473,30264,23583,4902,21812,17713,532456,2528,7646
"114",6115822,30478,23765,4943,21997,17940,542259,2548,7706
"115",6105102,30689,23942,4981,22177,18166,552147,2567,7765
"116",6094319,30889,24115,5020,22353,18390,562117,2586,7823
"117",6083474,31083,24281,5057,22526,18614,572168,2605,7880
"118",6072569,31270,24443,5092,22692,18836,582301,2622,7934
